ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.63,0.82,0.08,0.81,0.15,0.63,0.22,0.64,0.22,0.57,0.15,0.93,0.04,0.87,0.08,0.88,0.04,0.83,0.08,0.73,0.18
0.64,0.72,0.12,0.69,0.27,0.48,0.35,0.49,0.35,0.33,0.27,0.97,0.02,0.98,0.01,0.95,0.02,0.97,0.01,0.59,0.31
0.67,0.69,0.14,0.67,0.31,0.4,0.42,0.41,0.42,0.18,0.31,0.98,0.01,0.89,0.08,0.97,0.01,0.78,0.08,0.54,0.36
0.68,0.78,0.1,0.8,0.19,0.36,0.39,0.51,0.39,0.21,0.19,0.99,0.01,0.97,0.02,0.98,0.01,0.92,0.02,0.66,0.29
0.69,0.79,0.1,0.81,0.18,0.4,0.37,0.5,0.37,0.27,0.18,0.98,0.01,0.99,0.01,0.97,0.01,0.98,0.01,0.66,0.28
0.68,0.77,0.11,0.79,0.19,0.42,0.38,0.49,0.38,0.28,0.19,0.98,0.01,0.99,0.01,0.96,0.01,0.98,0.01,0.64,0.29
0.69,0.76,0.11,0.78,0.2,0.43,0.37,0.48,0.37,0.27,0.2,0.98,0.01,0.99,0.01,0.96,0.01,0.97,0.01,0.63,0.29
0.69,0.76,0.11,0.77,0.21,0.5,0.34,0.49,0.34,0.3,0.21,0.99,0.01,0.97,0.02,0.98,0.01,0.94,0.02,0.63,0.28
0.69,0.76,0.11,0.77,0.2,0.54,0.32,0.49,0.32,0.36,0.2,0.99,0.01,0.99,0.0,0.98,0.01,0.99,0.0,0.63,0.26
0.69,0.77,0.1,0.79,0.18,0.6,0.28,0.51,0.28,0.44,0.18,1.0,0.0,0.96,0.02,0.99,0.0,0.93,0.02,0.65,0.23
0.69,0.79,0.09,0.82,0.16,0.62,0.27,0.54,0.27,0.49,0.16,1.0,0.0,0.93,0.05,0.99,0.0,0.88,0.05,0.68,0.22
0.69,0.83,0.07,0.84,0.14,0.67,0.21,0.65,0.21,0.46,0.14,0.95,0.04,0.98,0.01,0.89,0.04,0.96,0.01,0.74,0.17
