ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.48,0.05,0.13,0.02,0.2,0.89,0.11,0.1,0.11,0.8,0.2,0.52,0.31,0.74,0.13,0.54,0.31,0.79,0.13
0.67,0.87,0.06,0.88,0.1,0.67,0.17,0.73,0.17,0.53,0.1,0.92,0.05,0.94,0.04,0.86,0.05,0.88,0.04
0.66,0.81,0.09,0.83,0.17,0.27,0.39,0.55,0.39,0.13,0.17,0.99,0.01,0.94,0.05,0.98,0.01,0.83,0.05
0.67,0.79,0.1,0.8,0.19,0.34,0.38,0.53,0.38,0.15,0.19,0.99,0.0,0.9,0.08,0.99,0.0,0.74,0.08
0.69,0.74,0.12,0.75,0.24,0.43,0.39,0.45,0.39,0.22,0.24,0.98,0.02,0.94,0.05,0.95,0.02,0.86,0.05
0.69,0.71,0.13,0.71,0.26,0.54,0.34,0.43,0.34,0.29,0.26,0.98,0.02,0.95,0.04,0.95,0.02,0.89,0.04
0.7,0.72,0.12,0.73,0.24,0.58,0.31,0.46,0.31,0.34,0.24,0.99,0.01,0.96,0.03,0.97,0.01,0.92,0.03
0.7,0.73,0.11,0.75,0.22,0.59,0.3,0.47,0.3,0.36,0.22,0.99,0.01,0.98,0.02,0.97,0.01,0.95,0.02
0.69,0.77,0.1,0.78,0.19,0.63,0.25,0.55,0.25,0.4,0.19,0.98,0.02,0.99,0.01,0.94,0.02,0.98,0.01
0.7,0.79,0.09,0.79,0.19,0.69,0.21,0.59,0.21,0.42,0.19,0.96,0.03,0.98,0.02,0.9,0.03,0.95,0.02
0.68,0.82,0.07,0.83,0.14,0.74,0.17,0.67,0.17,0.54,0.14,0.94,0.05,0.96,0.03,0.86,0.05,0.93,0.03
0.68,0.85,0.06,0.85,0.12,0.77,0.15,0.72,0.15,0.59,0.12,0.93,0.05,0.95,0.03,0.84,0.05,0.9,0.03
0.68,0.85,0.06,0.87,0.11,0.76,0.15,0.7,0.15,0.61,0.11,0.94,0.05,0.93,0.05,0.86,0.05,0.87,0.05
0.69,0.85,0.06,0.87,0.11,0.76,0.15,0.71,0.15,0.59,0.11,0.93,0.05,0.95,0.04,0.85,0.05,0.89,0.04
0.68,0.84,0.07,0.84,0.13,0.77,0.15,0.7,0.15,0.59,0.13,0.93,0.05,0.94,0.04,0.85,0.05,0.9,0.04
0.68,0.81,0.08,0.83,0.13,0.73,0.19,0.61,0.19,0.61,0.13,0.97,0.02,0.91,0.06,0.93,0.02,0.85,0.06
0.69,0.79,0.09,0.82,0.14,0.71,0.21,0.57,0.21,0.59,0.14,0.98,0.01,0.92,0.05,0.96,0.01,0.86,0.05
0.69,0.78,0.09,0.79,0.18,0.65,0.24,0.55,0.24,0.47,0.18,0.98,0.01,0.96,0.02,0.95,0.01,0.93,0.02
0.68,0.78,0.09,0.79,0.18,0.65,0.24,0.56,0.24,0.47,0.18,0.97,0.02,0.97,0.02,0.94,0.02,0.94,0.02
0.68,0.8,0.08,0.81,0.16,0.7,0.21,0.61,0.21,0.51,0.16,0.96,0.03,0.96,0.03,0.9,0.03,0.93,0.03
0.68,0.82,0.08,0.82,0.15,0.72,0.18,0.66,0.18,0.51,0.15,0.94,0.04,0.97,0.02,0.87,0.04,0.95,0.02
0.68,0.81,0.08,0.82,0.15,0.72,0.19,0.65,0.19,0.53,0.15,0.94,0.04,0.96,0.03,0.88,0.04,0.92,0.03
0.68,0.82,0.07,0.83,0.15,0.73,0.18,0.66,0.18,0.54,0.15,0.94,0.04,0.95,0.03,0.87,0.04,0.92,0.03
0.68,0.82,0.07,0.83,0.14,0.74,0.17,0.66,0.17,0.57,0.14,0.94,0.04,0.95,0.04,0.86,0.04,0.9,0.04
0.68,0.81,0.08,0.82,0.15,0.73,0.18,0.65,0.18,0.55,0.15,0.95,0.04,0.95,0.04,0.88,0.04,0.9,0.04
0.68,0.81,0.08,0.82,0.15,0.72,0.19,0.64,0.19,0.55,0.15,0.95,0.04,0.94,0.04,0.88,0.04,0.9,0.04
0.68,0.83,0.07,0.83,0.14,0.73,0.18,0.66,0.18,0.55,0.14,0.94,0.04,0.95,0.03,0.87,0.04,0.91,0.03
0.68,0.82,0.07,0.83,0.14,0.73,0.18,0.66,0.18,0.54,0.14,0.94,0.04,0.96,0.03,0.87,0.04,0.92,0.03
0.68,0.81,0.08,0.82,0.15,0.72,0.19,0.64,0.19,0.54,0.15,0.95,0.04,0.95,0.03,0.88,0.04,0.92,0.03
0.68,0.82,0.08,0.83,0.14,0.73,0.18,0.65,0.18,0.55,0.14,0.95,0.04,0.95,0.03,0.88,0.04,0.91,0.03
0.68,0.83,0.07,0.85,0.12,0.72,0.18,0.66,0.18,0.61,0.12,0.95,0.03,0.91,0.06,0.89,0.03,0.85,0.06
0.68,0.82,0.07,0.84,0.13,0.71,0.19,0.63,0.19,0.59,0.13,0.96,0.03,0.92,0.05,0.91,0.03,0.86,0.05
0.69,0.82,0.07,0.84,0.13,0.75,0.17,0.64,0.17,0.61,0.13,0.96,0.03,0.92,0.05,0.89,0.03,0.87,0.05
0.69,0.83,0.07,0.85,0.13,0.74,0.17,0.65,0.17,0.6,0.13,0.95,0.03,0.93,0.05,0.89,0.03,0.87,0.05
0.68,0.82,0.08,0.83,0.14,0.72,0.19,0.63,0.19,0.57,0.14,0.96,0.03,0.93,0.05,0.9,0.03,0.88,0.05
0.69,0.81,0.08,0.81,0.16,0.72,0.19,0.63,0.19,0.51,0.16,0.95,0.04,0.97,0.02,0.88,0.04,0.95,0.02
0.69,0.81,0.08,0.81,0.16,0.72,0.19,0.64,0.19,0.47,0.16,0.95,0.04,1.0,0.0,0.87,0.04,1.0,0.0
0.69,0.81,0.08,0.81,0.17,0.7,0.2,0.63,0.2,0.44,0.17,0.95,0.04,0.99,0.0,0.88,0.04,0.99,0.0
0.69,0.8,0.08,0.81,0.16,0.69,0.21,0.61,0.21,0.5,0.16,0.96,0.03,0.97,0.02,0.9,0.03,0.93,0.02
0.69,0.81,0.08,0.82,0.15,0.69,0.21,0.6,0.21,0.53,0.15,0.96,0.03,0.95,0.04,0.92,0.03,0.9,0.04
0.68,0.81,0.08,0.83,0.14,0.7,0.2,0.61,0.2,0.54,0.14,0.96,0.03,0.94,0.04,0.91,0.03,0.89,0.04
0.68,0.81,0.08,0.83,0.14,0.7,0.2,0.61,0.2,0.56,0.14,0.96,0.03,0.93,0.05,0.92,0.03,0.87,0.05
0.69,0.82,0.08,0.84,0.13,0.73,0.19,0.63,0.19,0.59,0.13,0.96,0.03,0.92,0.05,0.91,0.03,0.87,0.05
0.69,0.83,0.07,0.86,0.11,0.76,0.17,0.65,0.17,0.65,0.11,0.96,0.03,0.91,0.06,0.9,0.03,0.84,0.06
0.69,0.84,0.07,0.86,0.11,0.76,0.16,0.67,0.16,0.63,0.11,0.95,0.04,0.92,0.06,0.88,0.04,0.85,0.06
0.69,0.84,0.07,0.86,0.11,0.77,0.16,0.67,0.16,0.64,0.11,0.95,0.04,0.91,0.06,0.88,0.04,0.85,0.06
0.69,0.83,0.07,0.86,0.11,0.74,0.18,0.63,0.18,0.66,0.11,0.97,0.02,0.89,0.07,0.92,0.02,0.82,0.07
0.69,0.81,0.08,0.84,0.13,0.73,0.19,0.61,0.19,0.59,0.13,0.97,0.02,0.92,0.05,0.92,0.02,0.86,0.05
0.69,0.82,0.08,0.84,0.13,0.69,0.21,0.62,0.21,0.56,0.13,0.97,0.02,0.93,0.05,0.92,0.02,0.87,0.05
0.69,0.81,0.08,0.82,0.15,0.68,0.21,0.6,0.21,0.5,0.15,0.97,0.03,0.96,0.03,0.92,0.03,0.92,0.03
