ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.42,0.03,0.26,0.01,0.31,0.58,0.42,0.03,0.42,0.68,0.31,0.76,0.1,0.86,0.06,0.84,0.1,0.9,0.06
0.42,0.03,0.27,0.01,0.33,0.58,0.42,0.04,0.42,0.67,0.33,0.56,0.19,0.85,0.07,0.74,0.19,0.89,0.07
0.42,0.05,0.28,0.02,0.35,0.56,0.43,0.05,0.43,0.65,0.35,0.74,0.12,0.85,0.07,0.83,0.12,0.89,0.07
0.43,0.05,0.29,0.02,0.39,0.55,0.44,0.07,0.44,0.6,0.39,0.6,0.19,0.82,0.08,0.74,0.19,0.87,0.08
0.44,0.07,0.29,0.04,0.41,0.55,0.43,0.08,0.43,0.58,0.41,0.82,0.09,0.81,0.09,0.85,0.09,0.85,0.09
0.45,0.16,0.27,0.12,0.39,0.54,0.43,0.11,0.43,0.58,0.39,0.8,0.12,0.82,0.09,0.77,0.12,0.86,0.09
0.45,0.29,0.23,0.2,0.37,0.57,0.37,0.25,0.37,0.59,0.37,0.9,0.06,0.79,0.1,0.88,0.06,0.84,0.1
0.47,0.41,0.19,0.33,0.32,0.59,0.35,0.3,0.35,0.61,0.32,0.8,0.13,0.8,0.1,0.74,0.13,0.84,0.1
0.5,0.6,0.14,0.54,0.24,0.63,0.3,0.41,0.3,0.66,0.24,0.76,0.17,0.81,0.09,0.65,0.17,0.84,0.09
0.53,0.7,0.1,0.66,0.2,0.65,0.26,0.5,0.26,0.68,0.2,0.77,0.16,0.82,0.1,0.64,0.16,0.83,0.1
0.54,0.78,0.08,0.75,0.15,0.68,0.23,0.57,0.23,0.72,0.15,0.77,0.16,0.83,0.09,0.65,0.16,0.84,0.09
0.54,0.89,0.04,0.83,0.11,0.83,0.1,0.82,0.1,0.78,0.11,0.84,0.1,0.77,0.12,0.77,0.1,0.79,0.12
0.56,0.94,0.02,0.88,0.08,0.9,0.05,0.91,0.05,0.8,0.08,0.86,0.09,0.76,0.14,0.79,0.09,0.76,0.14
0.59,1.0,0.0,0.97,0.02,0.97,0.01,0.97,0.01,0.94,0.02,0.85,0.1,0.81,0.11,0.76,0.1,0.78,0.11
0.61,0.95,0.02,0.97,0.02,0.88,0.06,0.91,0.06,0.91,0.02,0.87,0.08,0.82,0.11,0.8,0.08,0.77,0.11
0.62,0.93,0.03,0.95,0.04,0.75,0.12,0.82,0.12,0.84,0.04,0.9,0.07,0.8,0.13,0.84,0.07,0.73,0.13
0.63,0.9,0.05,0.92,0.07,0.61,0.18,0.75,0.18,0.7,0.07,0.92,0.05,0.8,0.13,0.87,0.05,0.72,0.13
0.64,0.87,0.06,0.88,0.11,0.52,0.23,0.69,0.23,0.51,0.11,0.93,0.04,0.86,0.09,0.89,0.04,0.77,0.09
0.65,0.85,0.07,0.85,0.14,0.45,0.27,0.65,0.27,0.34,0.14,0.94,0.04,0.95,0.03,0.9,0.04,0.9,0.03
0.65,0.84,0.08,0.84,0.16,0.4,0.3,0.62,0.3,0.25,0.16,0.95,0.03,0.99,0.01,0.92,0.03,0.98,0.01
0.66,0.82,0.08,0.83,0.16,0.37,0.33,0.59,0.33,0.23,0.16,0.97,0.02,0.99,0.01,0.95,0.02,0.97,0.01
0.66,0.81,0.09,0.82,0.17,0.32,0.37,0.55,0.37,0.22,0.17,0.99,0.01,0.97,0.02,0.98,0.01,0.94,0.02
0.66,0.8,0.09,0.82,0.17,0.3,0.39,0.54,0.39,0.21,0.17,1.0,0.0,0.98,0.01,1.0,0.0,0.95,0.01
0.66,0.79,0.1,0.81,0.18,0.26,0.42,0.51,0.42,0.18,0.18,0.99,0.01,0.97,0.02,0.98,0.01,0.94,0.02
0.67,0.79,0.1,0.8,0.19,0.25,0.43,0.5,0.43,0.17,0.19,0.98,0.01,1.0,0.0,0.97,0.01,0.99,0.0
0.67,0.78,0.11,0.79,0.2,0.23,0.45,0.48,0.45,0.15,0.2,0.97,0.02,0.99,0.0,0.95,0.02,0.99,0.0
0.67,0.77,0.11,0.79,0.2,0.22,0.47,0.46,0.47,0.13,0.2,0.96,0.03,0.97,0.02,0.92,0.03,0.93,0.02
0.67,0.76,0.12,0.78,0.21,0.22,0.48,0.45,0.48,0.12,0.21,0.96,0.03,0.96,0.03,0.92,0.03,0.9,0.03
0.67,0.75,0.12,0.76,0.23,0.23,0.47,0.45,0.47,0.12,0.23,0.97,0.02,0.93,0.05,0.94,0.02,0.84,0.05
0.67,0.75,0.12,0.76,0.24,0.24,0.47,0.44,0.47,0.11,0.24,0.97,0.02,0.92,0.06,0.93,0.02,0.8,0.06
0.67,0.75,0.12,0.76,0.23,0.25,0.47,0.44,0.47,0.15,0.23,0.96,0.03,0.98,0.01,0.93,0.03,0.95,0.01
0.67,0.74,0.12,0.75,0.24,0.26,0.48,0.43,0.48,0.15,0.24,0.95,0.03,0.97,0.02,0.91,0.03,0.93,0.02
0.67,0.73,0.13,0.74,0.25,0.27,0.48,0.42,0.48,0.14,0.25,0.95,0.03,0.94,0.04,0.91,0.03,0.87,0.04
0.68,0.72,0.13,0.74,0.25,0.27,0.49,0.4,0.49,0.14,0.25,0.94,0.04,0.95,0.04,0.89,0.04,0.88,0.04
0.68,0.72,0.13,0.75,0.24,0.27,0.49,0.4,0.49,0.18,0.24,0.94,0.04,0.99,0.0,0.88,0.04,0.99,0.0
0.68,0.72,0.13,0.73,0.25,0.29,0.49,0.4,0.49,0.17,0.25,0.94,0.04,0.98,0.02,0.88,0.04,0.95,0.02
0.68,0.71,0.14,0.72,0.26,0.3,0.48,0.39,0.48,0.17,0.26,0.94,0.04,0.95,0.03,0.88,0.04,0.9,0.03
0.68,0.71,0.14,0.72,0.27,0.31,0.48,0.39,0.48,0.17,0.27,0.94,0.04,0.94,0.04,0.88,0.04,0.88,0.04
0.68,0.71,0.14,0.72,0.27,0.32,0.47,0.39,0.47,0.18,0.27,0.95,0.04,0.96,0.03,0.89,0.04,0.91,0.03
0.69,0.71,0.14,0.72,0.27,0.36,0.45,0.39,0.45,0.18,0.27,0.95,0.04,0.93,0.05,0.89,0.04,0.84,0.05
0.69,0.7,0.14,0.71,0.27,0.38,0.45,0.39,0.45,0.18,0.27,0.95,0.04,0.92,0.06,0.89,0.04,0.81,0.06
0.69,0.71,0.13,0.72,0.26,0.39,0.44,0.39,0.44,0.22,0.26,0.95,0.04,0.95,0.03,0.88,0.04,0.89,0.03
0.69,0.7,0.14,0.71,0.26,0.39,0.45,0.38,0.45,0.23,0.26,0.94,0.04,0.98,0.02,0.87,0.04,0.95,0.02
0.68,0.7,0.14,0.71,0.26,0.41,0.43,0.39,0.43,0.25,0.26,0.95,0.04,0.98,0.02,0.88,0.04,0.95,0.02
0.68,0.69,0.14,0.71,0.27,0.43,0.42,0.39,0.42,0.26,0.27,0.95,0.04,0.98,0.02,0.89,0.04,0.95,0.02
0.68,0.69,0.14,0.7,0.27,0.44,0.41,0.38,0.41,0.27,0.27,0.95,0.04,0.97,0.02,0.89,0.04,0.95,0.02
0.68,0.69,0.14,0.71,0.26,0.46,0.41,0.38,0.41,0.3,0.26,0.95,0.04,0.99,0.01,0.88,0.04,0.99,0.01
0.69,0.69,0.14,0.7,0.27,0.49,0.38,0.39,0.38,0.3,0.27,0.95,0.03,0.98,0.01,0.89,0.03,0.96,0.01
0.69,0.69,0.13,0.7,0.26,0.52,0.36,0.4,0.36,0.32,0.26,0.96,0.03,0.98,0.02,0.91,0.03,0.96,0.02
0.69,0.69,0.13,0.7,0.26,0.54,0.35,0.4,0.35,0.33,0.26,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01
