ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.55,0.93,0.04,0.88,0.12,0.29,0.15,0.84,0.15,0.27,0.12,0.82,0.11,0.78,0.12,0.76,0.11,0.78,0.12
0.65,0.9,0.05,0.9,0.09,0.72,0.13,0.8,0.13,0.56,0.09,0.9,0.07,0.94,0.04,0.82,0.07,0.89,0.04
0.67,0.67,0.14,0.67,0.27,0.55,0.35,0.4,0.35,0.39,0.27,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02
0.66,0.6,0.17,0.59,0.34,0.53,0.38,0.32,0.38,0.32,0.34,0.95,0.03,0.97,0.02,0.88,0.03,0.96,0.02
0.67,0.61,0.17,0.58,0.37,0.51,0.4,0.33,0.4,0.23,0.37,0.96,0.03,0.89,0.08,0.91,0.03,0.8,0.08
0.68,0.64,0.16,0.63,0.33,0.48,0.41,0.34,0.41,0.24,0.33,0.95,0.04,0.91,0.06,0.88,0.04,0.83,0.06
0.69,0.67,0.15,0.67,0.3,0.47,0.4,0.38,0.4,0.23,0.3,0.96,0.03,0.91,0.06,0.9,0.03,0.82,0.06
0.69,0.72,0.12,0.73,0.24,0.48,0.37,0.43,0.37,0.28,0.24,0.97,0.02,0.96,0.03,0.93,0.02,0.92,0.03
0.69,0.76,0.11,0.77,0.21,0.53,0.32,0.5,0.32,0.31,0.21,1.0,0.0,0.97,0.02,0.99,0.0,0.94,0.02
0.69,0.78,0.1,0.79,0.18,0.59,0.28,0.53,0.28,0.41,0.18,0.99,0.01,0.98,0.01,0.98,0.01,0.96,0.01
0.69,0.81,0.08,0.82,0.16,0.67,0.22,0.61,0.22,0.46,0.16,0.96,0.03,0.98,0.01,0.91,0.03,0.97,0.01
0.68,0.84,0.07,0.85,0.12,0.72,0.18,0.67,0.18,0.57,0.12,0.94,0.04,0.94,0.04,0.88,0.04,0.88,0.04
0.68,0.84,0.07,0.86,0.11,0.73,0.18,0.67,0.18,0.59,0.11,0.95,0.04,0.93,0.05,0.88,0.04,0.86,0.05
