ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.59,0.69,0.15,0.59,0.4,0.11,0.5,0.46,0.5,0.05,0.4,0.93,0.05,0.89,0.07,0.89,0.05,0.85,0.07,0.53,0.45
0.64,0.66,0.16,0.63,0.35,0.29,0.49,0.39,0.49,0.16,0.35,0.98,0.01,0.93,0.05,0.97,0.01,0.88,0.05,0.51,0.42
0.66,0.7,0.14,0.7,0.26,0.43,0.41,0.41,0.41,0.34,0.26,0.97,0.02,0.93,0.05,0.93,0.02,0.89,0.05,0.55,0.33
0.68,0.78,0.1,0.79,0.19,0.53,0.3,0.54,0.3,0.37,0.19,0.99,0.01,0.98,0.01,0.97,0.01,0.96,0.01,0.67,0.24
0.68,0.81,0.08,0.85,0.13,0.61,0.26,0.57,0.26,0.57,0.13,0.99,0.01,0.88,0.08,0.97,0.01,0.79,0.08,0.71,0.2
0.68,0.82,0.08,0.86,0.11,0.66,0.23,0.59,0.23,0.63,0.11,0.98,0.01,0.87,0.09,0.97,0.01,0.78,0.09,0.72,0.17
0.68,0.82,0.08,0.87,0.1,0.64,0.24,0.57,0.24,0.65,0.1,1.0,0.0,0.85,0.1,1.0,0.0,0.75,0.1,0.72,0.17
0.69,0.82,0.08,0.88,0.1,0.64,0.25,0.56,0.25,0.67,0.1,0.99,0.01,0.84,0.11,0.98,0.01,0.74,0.11,0.72,0.17
0.69,0.82,0.07,0.88,0.09,0.68,0.22,0.58,0.22,0.69,0.09,1.0,0.0,0.85,0.1,0.99,0.0,0.76,0.1,0.73,0.15
0.68,0.83,0.07,0.88,0.09,0.69,0.21,0.59,0.21,0.69,0.09,0.99,0.01,0.85,0.1,0.98,0.01,0.76,0.1,0.73,0.15
0.68,0.84,0.06,0.9,0.08,0.72,0.19,0.63,0.19,0.73,0.08,0.98,0.02,0.85,0.1,0.95,0.02,0.76,0.1,0.77,0.14
0.68,0.86,0.06,0.9,0.08,0.73,0.17,0.67,0.17,0.71,0.08,0.96,0.03,0.87,0.09,0.91,0.03,0.78,0.09,0.79,0.12
0.68,0.86,0.06,0.89,0.09,0.72,0.17,0.69,0.17,0.66,0.09,0.95,0.04,0.89,0.08,0.89,0.04,0.8,0.08,0.79,0.13
0.68,0.87,0.05,0.91,0.07,0.75,0.15,0.71,0.15,0.73,0.07,0.95,0.04,0.87,0.09,0.88,0.04,0.77,0.09,0.81,0.11
0.68,0.86,0.06,0.89,0.09,0.74,0.16,0.7,0.16,0.66,0.09,0.94,0.04,0.9,0.07,0.88,0.04,0.82,0.07,0.79,0.12
0.69,0.86,0.06,0.88,0.1,0.74,0.16,0.71,0.16,0.59,0.1,0.94,0.05,0.93,0.05,0.86,0.05,0.87,0.05,0.79,0.13
0.68,0.87,0.05,0.91,0.07,0.77,0.15,0.72,0.15,0.74,0.07,0.94,0.04,0.87,0.09,0.88,0.04,0.78,0.09,0.81,0.11
0.68,0.87,0.05,0.92,0.06,0.75,0.16,0.7,0.16,0.77,0.06,0.95,0.03,0.85,0.1,0.89,0.03,0.75,0.1,0.81,0.11
0.68,0.87,0.05,0.91,0.07,0.75,0.16,0.71,0.16,0.72,0.07,0.95,0.04,0.87,0.09,0.88,0.04,0.78,0.09,0.81,0.12
0.68,0.88,0.05,0.92,0.06,0.78,0.14,0.72,0.14,0.77,0.06,0.94,0.04,0.86,0.1,0.88,0.04,0.77,0.1,0.82,0.1
0.68,0.87,0.05,0.91,0.07,0.75,0.16,0.7,0.16,0.73,0.07,0.95,0.04,0.86,0.09,0.89,0.04,0.77,0.09,0.8,0.12
0.68,0.87,0.05,0.9,0.09,0.77,0.14,0.74,0.14,0.68,0.09,0.93,0.05,0.9,0.07,0.85,0.05,0.82,0.07,0.82,0.12
0.68,0.87,0.06,0.89,0.09,0.76,0.15,0.73,0.15,0.63,0.09,0.93,0.05,0.92,0.06,0.85,0.05,0.85,0.06,0.81,0.12
0.68,0.86,0.06,0.87,0.11,0.75,0.15,0.72,0.15,0.59,0.11,0.93,0.05,0.94,0.04,0.85,0.05,0.89,0.04,0.79,0.13
0.68,0.86,0.06,0.88,0.1,0.76,0.15,0.72,0.15,0.61,0.1,0.93,0.05,0.93,0.05,0.85,0.05,0.87,0.05,0.8,0.12
0.68,0.87,0.06,0.88,0.1,0.78,0.14,0.74,0.14,0.64,0.1,0.93,0.05,0.93,0.05,0.84,0.05,0.86,0.05,0.81,0.12
0.68,0.86,0.06,0.89,0.09,0.78,0.14,0.73,0.14,0.66,0.09,0.93,0.05,0.91,0.06,0.85,0.05,0.84,0.06,0.81,0.12
0.68,0.85,0.06,0.86,0.12,0.76,0.15,0.72,0.15,0.57,0.12,0.93,0.05,0.95,0.03,0.84,0.05,0.9,0.03,0.79,0.14
0.68,0.84,0.07,0.85,0.12,0.73,0.17,0.68,0.17,0.58,0.12,0.94,0.04,0.93,0.04,0.87,0.04,0.88,0.04,0.77,0.15
0.68,0.83,0.07,0.86,0.12,0.71,0.19,0.63,0.19,0.62,0.12,0.96,0.03,0.9,0.07,0.92,0.03,0.83,0.07,0.74,0.15
0.68,0.82,0.07,0.85,0.12,0.7,0.2,0.62,0.2,0.6,0.12,0.97,0.02,0.9,0.07,0.92,0.02,0.83,0.07,0.73,0.16
0.68,0.83,0.07,0.86,0.11,0.72,0.19,0.65,0.19,0.62,0.11,0.96,0.03,0.9,0.07,0.9,0.03,0.83,0.07,0.76,0.15
0.68,0.83,0.07,0.86,0.12,0.7,0.2,0.64,0.2,0.61,0.12,0.96,0.03,0.9,0.07,0.91,0.03,0.83,0.07,0.75,0.16
0.68,0.84,0.07,0.86,0.11,0.77,0.16,0.68,0.16,0.65,0.11,0.94,0.04,0.91,0.06,0.87,0.04,0.85,0.06,0.77,0.14
0.68,0.83,0.07,0.84,0.13,0.76,0.16,0.67,0.16,0.61,0.13,0.94,0.04,0.93,0.05,0.87,0.04,0.87,0.05,0.76,0.15
0.68,0.82,0.07,0.83,0.13,0.78,0.15,0.67,0.15,0.6,0.13,0.94,0.04,0.94,0.04,0.86,0.04,0.9,0.04,0.75,0.14
0.68,0.83,0.07,0.84,0.13,0.77,0.16,0.68,0.16,0.58,0.13,0.94,0.05,0.95,0.04,0.86,0.05,0.9,0.04,0.76,0.15
0.69,0.83,0.07,0.84,0.13,0.76,0.16,0.67,0.16,0.57,0.13,0.94,0.04,0.95,0.03,0.87,0.04,0.91,0.03,0.76,0.15
0.68,0.83,0.07,0.85,0.13,0.72,0.18,0.66,0.18,0.58,0.13,0.95,0.04,0.93,0.05,0.88,0.04,0.88,0.05,0.76,0.15
0.68,0.83,0.07,0.85,0.12,0.73,0.18,0.66,0.18,0.58,0.12,0.95,0.04,0.93,0.04,0.88,0.04,0.88,0.04,0.76,0.15
0.69,0.84,0.07,0.86,0.12,0.72,0.18,0.66,0.18,0.6,0.12,0.95,0.04,0.92,0.05,0.89,0.04,0.86,0.05,0.76,0.15
0.68,0.84,0.07,0.85,0.12,0.75,0.16,0.68,0.16,0.58,0.12,0.94,0.04,0.94,0.04,0.86,0.04,0.89,0.04,0.77,0.14
0.69,0.85,0.06,0.86,0.11,0.74,0.17,0.69,0.17,0.59,0.11,0.94,0.04,0.93,0.05,0.87,0.04,0.87,0.05,0.77,0.14
0.69,0.86,0.06,0.88,0.1,0.73,0.16,0.7,0.16,0.61,0.1,0.94,0.04,0.92,0.05,0.87,0.04,0.85,0.05,0.79,0.13
0.69,0.86,0.06,0.87,0.11,0.77,0.14,0.72,0.14,0.57,0.11,0.93,0.05,0.96,0.03,0.84,0.05,0.91,0.03,0.79,0.12
0.69,0.87,0.05,0.89,0.09,0.8,0.12,0.76,0.12,0.63,0.09,0.92,0.06,0.94,0.04,0.83,0.06,0.88,0.04,0.82,0.1
0.69,0.88,0.05,0.9,0.08,0.8,0.12,0.76,0.12,0.67,0.08,0.93,0.05,0.92,0.06,0.84,0.05,0.84,0.06,0.83,0.1
0.69,0.87,0.05,0.9,0.08,0.78,0.14,0.74,0.14,0.67,0.08,0.93,0.05,0.91,0.06,0.85,0.05,0.83,0.06,0.82,0.11
0.69,0.87,0.05,0.91,0.07,0.77,0.14,0.72,0.14,0.72,0.07,0.94,0.04,0.88,0.08,0.87,0.04,0.79,0.08,0.81,0.11
0.68,0.86,0.05,0.89,0.09,0.8,0.13,0.73,0.13,0.7,0.09,0.93,0.05,0.9,0.07,0.85,0.05,0.83,0.07,0.81,0.11
