ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.49,0.04,0.41,0.02,0.77,0.28,0.7,0.03,0.7,0.21,0.77,0.86,0.09,0.68,0.18,0.81,0.09,0.71,0.18,0.03,0.73
0.54,0.38,0.28,0.27,0.67,0.27,0.62,0.2,0.62,0.12,0.67,0.77,0.17,0.58,0.3,0.62,0.17,0.49,0.3,0.24,0.65
0.61,0.8,0.09,0.72,0.26,0.48,0.3,0.59,0.3,0.25,0.26,0.8,0.14,0.67,0.25,0.67,0.14,0.5,0.25,0.66,0.28
0.66,0.93,0.03,0.84,0.13,0.91,0.06,0.87,0.06,0.62,0.13,0.89,0.08,0.74,0.19,0.76,0.08,0.6,0.19,0.85,0.1
0.69,0.95,0.02,0.96,0.03,0.87,0.08,0.82,0.08,0.88,0.03,0.95,0.04,0.78,0.16,0.88,0.04,0.64,0.16,0.89,0.06
0.7,0.87,0.05,0.92,0.06,0.75,0.16,0.69,0.16,0.74,0.06,0.96,0.03,0.87,0.09,0.91,0.03,0.76,0.09,0.8,0.11
0.69,0.83,0.07,0.84,0.14,0.72,0.18,0.67,0.18,0.51,0.14,0.94,0.04,0.97,0.02,0.87,0.04,0.94,0.02,0.76,0.16
0.7,0.81,0.08,0.83,0.15,0.67,0.22,0.6,0.22,0.49,0.15,0.97,0.02,0.97,0.02,0.93,0.02,0.93,0.02,0.71,0.18
0.69,0.79,0.09,0.81,0.16,0.67,0.23,0.55,0.23,0.52,0.16,0.99,0.01,0.94,0.04,0.97,0.01,0.9,0.04,0.68,0.2
0.69,0.77,0.1,0.8,0.17,0.64,0.26,0.52,0.26,0.5,0.17,1.0,0.0,0.94,0.04,0.99,0.0,0.89,0.04,0.66,0.22
0.69,0.76,0.1,0.78,0.18,0.61,0.28,0.51,0.28,0.44,0.18,1.0,0.0,0.96,0.02,1.0,0.0,0.93,0.02,0.65,0.23
0.69,0.76,0.1,0.77,0.19,0.61,0.28,0.5,0.28,0.43,0.19,1.0,0.0,0.97,0.02,1.0,0.0,0.94,0.02,0.64,0.24
0.68,0.78,0.1,0.79,0.18,0.62,0.26,0.55,0.26,0.44,0.18,0.98,0.01,0.97,0.02,0.96,0.01,0.94,0.02,0.67,0.22
0.68,0.79,0.09,0.8,0.18,0.64,0.24,0.57,0.24,0.44,0.18,0.97,0.02,0.98,0.02,0.93,0.02,0.95,0.02,0.69,0.21
0.68,0.79,0.09,0.79,0.18,0.64,0.24,0.59,0.24,0.43,0.18,0.96,0.03,0.99,0.01,0.92,0.03,0.98,0.01,0.69,0.21
0.69,0.79,0.09,0.79,0.18,0.66,0.23,0.58,0.23,0.43,0.18,0.96,0.03,1.0,0.0,0.91,0.03,0.99,0.0,0.69,0.21
0.69,0.78,0.09,0.8,0.17,0.68,0.23,0.56,0.23,0.5,0.17,0.98,0.02,0.96,0.03,0.94,0.02,0.93,0.03,0.68,0.2
0.69,0.78,0.09,0.81,0.16,0.68,0.23,0.56,0.23,0.52,0.16,0.98,0.01,0.94,0.04,0.95,0.01,0.9,0.04,0.69,0.2
0.69,0.79,0.09,0.8,0.16,0.69,0.22,0.57,0.22,0.5,0.16,0.97,0.02,0.96,0.02,0.94,0.02,0.93,0.02,0.69,0.19
0.69,0.79,0.09,0.81,0.16,0.69,0.21,0.59,0.21,0.49,0.16,0.97,0.02,0.97,0.02,0.92,0.02,0.94,0.02,0.7,0.18
0.69,0.8,0.09,0.8,0.17,0.69,0.21,0.6,0.21,0.47,0.17,0.96,0.03,0.99,0.01,0.91,0.03,0.98,0.01,0.7,0.19
0.69,0.79,0.09,0.8,0.17,0.67,0.22,0.58,0.22,0.46,0.17,0.97,0.02,0.99,0.01,0.92,0.02,0.98,0.01,0.69,0.2
0.69,0.79,0.09,0.8,0.17,0.67,0.22,0.59,0.22,0.45,0.17,0.96,0.03,0.99,0.01,0.92,0.03,0.98,0.01,0.7,0.2
0.69,0.79,0.09,0.8,0.17,0.67,0.23,0.59,0.23,0.46,0.17,0.96,0.03,0.98,0.02,0.92,0.03,0.96,0.02,0.7,0.2
0.68,0.79,0.09,0.8,0.16,0.65,0.24,0.56,0.24,0.5,0.16,0.98,0.01,0.95,0.04,0.95,0.01,0.9,0.04,0.68,0.2
0.69,0.79,0.09,0.81,0.16,0.69,0.22,0.57,0.22,0.53,0.16,0.98,0.02,0.95,0.04,0.95,0.02,0.9,0.04,0.69,0.19
0.69,0.78,0.09,0.8,0.17,0.67,0.23,0.56,0.23,0.51,0.17,0.98,0.02,0.95,0.04,0.95,0.02,0.91,0.04,0.68,0.2
0.69,0.78,0.09,0.8,0.17,0.65,0.24,0.55,0.24,0.49,0.17,0.98,0.01,0.95,0.03,0.96,0.01,0.91,0.03,0.68,0.21
0.68,0.8,0.09,0.8,0.17,0.67,0.22,0.6,0.22,0.48,0.17,0.96,0.03,0.97,0.02,0.91,0.03,0.93,0.02,0.7,0.2
0.68,0.81,0.08,0.82,0.15,0.67,0.21,0.62,0.21,0.5,0.15,0.95,0.03,0.95,0.03,0.9,0.03,0.91,0.03,0.72,0.18
0.68,0.82,0.08,0.82,0.15,0.68,0.21,0.64,0.21,0.49,0.15,0.95,0.04,0.97,0.02,0.89,0.04,0.94,0.02,0.73,0.18
0.68,0.82,0.08,0.83,0.14,0.67,0.21,0.63,0.21,0.51,0.14,0.95,0.03,0.95,0.04,0.9,0.03,0.9,0.04,0.73,0.17
0.68,0.82,0.08,0.82,0.15,0.68,0.21,0.63,0.21,0.5,0.15,0.95,0.04,0.95,0.03,0.89,0.04,0.92,0.03,0.72,0.18
0.68,0.82,0.08,0.82,0.15,0.7,0.2,0.64,0.2,0.52,0.15,0.95,0.04,0.96,0.03,0.88,0.04,0.92,0.03,0.73,0.17
0.68,0.82,0.08,0.83,0.14,0.71,0.19,0.65,0.19,0.52,0.14,0.95,0.04,0.96,0.03,0.88,0.04,0.92,0.03,0.74,0.17
0.69,0.81,0.08,0.82,0.15,0.72,0.19,0.64,0.19,0.52,0.15,0.95,0.04,0.96,0.02,0.89,0.04,0.93,0.02,0.73,0.17
0.69,0.81,0.08,0.82,0.15,0.71,0.2,0.63,0.2,0.52,0.15,0.96,0.03,0.96,0.03,0.9,0.03,0.92,0.03,0.72,0.17
0.69,0.82,0.08,0.83,0.15,0.71,0.19,0.64,0.19,0.52,0.15,0.95,0.04,0.96,0.03,0.89,0.04,0.92,0.03,0.73,0.17
0.69,0.82,0.07,0.84,0.14,0.72,0.19,0.65,0.19,0.54,0.14,0.95,0.04,0.95,0.03,0.89,0.04,0.91,0.03,0.74,0.17
0.69,0.83,0.07,0.84,0.13,0.72,0.18,0.66,0.18,0.54,0.13,0.95,0.04,0.95,0.03,0.88,0.04,0.91,0.03,0.75,0.15
0.69,0.82,0.08,0.83,0.14,0.71,0.19,0.64,0.19,0.52,0.14,0.95,0.04,0.96,0.03,0.89,0.04,0.92,0.03,0.73,0.17
0.68,0.82,0.08,0.83,0.15,0.71,0.19,0.65,0.19,0.52,0.15,0.95,0.04,0.96,0.02,0.88,0.04,0.93,0.02,0.74,0.17
0.69,0.81,0.08,0.83,0.14,0.7,0.2,0.62,0.2,0.52,0.14,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03,0.72,0.17
0.69,0.81,0.08,0.83,0.14,0.69,0.21,0.62,0.21,0.53,0.14,0.96,0.03,0.95,0.04,0.91,0.03,0.9,0.04,0.72,0.17
0.69,0.81,0.08,0.82,0.15,0.68,0.21,0.6,0.21,0.52,0.15,0.97,0.02,0.95,0.03,0.92,0.02,0.91,0.03,0.71,0.18
0.69,0.8,0.08,0.82,0.15,0.69,0.22,0.59,0.22,0.54,0.15,0.97,0.02,0.94,0.04,0.94,0.02,0.89,0.04,0.7,0.18
0.69,0.8,0.08,0.82,0.15,0.68,0.22,0.58,0.22,0.53,0.15,0.98,0.02,0.94,0.04,0.94,0.02,0.89,0.04,0.7,0.18
0.69,0.82,0.08,0.83,0.14,0.7,0.2,0.62,0.2,0.52,0.14,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03,0.72,0.17
0.69,0.81,0.08,0.83,0.14,0.68,0.21,0.6,0.21,0.53,0.14,0.97,0.02,0.94,0.04,0.93,0.02,0.89,0.04,0.71,0.17
0.69,0.81,0.08,0.83,0.14,0.7,0.2,0.62,0.2,0.55,0.14,0.96,0.03,0.93,0.04,0.91,0.03,0.88,0.04,0.72,0.17
