ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.65,0.76,0.11,0.74,0.23,0.43,0.35,0.53,0.35,0.28,0.23,0.97,0.02,1.0,0.0,0.95,0.02,1.0,0.0,0.64,0.29
0.61,0.51,0.16,0.5,0.3,0.78,0.2,0.32,0.2,0.57,0.3,1.0,0.0,0.95,0.03,0.99,0.0,0.94,0.03,0.41,0.25
0.63,0.53,0.17,0.52,0.32,0.72,0.25,0.3,0.25,0.52,0.32,0.97,0.02,0.96,0.02,0.91,0.02,0.95,0.02,0.41,0.29
0.67,0.62,0.16,0.6,0.34,0.54,0.37,0.34,0.37,0.3,0.34,0.97,0.03,0.94,0.04,0.91,0.03,0.91,0.04,0.47,0.35
0.68,0.66,0.15,0.66,0.29,0.54,0.37,0.37,0.37,0.31,0.29,0.96,0.03,0.96,0.03,0.89,0.03,0.93,0.03,0.52,0.33
0.68,0.7,0.13,0.68,0.28,0.56,0.33,0.43,0.33,0.3,0.28,0.99,0.01,0.94,0.04,0.98,0.01,0.88,0.04,0.56,0.31
0.69,0.73,0.12,0.73,0.24,0.54,0.33,0.45,0.33,0.29,0.24,0.99,0.01,0.95,0.04,0.97,0.01,0.89,0.04,0.59,0.29
0.69,0.75,0.11,0.75,0.23,0.56,0.3,0.5,0.3,0.31,0.23,0.99,0.01,0.95,0.03,0.98,0.01,0.9,0.03,0.62,0.27
0.69,0.76,0.1,0.76,0.21,0.6,0.27,0.53,0.27,0.33,0.21,0.98,0.01,0.95,0.04,0.95,0.01,0.89,0.04,0.65,0.24
0.7,0.77,0.1,0.77,0.21,0.63,0.26,0.54,0.26,0.36,0.21,0.98,0.01,0.96,0.03,0.95,0.01,0.92,0.03,0.66,0.23
0.7,0.79,0.09,0.79,0.18,0.68,0.22,0.59,0.22,0.42,0.18,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01,0.69,0.2
