ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.57,0.59,0.21,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.93,0.04,0.0,1.0,0.9,0.04,0.0,1.0
0.6,0.59,0.2,0.48,0.51,0.17,0.56,0.37,0.56,0.03,0.51,0.95,0.03,0.65,0.29,0.92,0.03,0.38,0.29
0.62,0.65,0.16,0.58,0.38,0.36,0.44,0.42,0.44,0.21,0.38,0.98,0.01,0.94,0.03,0.96,0.01,0.92,0.03
0.63,0.72,0.12,0.68,0.27,0.5,0.33,0.51,0.33,0.35,0.27,0.97,0.02,0.98,0.01,0.94,0.02,0.97,0.01
0.64,0.76,0.11,0.74,0.22,0.49,0.32,0.53,0.32,0.38,0.22,0.98,0.01,0.94,0.04,0.96,0.01,0.92,0.04
0.65,0.77,0.1,0.77,0.21,0.45,0.34,0.53,0.34,0.37,0.21,0.99,0.0,0.93,0.04,0.99,0.0,0.89,0.04
0.66,0.78,0.1,0.76,0.21,0.52,0.3,0.56,0.3,0.36,0.21,0.97,0.02,0.99,0.01,0.94,0.02,0.98,0.01
0.66,0.78,0.1,0.77,0.2,0.54,0.29,0.55,0.29,0.4,0.2,0.98,0.01,0.97,0.02,0.96,0.01,0.95,0.02
0.67,0.79,0.09,0.79,0.19,0.57,0.28,0.56,0.28,0.41,0.19,0.98,0.01,0.98,0.02,0.96,0.01,0.96,0.02
0.67,0.79,0.09,0.79,0.18,0.56,0.28,0.56,0.28,0.42,0.18,0.98,0.01,0.97,0.02,0.96,0.01,0.94,0.02
0.67,0.8,0.09,0.8,0.17,0.56,0.28,0.57,0.28,0.43,0.17,0.98,0.01,0.95,0.03,0.96,0.01,0.91,0.03
0.68,0.8,0.09,0.79,0.18,0.65,0.23,0.61,0.23,0.42,0.18,0.96,0.03,0.99,0.01,0.91,0.03,0.98,0.01
0.68,0.79,0.09,0.78,0.18,0.67,0.22,0.6,0.22,0.45,0.18,0.96,0.03,1.0,0.0,0.91,0.03,1.0,0.0
0.67,0.8,0.08,0.81,0.16,0.69,0.21,0.61,0.21,0.54,0.16,0.96,0.03,0.94,0.04,0.92,0.03,0.91,0.04
0.67,0.82,0.07,0.83,0.14,0.7,0.19,0.65,0.19,0.55,0.14,0.95,0.03,0.94,0.04,0.9,0.03,0.91,0.04
0.67,0.83,0.07,0.83,0.15,0.71,0.18,0.67,0.18,0.51,0.15,0.94,0.04,0.97,0.02,0.88,0.04,0.95,0.02
0.67,0.82,0.07,0.82,0.15,0.69,0.2,0.66,0.2,0.5,0.15,0.95,0.04,0.97,0.02,0.89,0.04,0.95,0.02
0.67,0.82,0.08,0.81,0.16,0.67,0.2,0.65,0.2,0.47,0.16,0.95,0.04,0.99,0.01,0.89,0.04,0.98,0.01
0.67,0.82,0.08,0.81,0.16,0.68,0.2,0.65,0.2,0.49,0.16,0.95,0.04,0.98,0.01,0.89,0.04,0.96,0.01
