ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.57,0.33,0.32,0.22,0.75,0.17,0.7,0.18,0.7,0.04,0.75,0.93,0.05,0.66,0.26,0.89,0.05,0.49,0.26,0.2,0.72
0.62,0.56,0.22,0.48,0.52,0.13,0.64,0.29,0.64,0.01,0.52,0.97,0.02,0.6,0.38,0.94,0.02,0.13,0.38,0.39,0.58
0.64,0.67,0.16,0.61,0.39,0.2,0.53,0.39,0.53,0.01,0.39,0.99,0.01,0.63,0.36,0.97,0.01,0.11,0.36,0.5,0.46
0.65,0.73,0.13,0.69,0.31,0.22,0.47,0.47,0.47,0.01,0.31,1.0,0.0,0.66,0.32,1.0,0.0,0.12,0.32,0.58,0.39
0.66,0.75,0.12,0.71,0.29,0.24,0.44,0.48,0.44,0.01,0.29,0.99,0.0,0.67,0.32,0.99,0.0,0.12,0.32,0.59,0.36
0.66,0.75,0.12,0.71,0.29,0.27,0.42,0.5,0.42,0.01,0.29,0.99,0.01,0.67,0.32,0.97,0.01,0.1,0.32,0.6,0.35
0.67,0.74,0.12,0.71,0.29,0.29,0.42,0.48,0.42,0.02,0.29,0.99,0.0,0.69,0.29,0.99,0.0,0.18,0.29,0.59,0.35
0.67,0.73,0.13,0.7,0.3,0.28,0.45,0.46,0.45,0.04,0.3,0.99,0.01,0.71,0.26,0.98,0.01,0.27,0.26,0.58,0.38
0.67,0.74,0.12,0.71,0.29,0.32,0.42,0.48,0.42,0.05,0.29,1.0,0.0,0.73,0.24,1.0,0.0,0.31,0.24,0.59,0.35
0.67,0.74,0.12,0.71,0.28,0.35,0.4,0.48,0.4,0.06,0.28,1.0,0.0,0.74,0.23,0.99,0.0,0.35,0.23,0.59,0.34
0.67,0.73,0.12,0.7,0.29,0.45,0.36,0.49,0.36,0.15,0.29,0.99,0.01,0.82,0.14,0.97,0.01,0.62,0.14,0.59,0.32
0.67,0.76,0.1,0.75,0.23,0.56,0.29,0.54,0.29,0.34,0.23,0.98,0.01,0.96,0.03,0.95,0.01,0.93,0.03,0.65,0.26
0.68,0.79,0.09,0.77,0.2,0.66,0.23,0.59,0.23,0.42,0.2,0.96,0.03,0.98,0.01,0.91,0.03,0.97,0.01,0.68,0.22
0.68,0.82,0.08,0.81,0.16,0.72,0.18,0.66,0.18,0.51,0.16,0.95,0.04,0.98,0.01,0.88,0.04,0.97,0.01,0.74,0.17
0.67,0.85,0.06,0.85,0.12,0.78,0.14,0.72,0.14,0.62,0.12,0.93,0.05,0.94,0.04,0.85,0.05,0.91,0.04,0.78,0.13
0.67,0.86,0.06,0.87,0.1,0.79,0.13,0.73,0.13,0.69,0.1,0.94,0.05,0.91,0.06,0.86,0.05,0.85,0.06,0.8,0.12
0.66,0.87,0.05,0.88,0.09,0.8,0.13,0.74,0.13,0.71,0.09,0.93,0.05,0.9,0.07,0.85,0.05,0.85,0.07,0.81,0.11
0.66,0.87,0.05,0.88,0.09,0.79,0.13,0.74,0.13,0.71,0.09,0.94,0.05,0.89,0.07,0.86,0.05,0.84,0.07,0.81,0.11
0.66,0.87,0.05,0.89,0.09,0.79,0.13,0.74,0.13,0.72,0.09,0.94,0.05,0.89,0.07,0.86,0.05,0.83,0.07,0.81,0.11
0.67,0.88,0.05,0.88,0.1,0.83,0.1,0.79,0.1,0.68,0.1,0.92,0.06,0.93,0.05,0.82,0.06,0.88,0.05,0.83,0.1
0.66,0.88,0.05,0.89,0.09,0.85,0.09,0.81,0.09,0.72,0.09,0.91,0.06,0.91,0.05,0.81,0.06,0.87,0.05,0.85,0.09
