ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.53,0.78,0.07,0.75,0.12,0.8,0.14,0.67,0.14,0.8,0.12,0.9,0.07,0.81,0.1,0.84,0.07,0.84,0.1,0.71,0.13
0.54,0.77,0.07,0.73,0.14,0.8,0.14,0.67,0.14,0.78,0.14,0.89,0.07,0.82,0.09,0.82,0.07,0.85,0.09,0.7,0.14
0.54,0.76,0.08,0.71,0.16,0.8,0.15,0.66,0.15,0.75,0.16,0.88,0.08,0.84,0.08,0.81,0.08,0.86,0.08,0.69,0.15
0.54,0.75,0.08,0.7,0.17,0.79,0.15,0.66,0.15,0.73,0.17,0.88,0.08,0.84,0.08,0.81,0.08,0.86,0.08,0.68,0.16
0.54,0.74,0.09,0.69,0.17,0.76,0.17,0.63,0.17,0.72,0.17,0.89,0.07,0.83,0.08,0.82,0.07,0.85,0.08,0.66,0.17
0.54,0.73,0.1,0.66,0.19,0.75,0.18,0.62,0.18,0.69,0.19,0.89,0.08,0.85,0.08,0.81,0.08,0.86,0.08,0.64,0.18
0.55,0.72,0.1,0.66,0.2,0.74,0.18,0.61,0.18,0.67,0.2,0.89,0.08,0.86,0.07,0.81,0.08,0.87,0.07,0.64,0.19
0.55,0.71,0.1,0.64,0.22,0.73,0.19,0.6,0.19,0.65,0.22,0.89,0.07,0.86,0.07,0.81,0.07,0.88,0.07,0.62,0.21
0.55,0.69,0.11,0.62,0.24,0.69,0.22,0.57,0.22,0.61,0.24,0.89,0.07,0.87,0.06,0.82,0.07,0.88,0.06,0.59,0.23
0.56,0.68,0.12,0.61,0.25,0.66,0.24,0.54,0.24,0.58,0.25,0.9,0.07,0.87,0.07,0.83,0.07,0.88,0.07,0.57,0.24
0.56,0.67,0.13,0.59,0.28,0.64,0.26,0.53,0.26,0.55,0.28,0.9,0.07,0.88,0.06,0.83,0.07,0.89,0.06,0.56,0.27
0.56,0.65,0.14,0.56,0.31,0.6,0.28,0.51,0.28,0.49,0.31,0.89,0.07,0.91,0.05,0.82,0.07,0.91,0.05,0.54,0.3
0.57,0.64,0.15,0.54,0.34,0.58,0.3,0.5,0.3,0.44,0.34,0.9,0.07,0.94,0.03,0.82,0.07,0.94,0.03,0.52,0.32
0.58,0.63,0.15,0.53,0.37,0.55,0.32,0.49,0.32,0.38,0.37,0.89,0.07,0.99,0.0,0.81,0.07,0.99,0.0,0.51,0.34
0.59,0.63,0.16,0.52,0.38,0.53,0.33,0.47,0.33,0.33,0.38,0.9,0.07,0.97,0.02,0.83,0.07,0.97,0.02,0.49,0.35
0.6,0.62,0.16,0.52,0.41,0.5,0.35,0.46,0.35,0.26,0.41,0.91,0.06,0.9,0.06,0.84,0.06,0.87,0.06,0.49,0.38
0.6,0.63,0.17,0.52,0.42,0.43,0.39,0.44,0.39,0.22,0.42,0.92,0.05,0.89,0.07,0.86,0.05,0.86,0.07,0.48,0.41
0.61,0.63,0.17,0.53,0.42,0.41,0.41,0.44,0.41,0.19,0.42,0.93,0.05,0.86,0.09,0.88,0.05,0.81,0.09,0.48,0.41
0.62,0.65,0.16,0.57,0.4,0.38,0.42,0.44,0.42,0.17,0.4,0.95,0.03,0.85,0.1,0.91,0.03,0.78,0.1,0.51,0.41
0.62,0.67,0.15,0.59,0.37,0.33,0.44,0.44,0.44,0.17,0.37,0.97,0.02,0.9,0.06,0.94,0.02,0.85,0.06,0.52,0.41
0.62,0.68,0.15,0.61,0.37,0.32,0.43,0.46,0.43,0.14,0.37,0.96,0.02,0.84,0.11,0.93,0.02,0.75,0.11,0.54,0.4
0.64,0.7,0.14,0.64,0.34,0.32,0.43,0.46,0.43,0.15,0.34,0.98,0.01,0.87,0.09,0.97,0.01,0.79,0.09,0.55,0.39
0.65,0.71,0.14,0.67,0.31,0.32,0.44,0.45,0.44,0.14,0.31,1.0,0.0,0.87,0.09,1.0,0.0,0.77,0.09,0.56,0.38
0.65,0.72,0.13,0.68,0.31,0.3,0.45,0.45,0.45,0.13,0.31,0.99,0.0,0.86,0.1,0.99,0.0,0.73,0.1,0.57,0.38
0.65,0.72,0.13,0.69,0.29,0.29,0.45,0.45,0.45,0.14,0.29,0.99,0.01,0.9,0.07,0.98,0.01,0.81,0.07,0.57,0.37
0.66,0.73,0.13,0.7,0.29,0.29,0.45,0.45,0.45,0.1,0.29,0.99,0.01,0.83,0.13,0.97,0.01,0.64,0.13,0.57,0.37
0.66,0.72,0.13,0.7,0.29,0.29,0.45,0.45,0.45,0.09,0.29,0.98,0.01,0.81,0.15,0.97,0.01,0.58,0.15,0.57,0.37
0.66,0.73,0.13,0.7,0.29,0.3,0.44,0.46,0.44,0.09,0.29,0.99,0.01,0.8,0.16,0.98,0.01,0.57,0.16,0.58,0.36
0.67,0.72,0.13,0.69,0.3,0.3,0.45,0.45,0.45,0.07,0.3,0.99,0.01,0.76,0.2,0.98,0.01,0.45,0.2,0.57,0.38
0.67,0.72,0.13,0.69,0.3,0.3,0.45,0.45,0.45,0.07,0.3,0.98,0.01,0.77,0.2,0.97,0.01,0.45,0.2,0.57,0.38
0.67,0.73,0.13,0.7,0.29,0.3,0.45,0.45,0.45,0.07,0.29,0.98,0.01,0.77,0.19,0.96,0.01,0.46,0.19,0.57,0.37
0.67,0.73,0.13,0.7,0.29,0.31,0.43,0.47,0.43,0.07,0.29,1.0,0.0,0.76,0.2,0.99,0.0,0.44,0.2,0.58,0.36
0.67,0.74,0.13,0.7,0.29,0.31,0.43,0.47,0.43,0.07,0.29,1.0,0.0,0.76,0.2,0.99,0.0,0.44,0.2,0.58,0.36
0.67,0.74,0.13,0.71,0.29,0.3,0.43,0.47,0.43,0.07,0.29,0.99,0.0,0.77,0.19,0.99,0.0,0.46,0.19,0.59,0.36
0.67,0.73,0.13,0.71,0.28,0.31,0.44,0.46,0.44,0.08,0.28,0.98,0.01,0.79,0.17,0.97,0.01,0.51,0.17,0.58,0.36
0.67,0.73,0.13,0.71,0.28,0.32,0.43,0.46,0.43,0.08,0.28,0.99,0.01,0.79,0.18,0.97,0.01,0.5,0.18,0.58,0.35
0.67,0.73,0.13,0.71,0.29,0.34,0.42,0.46,0.42,0.08,0.29,0.99,0.01,0.78,0.19,0.98,0.01,0.46,0.19,0.58,0.35
0.68,0.73,0.13,0.71,0.29,0.35,0.42,0.46,0.42,0.08,0.29,0.99,0.01,0.77,0.19,0.98,0.01,0.46,0.19,0.58,0.35
0.68,0.73,0.13,0.71,0.28,0.35,0.42,0.45,0.42,0.09,0.28,0.98,0.01,0.79,0.17,0.97,0.01,0.51,0.17,0.58,0.35
0.67,0.73,0.13,0.71,0.28,0.36,0.42,0.45,0.42,0.12,0.28,0.98,0.01,0.82,0.14,0.97,0.01,0.6,0.14,0.58,0.35
0.68,0.73,0.13,0.71,0.27,0.37,0.41,0.45,0.41,0.14,0.27,0.98,0.01,0.85,0.12,0.96,0.01,0.66,0.12,0.58,0.34
0.68,0.73,0.13,0.71,0.27,0.38,0.41,0.45,0.41,0.15,0.27,0.98,0.01,0.86,0.11,0.96,0.01,0.69,0.11,0.58,0.34
0.68,0.73,0.13,0.71,0.27,0.39,0.4,0.45,0.4,0.17,0.27,0.98,0.01,0.87,0.09,0.96,0.01,0.73,0.09,0.58,0.34
0.67,0.73,0.12,0.72,0.26,0.41,0.4,0.45,0.4,0.23,0.26,0.98,0.01,0.95,0.04,0.95,0.01,0.9,0.04,0.58,0.33
