ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.55,0.95,0.03,0.89,0.11,0.0,1.0,0.0,1.0,0.03,0.11,0.84,0.1,0.0,1.0,0.79,0.1,0.0,1.0
0.56,0.88,0.06,0.8,0.2,0.0,1.0,0.0,1.0,0.02,0.2,0.86,0.09,0.0,1.0,0.81,0.09,0.0,1.0
0.6,0.7,0.15,0.0,1.0,0.03,0.53,0.46,0.53,0.0,1.0,0.97,0.02,0.0,1.0,0.95,0.02,0.0,1.0
0.62,0.62,0.18,0.54,0.46,0.15,0.57,0.37,0.57,0.01,0.46,0.99,0.01,0.6,0.38,0.98,0.01,0.13,0.38
0.65,0.7,0.14,0.65,0.34,0.29,0.46,0.44,0.46,0.05,0.34,1.0,0.0,0.72,0.24,1.0,0.0,0.37,0.24
0.66,0.71,0.14,0.68,0.31,0.32,0.45,0.44,0.45,0.11,0.31,0.98,0.01,0.82,0.14,0.97,0.01,0.62,0.14
0.66,0.72,0.13,0.69,0.29,0.39,0.41,0.45,0.41,0.21,0.29,0.99,0.01,0.92,0.05,0.98,0.01,0.86,0.05
0.66,0.75,0.11,0.73,0.24,0.49,0.33,0.51,0.33,0.29,0.24,0.99,0.01,0.96,0.03,0.98,0.01,0.93,0.03
0.67,0.78,0.1,0.76,0.21,0.53,0.3,0.55,0.3,0.33,0.21,0.98,0.01,0.98,0.01,0.95,0.01,0.96,0.01
0.67,0.79,0.09,0.77,0.2,0.55,0.28,0.58,0.28,0.34,0.2,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02
0.67,0.82,0.08,0.8,0.18,0.64,0.22,0.64,0.22,0.42,0.18,0.94,0.04,0.99,0.01,0.88,0.04,0.98,0.01
0.66,0.82,0.07,0.82,0.14,0.7,0.2,0.64,0.2,0.58,0.14,0.96,0.03,0.92,0.05,0.91,0.03,0.88,0.05
0.66,0.82,0.07,0.82,0.14,0.72,0.18,0.66,0.18,0.59,0.14,0.95,0.04,0.93,0.05,0.89,0.04,0.89,0.05
0.66,0.84,0.06,0.86,0.11,0.74,0.17,0.68,0.17,0.65,0.11,0.95,0.04,0.9,0.07,0.89,0.04,0.85,0.07
0.67,0.89,0.05,0.9,0.08,0.82,0.11,0.78,0.11,0.73,0.08,0.93,0.05,0.9,0.07,0.84,0.05,0.84,0.07
0.67,0.88,0.05,0.89,0.09,0.82,0.11,0.79,0.11,0.68,0.09,0.92,0.06,0.93,0.05,0.83,0.06,0.87,0.05
0.68,0.87,0.05,0.89,0.09,0.79,0.13,0.75,0.13,0.67,0.09,0.93,0.05,0.92,0.05,0.85,0.05,0.86,0.05
0.67,0.89,0.05,0.9,0.08,0.82,0.11,0.78,0.11,0.71,0.08,0.93,0.05,0.91,0.06,0.84,0.05,0.85,0.06
0.68,0.91,0.04,0.93,0.05,0.87,0.08,0.82,0.08,0.82,0.05,0.92,0.06,0.88,0.08,0.83,0.06,0.81,0.08
0.68,0.9,0.04,0.91,0.07,0.89,0.07,0.85,0.07,0.74,0.07,0.91,0.07,0.93,0.05,0.79,0.07,0.87,0.05
0.68,0.87,0.05,0.88,0.1,0.79,0.13,0.75,0.13,0.64,0.1,0.93,0.05,0.94,0.04,0.85,0.05,0.89,0.04
0.67,0.87,0.05,0.87,0.1,0.79,0.13,0.76,0.13,0.62,0.1,0.92,0.05,0.94,0.04,0.84,0.05,0.9,0.04
0.67,0.85,0.06,0.86,0.12,0.71,0.18,0.68,0.18,0.57,0.12,0.95,0.04,0.94,0.04,0.89,0.04,0.89,0.04
0.68,0.84,0.07,0.84,0.14,0.69,0.19,0.67,0.19,0.52,0.14,0.95,0.04,0.96,0.02,0.89,0.04,0.93,0.02
0.67,0.83,0.08,0.83,0.14,0.65,0.22,0.63,0.22,0.5,0.14,0.96,0.03,0.95,0.03,0.92,0.03,0.91,0.03
0.67,0.85,0.07,0.86,0.11,0.69,0.19,0.66,0.19,0.59,0.11,0.96,0.03,0.91,0.06,0.91,0.03,0.85,0.06
0.68,0.86,0.06,0.87,0.11,0.78,0.14,0.72,0.14,0.64,0.11,0.94,0.04,0.93,0.05,0.87,0.04,0.88,0.05
0.68,0.85,0.06,0.86,0.12,0.75,0.16,0.69,0.16,0.6,0.12,0.95,0.04,0.94,0.04,0.88,0.04,0.89,0.04
0.68,0.83,0.07,0.83,0.14,0.66,0.21,0.64,0.21,0.51,0.14,0.96,0.03,0.95,0.03,0.92,0.03,0.92,0.03
0.68,0.85,0.06,0.85,0.13,0.74,0.16,0.71,0.16,0.56,0.13,0.94,0.05,0.96,0.02,0.86,0.05,0.93,0.02
0.68,0.84,0.07,0.84,0.13,0.75,0.16,0.7,0.16,0.56,0.13,0.94,0.04,0.96,0.02,0.86,0.04,0.93,0.02
0.67,0.84,0.07,0.83,0.14,0.69,0.19,0.67,0.19,0.52,0.14,0.95,0.04,0.96,0.02,0.88,0.04,0.94,0.02
0.68,0.87,0.05,0.88,0.1,0.81,0.12,0.76,0.12,0.66,0.1,0.93,0.05,0.94,0.04,0.84,0.05,0.89,0.04
0.68,0.87,0.05,0.87,0.11,0.81,0.12,0.76,0.12,0.65,0.11,0.93,0.05,0.94,0.04,0.83,0.05,0.9,0.04
0.68,0.86,0.06,0.85,0.12,0.77,0.14,0.73,0.14,0.57,0.12,0.93,0.05,0.97,0.02,0.84,0.05,0.94,0.02
0.67,0.85,0.06,0.85,0.13,0.76,0.15,0.72,0.15,0.57,0.13,0.93,0.05,0.96,0.03,0.85,0.05,0.93,0.03
0.67,0.84,0.07,0.84,0.14,0.72,0.17,0.7,0.17,0.52,0.14,0.93,0.05,0.98,0.02,0.86,0.05,0.96,0.02
0.68,0.87,0.05,0.89,0.09,0.81,0.12,0.76,0.12,0.7,0.09,0.93,0.05,0.91,0.06,0.85,0.05,0.85,0.06
0.68,0.85,0.06,0.86,0.12,0.75,0.15,0.71,0.15,0.59,0.12,0.94,0.04,0.95,0.04,0.86,0.04,0.91,0.04
0.67,0.84,0.07,0.85,0.13,0.7,0.19,0.67,0.19,0.55,0.13,0.95,0.03,0.94,0.04,0.89,0.03,0.9,0.04
0.67,0.84,0.07,0.84,0.14,0.7,0.18,0.68,0.18,0.52,0.14,0.94,0.04,0.97,0.02,0.88,0.04,0.94,0.02
0.68,0.86,0.06,0.86,0.12,0.78,0.14,0.74,0.14,0.58,0.12,0.93,0.05,0.96,0.02,0.84,0.05,0.93,0.02
0.67,0.87,0.05,0.88,0.09,0.8,0.12,0.75,0.12,0.68,0.09,0.93,0.05,0.92,0.05,0.85,0.05,0.86,0.05
0.68,0.9,0.04,0.9,0.07,0.9,0.06,0.85,0.06,0.75,0.07,0.91,0.07,0.93,0.05,0.79,0.07,0.87,0.05
0.67,0.88,0.05,0.9,0.08,0.81,0.12,0.77,0.12,0.7,0.08,0.93,0.05,0.91,0.06,0.84,0.05,0.85,0.06
