ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.6,0.97,0.02,0.97,0.03,0.46,0.12,0.86,0.12,0.52,0.03,0.82,0.12,0.93,0.05,0.73,0.12,0.83,0.05,0.92,0.07
0.61,0.95,0.02,0.94,0.06,0.61,0.08,0.91,0.08,0.1,0.06,0.87,0.09,0.79,0.19,0.8,0.09,0.32,0.19,0.93,0.07
0.65,0.87,0.06,0.85,0.14,0.49,0.22,0.72,0.22,0.19,0.14,0.92,0.05,0.87,0.1,0.86,0.05,0.67,0.1,0.78,0.18
0.66,0.83,0.08,0.82,0.16,0.55,0.25,0.65,0.25,0.36,0.16,0.95,0.04,1.0,0.0,0.9,0.04,0.99,0.0,0.73,0.21
0.65,0.8,0.09,0.78,0.19,0.52,0.29,0.58,0.29,0.38,0.19,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02,0.68,0.24
0.65,0.79,0.09,0.78,0.19,0.55,0.28,0.57,0.28,0.42,0.19,0.97,0.02,0.95,0.03,0.94,0.02,0.93,0.03,0.68,0.24
0.66,0.78,0.1,0.75,0.21,0.6,0.26,0.58,0.26,0.4,0.21,0.96,0.03,1.0,0.0,0.91,0.03,0.99,0.0,0.67,0.23
0.67,0.79,0.09,0.78,0.19,0.62,0.25,0.58,0.25,0.45,0.19,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02,0.68,0.22
0.66,0.78,0.09,0.78,0.19,0.6,0.27,0.56,0.27,0.46,0.19,0.98,0.01,0.95,0.03,0.96,0.01,0.92,0.03,0.67,0.23
0.67,0.78,0.09,0.78,0.19,0.56,0.28,0.55,0.28,0.41,0.19,0.98,0.01,0.97,0.02,0.96,0.01,0.95,0.02,0.67,0.24
0.67,0.78,0.09,0.78,0.19,0.57,0.28,0.55,0.28,0.41,0.19,0.98,0.01,0.97,0.02,0.97,0.01,0.95,0.02,0.67,0.24
0.67,0.8,0.09,0.8,0.17,0.61,0.25,0.59,0.25,0.44,0.17,0.97,0.02,0.98,0.01,0.94,0.02,0.96,0.01,0.7,0.21
0.67,0.81,0.08,0.81,0.17,0.62,0.24,0.6,0.24,0.46,0.17,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02,0.71,0.21
0.67,0.81,0.08,0.81,0.16,0.64,0.23,0.61,0.23,0.49,0.16,0.97,0.02,0.95,0.03,0.93,0.02,0.92,0.03,0.71,0.2
0.67,0.82,0.08,0.81,0.16,0.67,0.21,0.63,0.21,0.49,0.16,0.96,0.03,0.97,0.02,0.91,0.03,0.95,0.02,0.72,0.18
0.67,0.82,0.08,0.82,0.15,0.66,0.22,0.62,0.22,0.51,0.15,0.96,0.03,0.95,0.03,0.92,0.03,0.92,0.03,0.72,0.18
0.68,0.82,0.08,0.83,0.15,0.64,0.23,0.61,0.23,0.51,0.15,0.97,0.02,0.94,0.04,0.94,0.02,0.9,0.04,0.72,0.19
