ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.46,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.77,0.11,0.0,1.0,0.82,0.11,0.0,1.0
0.62,0.84,0.04,0.81,0.1,0.87,0.12,0.51,0.12,0.83,0.1,0.83,0.14,0.81,0.11,0.51,0.14,0.79,0.11,0.66,0.11
0.67,0.87,0.06,0.86,0.13,0.65,0.18,0.73,0.18,0.39,0.13,0.93,0.05,0.97,0.02,0.86,0.05,0.93,0.02,0.79,0.15
0.65,0.89,0.06,0.88,0.12,0.38,0.24,0.72,0.24,0.09,0.12,0.93,0.05,0.82,0.16,0.88,0.05,0.41,0.16,0.8,0.18
0.65,0.88,0.06,0.87,0.13,0.36,0.24,0.72,0.24,0.06,0.13,0.93,0.05,0.79,0.2,0.88,0.05,0.29,0.2,0.79,0.18
0.66,0.83,0.08,0.82,0.17,0.34,0.33,0.61,0.33,0.1,0.17,0.97,0.02,0.83,0.15,0.94,0.02,0.52,0.15,0.71,0.25
0.66,0.8,0.09,0.79,0.2,0.45,0.32,0.57,0.32,0.27,0.2,0.97,0.02,0.96,0.02,0.95,0.02,0.93,0.02,0.68,0.26
0.67,0.77,0.1,0.74,0.23,0.6,0.26,0.56,0.26,0.35,0.23,0.96,0.03,0.95,0.03,0.92,0.03,0.91,0.03,0.65,0.24
0.65,0.76,0.1,0.74,0.21,0.67,0.23,0.57,0.23,0.5,0.21,0.96,0.03,0.96,0.03,0.92,0.03,0.94,0.03,0.66,0.22
0.65,0.78,0.09,0.77,0.18,0.71,0.2,0.59,0.2,0.57,0.18,0.96,0.03,0.93,0.04,0.91,0.03,0.9,0.04,0.68,0.19
0.66,0.77,0.09,0.76,0.19,0.69,0.22,0.58,0.22,0.53,0.19,0.97,0.02,0.95,0.03,0.92,0.02,0.92,0.03,0.67,0.21
0.67,0.79,0.09,0.78,0.18,0.68,0.22,0.6,0.22,0.48,0.18,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01,0.69,0.2
0.67,0.8,0.09,0.79,0.18,0.62,0.25,0.58,0.25,0.45,0.18,0.97,0.02,0.98,0.02,0.94,0.02,0.96,0.02,0.69,0.21
0.67,0.82,0.08,0.82,0.16,0.63,0.23,0.62,0.23,0.47,0.16,0.96,0.03,0.97,0.02,0.92,0.03,0.94,0.02,0.72,0.2
0.68,0.82,0.08,0.83,0.15,0.63,0.23,0.62,0.23,0.48,0.15,0.97,0.02,0.96,0.03,0.93,0.02,0.92,0.03,0.72,0.19
0.68,0.83,0.07,0.84,0.14,0.66,0.21,0.64,0.21,0.51,0.14,0.96,0.03,0.95,0.03,0.92,0.03,0.91,0.03,0.74,0.17
0.68,0.84,0.07,0.84,0.13,0.68,0.2,0.65,0.2,0.53,0.13,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03,0.74,0.17
0.68,0.84,0.07,0.84,0.14,0.71,0.18,0.68,0.18,0.53,0.14,0.95,0.04,0.97,0.02,0.88,0.04,0.94,0.02,0.76,0.16
0.68,0.84,0.07,0.84,0.13,0.72,0.18,0.68,0.18,0.54,0.13,0.95,0.04,0.96,0.02,0.88,0.04,0.94,0.02,0.76,0.15
0.68,0.84,0.07,0.85,0.13,0.72,0.18,0.67,0.18,0.56,0.13,0.95,0.03,0.95,0.03,0.89,0.03,0.91,0.03,0.76,0.15
0.68,0.84,0.07,0.85,0.13,0.72,0.18,0.68,0.18,0.57,0.13,0.95,0.04,0.95,0.04,0.89,0.04,0.9,0.04,0.77,0.15
0.68,0.84,0.07,0.85,0.13,0.73,0.17,0.68,0.17,0.56,0.13,0.95,0.04,0.95,0.03,0.88,0.04,0.91,0.03,0.77,0.15
0.68,0.83,0.07,0.83,0.14,0.7,0.19,0.67,0.19,0.51,0.14,0.95,0.04,0.98,0.02,0.88,0.04,0.96,0.02,0.75,0.17
0.67,0.83,0.07,0.83,0.15,0.67,0.2,0.65,0.2,0.5,0.15,0.95,0.03,0.96,0.02,0.9,0.03,0.94,0.02,0.74,0.17
