ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.61,0.93,0.03,0.91,0.09,0.49,0.14,0.84,0.14,0.36,0.09,0.88,0.08,0.97,0.02,0.83,0.08,0.95,0.02,0.88,0.12
0.61,0.91,0.04,0.9,0.1,0.21,0.21,0.78,0.21,0.04,0.1,0.91,0.06,0.78,0.2,0.86,0.06,0.34,0.2,0.84,0.15
0.62,0.9,0.05,0.9,0.1,0.12,0.26,0.73,0.26,0.04,0.1,0.93,0.04,0.85,0.13,0.89,0.04,0.52,0.13,0.81,0.18
0.62,0.88,0.06,0.87,0.13,0.06,0.31,0.68,0.31,0.03,0.13,0.94,0.03,0.93,0.05,0.91,0.03,0.82,0.05,0.78,0.22
0.62,0.86,0.07,0.85,0.15,0.07,0.34,0.65,0.34,0.02,0.15,0.95,0.03,0.85,0.12,0.92,0.03,0.62,0.12,0.75,0.24
0.64,0.85,0.07,0.84,0.16,0.17,0.33,0.64,0.33,0.02,0.16,0.95,0.03,0.75,0.23,0.92,0.03,0.27,0.23,0.74,0.24
0.65,0.84,0.08,0.83,0.17,0.25,0.33,0.63,0.33,0.02,0.17,0.96,0.03,0.73,0.25,0.93,0.03,0.17,0.25,0.73,0.25
0.66,0.82,0.09,0.81,0.19,0.24,0.37,0.58,0.37,0.04,0.19,0.98,0.01,0.76,0.21,0.96,0.01,0.31,0.21,0.7,0.28
0.66,0.81,0.09,0.8,0.2,0.26,0.37,0.57,0.37,0.04,0.2,0.98,0.01,0.75,0.23,0.96,0.01,0.27,0.23,0.69,0.29
0.66,0.8,0.1,0.79,0.21,0.26,0.38,0.56,0.38,0.03,0.21,0.98,0.01,0.74,0.24,0.96,0.01,0.26,0.24,0.68,0.29
0.66,0.79,0.1,0.77,0.23,0.27,0.38,0.55,0.38,0.05,0.23,0.98,0.01,0.75,0.22,0.96,0.01,0.35,0.22,0.66,0.3
0.66,0.78,0.11,0.76,0.24,0.27,0.4,0.53,0.4,0.04,0.24,0.98,0.01,0.74,0.23,0.97,0.01,0.33,0.23,0.65,0.32
0.66,0.77,0.11,0.74,0.26,0.28,0.4,0.52,0.4,0.04,0.26,0.98,0.01,0.73,0.24,0.97,0.01,0.3,0.24,0.63,0.33
0.66,0.77,0.11,0.73,0.26,0.3,0.4,0.51,0.4,0.05,0.26,0.99,0.01,0.75,0.22,0.98,0.01,0.36,0.22,0.62,0.33
0.66,0.76,0.11,0.74,0.26,0.31,0.41,0.5,0.41,0.09,0.26,1.0,0.0,0.81,0.16,0.99,0.0,0.55,0.16,0.62,0.33
0.66,0.76,0.12,0.73,0.26,0.32,0.4,0.5,0.4,0.09,0.26,0.99,0.0,0.8,0.17,0.99,0.0,0.53,0.17,0.61,0.33
0.66,0.76,0.12,0.73,0.26,0.32,0.41,0.49,0.41,0.1,0.26,1.0,0.0,0.82,0.15,0.99,0.0,0.58,0.15,0.61,0.33
0.67,0.74,0.12,0.71,0.28,0.32,0.42,0.47,0.42,0.09,0.28,1.0,0.0,0.8,0.16,0.99,0.0,0.55,0.16,0.59,0.35
0.66,0.74,0.13,0.7,0.29,0.32,0.42,0.47,0.42,0.1,0.29,1.0,0.0,0.81,0.15,0.99,0.0,0.59,0.15,0.58,0.35
0.66,0.74,0.13,0.7,0.29,0.33,0.42,0.47,0.42,0.1,0.29,1.0,0.0,0.81,0.15,1.0,0.0,0.58,0.15,0.58,0.35
0.66,0.74,0.12,0.7,0.29,0.33,0.41,0.48,0.41,0.1,0.29,1.0,0.0,0.81,0.15,0.99,0.0,0.58,0.15,0.59,0.35
0.66,0.74,0.13,0.7,0.29,0.34,0.41,0.48,0.41,0.1,0.29,1.0,0.0,0.8,0.16,0.99,0.0,0.56,0.16,0.59,0.35
0.66,0.74,0.12,0.7,0.29,0.35,0.41,0.48,0.41,0.11,0.29,1.0,0.0,0.81,0.15,0.99,0.0,0.6,0.15,0.59,0.35
0.67,0.74,0.12,0.71,0.28,0.38,0.39,0.48,0.39,0.15,0.28,1.0,0.0,0.85,0.11,1.0,0.0,0.68,0.11,0.59,0.34
0.67,0.74,0.12,0.71,0.28,0.38,0.4,0.47,0.4,0.14,0.28,1.0,0.0,0.84,0.13,1.0,0.0,0.65,0.13,0.59,0.34
0.67,0.74,0.12,0.72,0.27,0.38,0.39,0.48,0.39,0.14,0.27,1.0,0.0,0.84,0.12,1.0,0.0,0.65,0.12,0.6,0.33
0.67,0.74,0.12,0.72,0.27,0.35,0.41,0.47,0.41,0.13,0.27,0.99,0.01,0.84,0.12,0.98,0.01,0.65,0.12,0.59,0.34
0.67,0.75,0.12,0.73,0.26,0.43,0.37,0.49,0.37,0.2,0.26,1.0,0.0,0.89,0.08,1.0,0.0,0.77,0.08,0.61,0.32
0.67,0.76,0.11,0.75,0.23,0.45,0.36,0.49,0.36,0.29,0.23,0.99,0.01,0.99,0.01,0.98,0.01,0.97,0.01,0.62,0.29
0.67,0.77,0.1,0.75,0.23,0.54,0.3,0.54,0.3,0.31,0.23,0.98,0.02,0.94,0.04,0.95,0.02,0.89,0.04,0.65,0.27
0.68,0.79,0.09,0.78,0.19,0.59,0.26,0.57,0.26,0.39,0.19,0.97,0.02,0.99,0.01,0.94,0.02,0.98,0.01,0.68,0.23
0.67,0.81,0.08,0.8,0.17,0.65,0.22,0.63,0.22,0.45,0.17,0.95,0.03,0.99,0.01,0.9,0.03,0.98,0.01,0.72,0.2
0.67,0.82,0.08,0.81,0.16,0.66,0.21,0.64,0.21,0.5,0.16,0.96,0.03,0.96,0.03,0.9,0.03,0.93,0.03,0.73,0.18
0.67,0.83,0.07,0.83,0.14,0.69,0.2,0.66,0.2,0.53,0.14,0.95,0.03,0.95,0.03,0.9,0.03,0.92,0.03,0.74,0.17
0.67,0.84,0.07,0.84,0.13,0.71,0.18,0.67,0.18,0.56,0.13,0.95,0.04,0.94,0.04,0.89,0.04,0.9,0.04,0.76,0.15
0.67,0.83,0.07,0.84,0.14,0.71,0.18,0.66,0.18,0.56,0.14,0.95,0.03,0.94,0.04,0.89,0.03,0.9,0.04,0.75,0.16
0.67,0.84,0.07,0.85,0.12,0.71,0.18,0.66,0.18,0.63,0.12,0.96,0.03,0.9,0.06,0.91,0.03,0.85,0.06,0.76,0.15
0.66,0.85,0.06,0.86,0.11,0.74,0.17,0.68,0.17,0.66,0.11,0.95,0.04,0.9,0.07,0.89,0.04,0.85,0.07,0.77,0.14
0.67,0.85,0.06,0.86,0.11,0.74,0.16,0.69,0.16,0.65,0.11,0.95,0.04,0.9,0.06,0.88,0.04,0.85,0.06,0.77,0.14
0.67,0.85,0.06,0.87,0.11,0.75,0.16,0.71,0.16,0.65,0.11,0.94,0.04,0.91,0.06,0.88,0.04,0.86,0.06,0.79,0.14
0.67,0.85,0.06,0.87,0.11,0.74,0.16,0.7,0.16,0.65,0.11,0.95,0.04,0.9,0.06,0.88,0.04,0.85,0.06,0.78,0.14
0.67,0.85,0.06,0.86,0.11,0.74,0.16,0.69,0.16,0.64,0.11,0.95,0.04,0.91,0.06,0.88,0.04,0.86,0.06,0.77,0.14
0.67,0.85,0.06,0.86,0.11,0.74,0.16,0.69,0.16,0.63,0.11,0.95,0.04,0.92,0.05,0.88,0.04,0.87,0.05,0.77,0.14
0.66,0.86,0.06,0.88,0.1,0.74,0.16,0.7,0.16,0.68,0.1,0.95,0.04,0.89,0.07,0.89,0.04,0.83,0.07,0.79,0.13
