ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.84,0.08,0.0,1.0,0.85,0.08,0.0,1.0
0.52,0.18,0.17,0.18,0.26,0.79,0.21,0.08,0.21,0.73,0.26,0.73,0.22,0.84,0.08,0.46,0.22,0.85,0.08,0.13,0.23
0.57,0.89,0.03,0.94,0.02,0.86,0.11,0.63,0.11,0.96,0.02,0.8,0.15,0.94,0.03,0.65,0.15,0.93,0.03,0.78,0.07
0.59,0.82,0.06,0.79,0.13,0.79,0.16,0.63,0.16,0.75,0.13,0.85,0.1,0.88,0.07,0.74,0.1,0.85,0.07,0.71,0.15
0.63,0.97,0.01,0.94,0.05,0.89,0.06,0.9,0.06,0.79,0.05,0.9,0.07,0.88,0.08,0.84,0.07,0.79,0.08,0.92,0.06
0.61,0.94,0.03,0.93,0.06,0.71,0.1,0.87,0.1,0.55,0.06,0.93,0.04,1.0,0.0,0.9,0.04,0.99,0.0,0.9,0.08
0.6,0.92,0.04,0.91,0.08,0.46,0.17,0.81,0.17,0.29,0.08,0.95,0.03,0.95,0.04,0.93,0.03,0.86,0.04,0.86,0.12
0.6,0.91,0.04,0.9,0.09,0.37,0.19,0.78,0.19,0.25,0.09,0.96,0.02,0.96,0.03,0.94,0.02,0.89,0.03,0.84,0.14
0.61,0.9,0.05,0.9,0.1,0.33,0.23,0.74,0.23,0.26,0.1,0.98,0.01,1.0,0.0,0.97,0.01,0.99,0.0,0.82,0.17
0.61,0.87,0.06,0.87,0.12,0.32,0.27,0.69,0.27,0.24,0.12,0.99,0.0,0.99,0.01,0.99,0.0,0.98,0.01,0.78,0.2
0.63,0.83,0.08,0.83,0.16,0.3,0.34,0.6,0.34,0.21,0.16,0.97,0.02,0.97,0.02,0.95,0.02,0.92,0.02,0.71,0.25
0.64,0.81,0.09,0.8,0.19,0.39,0.33,0.58,0.33,0.23,0.19,0.97,0.02,0.92,0.06,0.95,0.02,0.82,0.06,0.69,0.26
0.66,0.79,0.1,0.79,0.2,0.44,0.34,0.54,0.34,0.27,0.2,0.95,0.03,0.93,0.05,0.92,0.03,0.85,0.05,0.67,0.27
0.66,0.75,0.11,0.74,0.24,0.46,0.36,0.49,0.36,0.27,0.24,0.94,0.04,0.91,0.06,0.9,0.04,0.81,0.06,0.61,0.3
