ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.5,0.93,0.03,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.85,0.09,0.0,1.0,0.83,0.09,0.0,1.0,0.0,1.0
0.54,0.72,0.14,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.93,0.04,0.0,1.0,0.91,0.04,0.0,1.0,0.0,1.0
0.61,0.64,0.18,0.59,0.41,0.09,0.61,0.36,0.61,0.03,0.41,0.9,0.06,0.79,0.16,0.86,0.06,0.59,0.16,0.47,0.51
0.64,0.76,0.11,0.74,0.25,0.33,0.4,0.5,0.4,0.2,0.25,0.95,0.03,0.92,0.05,0.92,0.03,0.84,0.05,0.62,0.33
0.65,0.79,0.1,0.79,0.2,0.42,0.34,0.54,0.34,0.29,0.2,0.95,0.03,0.96,0.03,0.92,0.03,0.91,0.03,0.67,0.27
0.65,0.79,0.09,0.79,0.19,0.47,0.32,0.55,0.32,0.32,0.19,0.96,0.02,0.96,0.03,0.93,0.02,0.92,0.03,0.67,0.26
0.65,0.8,0.09,0.79,0.19,0.48,0.32,0.56,0.32,0.34,0.19,0.96,0.03,0.97,0.02,0.93,0.03,0.94,0.02,0.68,0.26
0.65,0.8,0.09,0.79,0.18,0.49,0.3,0.57,0.3,0.35,0.18,0.97,0.02,0.97,0.02,0.95,0.02,0.94,0.02,0.68,0.24
0.65,0.8,0.09,0.8,0.18,0.5,0.3,0.57,0.3,0.34,0.18,0.97,0.02,0.96,0.03,0.95,0.02,0.91,0.03,0.69,0.24
0.66,0.81,0.09,0.8,0.18,0.53,0.28,0.58,0.28,0.37,0.18,0.98,0.02,0.96,0.03,0.96,0.02,0.92,0.03,0.69,0.23
0.66,0.81,0.08,0.81,0.17,0.54,0.27,0.59,0.27,0.37,0.17,0.98,0.02,0.96,0.03,0.96,0.02,0.91,0.03,0.7,0.22
0.66,0.83,0.08,0.83,0.15,0.59,0.25,0.62,0.25,0.44,0.15,0.98,0.01,0.99,0.01,0.97,0.01,0.98,0.01,0.72,0.2
0.66,0.84,0.07,0.83,0.15,0.61,0.23,0.65,0.23,0.43,0.15,1.0,0.0,0.97,0.02,1.0,0.0,0.94,0.02,0.74,0.19
0.66,0.84,0.07,0.83,0.15,0.63,0.21,0.67,0.21,0.43,0.15,0.99,0.01,0.96,0.03,0.98,0.01,0.91,0.03,0.75,0.18
