ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.55,0.4,0.29,0.31,0.64,0.08,0.74,0.2,0.74,0.1,0.64,0.93,0.04,0.82,0.1,0.9,0.04,0.83,0.1,0.26,0.69
0.58,0.65,0.17,0.58,0.42,0.01,0.6,0.39,0.6,0.01,0.42,0.94,0.03,0.86,0.08,0.92,0.03,0.84,0.08,0.48,0.51
0.6,0.78,0.11,0.73,0.26,0.07,0.45,0.53,0.45,0.05,0.26,0.97,0.02,0.95,0.04,0.96,0.02,0.9,0.04,0.63,0.35
0.62,0.79,0.1,0.78,0.21,0.25,0.4,0.54,0.4,0.18,0.21,0.96,0.03,0.98,0.01,0.94,0.03,0.96,0.01,0.66,0.3
0.64,0.78,0.1,0.77,0.21,0.36,0.37,0.53,0.37,0.26,0.21,0.95,0.03,0.97,0.02,0.92,0.03,0.95,0.02,0.65,0.29
0.65,0.79,0.1,0.78,0.2,0.46,0.33,0.54,0.33,0.33,0.2,0.96,0.03,0.97,0.02,0.93,0.03,0.93,0.02,0.66,0.27
0.66,0.78,0.1,0.77,0.21,0.54,0.3,0.54,0.3,0.35,0.21,0.97,0.02,0.95,0.04,0.94,0.02,0.89,0.04,0.66,0.26
0.67,0.79,0.09,0.77,0.19,0.65,0.23,0.59,0.23,0.41,0.19,0.99,0.01,0.94,0.05,0.98,0.01,0.86,0.05,0.68,0.21
0.67,0.81,0.08,0.79,0.18,0.71,0.19,0.64,0.19,0.46,0.18,0.99,0.01,0.94,0.04,0.97,0.01,0.88,0.04,0.72,0.18
0.67,0.82,0.07,0.81,0.16,0.69,0.2,0.64,0.2,0.49,0.16,0.99,0.0,0.97,0.02,0.99,0.0,0.93,0.02,0.73,0.18
0.67,0.84,0.07,0.82,0.15,0.74,0.16,0.7,0.16,0.5,0.15,0.97,0.02,0.95,0.03,0.95,0.02,0.9,0.03,0.76,0.15
0.67,0.85,0.06,0.83,0.14,0.73,0.16,0.71,0.16,0.48,0.14,0.97,0.02,0.95,0.04,0.94,0.02,0.88,0.04,0.77,0.15
0.67,0.86,0.06,0.84,0.14,0.73,0.16,0.73,0.16,0.46,0.14,0.97,0.02,0.94,0.04,0.94,0.02,0.86,0.04,0.78,0.15
0.67,0.87,0.06,0.85,0.13,0.75,0.15,0.74,0.15,0.5,0.13,0.96,0.02,0.95,0.03,0.93,0.02,0.9,0.03,0.79,0.14
0.67,0.88,0.05,0.86,0.12,0.82,0.1,0.8,0.1,0.56,0.12,0.95,0.04,0.96,0.03,0.9,0.04,0.91,0.03,0.83,0.11
0.67,0.89,0.05,0.86,0.12,0.86,0.08,0.84,0.08,0.57,0.12,0.93,0.05,0.95,0.04,0.86,0.05,0.89,0.04,0.85,0.1
0.68,0.89,0.05,0.87,0.11,0.87,0.08,0.83,0.08,0.6,0.11,0.94,0.04,0.96,0.03,0.87,0.04,0.92,0.03,0.85,0.1
0.68,0.9,0.04,0.89,0.09,0.87,0.08,0.83,0.08,0.7,0.09,0.95,0.04,0.99,0.0,0.89,0.04,0.99,0.0,0.86,0.08
0.67,0.89,0.05,0.87,0.11,0.85,0.09,0.82,0.09,0.6,0.11,0.94,0.04,0.97,0.02,0.88,0.04,0.93,0.02,0.84,0.1
0.67,0.89,0.05,0.86,0.12,0.85,0.09,0.83,0.09,0.54,0.12,0.93,0.05,0.94,0.04,0.87,0.05,0.87,0.04,0.84,0.1
0.67,0.88,0.05,0.85,0.13,0.84,0.09,0.82,0.09,0.53,0.13,0.93,0.05,0.94,0.05,0.87,0.05,0.85,0.05,0.83,0.11
0.67,0.87,0.06,0.83,0.15,0.81,0.11,0.79,0.11,0.46,0.15,0.94,0.04,0.91,0.07,0.88,0.04,0.79,0.07,0.81,0.13
0.67,0.87,0.06,0.83,0.15,0.8,0.12,0.78,0.12,0.46,0.15,0.94,0.04,0.91,0.07,0.89,0.04,0.8,0.07,0.8,0.14
0.68,0.86,0.06,0.83,0.14,0.8,0.12,0.77,0.12,0.48,0.14,0.95,0.04,0.92,0.06,0.89,0.04,0.82,0.06,0.8,0.13
0.67,0.87,0.05,0.85,0.13,0.8,0.12,0.77,0.12,0.52,0.13,0.95,0.03,0.95,0.04,0.9,0.03,0.88,0.04,0.81,0.12
0.67,0.88,0.05,0.86,0.12,0.82,0.11,0.78,0.11,0.57,0.12,0.95,0.03,0.97,0.02,0.91,0.03,0.92,0.02,0.82,0.11
0.68,0.89,0.05,0.87,0.11,0.84,0.1,0.8,0.1,0.6,0.11,0.95,0.04,0.97,0.02,0.9,0.04,0.94,0.02,0.83,0.11
0.68,0.89,0.05,0.88,0.1,0.83,0.1,0.8,0.1,0.61,0.1,0.95,0.03,0.98,0.01,0.9,0.03,0.96,0.01,0.84,0.1
0.67,0.9,0.04,0.88,0.1,0.87,0.08,0.84,0.08,0.63,0.1,0.94,0.04,0.98,0.02,0.88,0.04,0.95,0.02,0.86,0.09
0.67,0.89,0.05,0.88,0.1,0.82,0.1,0.8,0.1,0.6,0.1,0.95,0.03,0.98,0.02,0.9,0.03,0.95,0.02,0.84,0.1
0.67,0.89,0.05,0.88,0.11,0.81,0.11,0.8,0.11,0.58,0.11,0.95,0.03,0.97,0.02,0.91,0.03,0.93,0.02,0.84,0.11
0.67,0.88,0.05,0.86,0.12,0.78,0.13,0.77,0.13,0.53,0.12,0.96,0.03,0.96,0.03,0.92,0.03,0.91,0.03,0.81,0.12
0.67,0.87,0.05,0.86,0.12,0.78,0.13,0.76,0.13,0.52,0.12,0.96,0.03,0.95,0.03,0.92,0.03,0.89,0.03,0.81,0.12
0.67,0.88,0.05,0.86,0.12,0.82,0.11,0.78,0.11,0.56,0.12,0.95,0.03,0.96,0.03,0.9,0.03,0.92,0.03,0.82,0.11
0.68,0.88,0.05,0.87,0.1,0.83,0.1,0.79,0.1,0.61,0.1,0.95,0.03,0.98,0.01,0.91,0.03,0.96,0.01,0.83,0.1
0.68,0.88,0.05,0.87,0.11,0.82,0.11,0.78,0.11,0.58,0.11,0.95,0.03,0.97,0.02,0.91,0.03,0.93,0.02,0.82,0.11
0.67,0.87,0.06,0.85,0.13,0.78,0.13,0.75,0.13,0.53,0.13,0.96,0.03,0.96,0.03,0.92,0.03,0.9,0.03,0.8,0.13
0.67,0.87,0.06,0.86,0.12,0.74,0.15,0.73,0.15,0.52,0.12,0.97,0.02,0.97,0.02,0.95,0.02,0.92,0.02,0.79,0.14
0.67,0.88,0.05,0.87,0.11,0.78,0.13,0.76,0.13,0.56,0.11,0.96,0.03,0.97,0.02,0.93,0.03,0.94,0.02,0.81,0.12
0.68,0.89,0.05,0.88,0.1,0.84,0.09,0.81,0.09,0.6,0.1,0.95,0.04,0.97,0.02,0.89,0.04,0.94,0.02,0.84,0.1
0.68,0.89,0.04,0.88,0.1,0.85,0.09,0.82,0.09,0.62,0.1,0.94,0.04,0.98,0.01,0.89,0.04,0.95,0.01,0.85,0.1
0.68,0.91,0.04,0.9,0.08,0.88,0.07,0.85,0.07,0.68,0.08,0.94,0.04,1.0,0.0,0.88,0.04,0.99,0.0,0.88,0.08
0.68,0.9,0.04,0.89,0.09,0.86,0.08,0.83,0.08,0.65,0.09,0.94,0.04,0.99,0.01,0.89,0.04,0.97,0.01,0.86,0.08
0.68,0.89,0.05,0.88,0.11,0.83,0.1,0.8,0.1,0.58,0.11,0.95,0.03,0.97,0.02,0.9,0.03,0.93,0.02,0.84,0.11
0.68,0.88,0.05,0.87,0.11,0.78,0.13,0.75,0.13,0.56,0.11,0.97,0.02,0.98,0.02,0.93,0.02,0.94,0.02,0.81,0.12
0.68,0.87,0.05,0.87,0.11,0.77,0.14,0.74,0.14,0.56,0.11,0.97,0.02,0.98,0.01,0.95,0.02,0.95,0.01,0.8,0.12
0.68,0.87,0.05,0.87,0.11,0.78,0.13,0.75,0.13,0.57,0.11,0.97,0.02,0.98,0.02,0.94,0.02,0.95,0.02,0.81,0.12
0.68,0.87,0.05,0.87,0.11,0.78,0.14,0.74,0.14,0.56,0.11,0.97,0.02,0.97,0.02,0.94,0.02,0.94,0.02,0.8,0.12
0.68,0.88,0.05,0.87,0.11,0.8,0.12,0.76,0.12,0.59,0.11,0.96,0.03,0.98,0.01,0.93,0.03,0.96,0.01,0.81,0.11
0.68,0.88,0.05,0.87,0.11,0.82,0.11,0.78,0.11,0.6,0.11,0.96,0.03,0.98,0.02,0.91,0.03,0.95,0.02,0.82,0.11
