ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.58,0.34,0.32,0.27,0.71,0.13,0.76,0.14,0.76,0.03,0.71,0.86,0.1,0.67,0.26,0.76,0.1,0.43,0.26,0.21,0.73
0.61,0.62,0.19,0.58,0.42,0.03,0.66,0.33,0.66,0.01,0.42,0.88,0.08,0.76,0.19,0.82,0.08,0.51,0.19,0.45,0.54
0.63,0.75,0.13,0.75,0.25,0.04,0.55,0.44,0.55,0.02,0.25,0.89,0.07,0.85,0.12,0.84,0.07,0.63,0.12,0.59,0.4
0.63,0.77,0.11,0.77,0.22,0.05,0.51,0.48,0.51,0.04,0.22,0.91,0.06,0.97,0.02,0.87,0.06,0.92,0.02,0.62,0.36
0.64,0.77,0.11,0.77,0.23,0.13,0.48,0.48,0.48,0.05,0.23,0.92,0.05,0.85,0.12,0.87,0.05,0.61,0.12,0.62,0.35
0.64,0.77,0.11,0.76,0.24,0.23,0.44,0.49,0.44,0.08,0.24,0.93,0.04,0.83,0.14,0.89,0.04,0.56,0.14,0.62,0.34
0.66,0.74,0.12,0.74,0.25,0.3,0.45,0.44,0.45,0.16,0.25,0.91,0.06,0.91,0.07,0.84,0.06,0.78,0.07,0.59,0.35
0.66,0.74,0.12,0.72,0.25,0.42,0.39,0.47,0.39,0.24,0.25,0.93,0.04,0.91,0.07,0.88,0.04,0.8,0.07,0.59,0.32
0.66,0.73,0.12,0.72,0.25,0.49,0.35,0.47,0.35,0.28,0.25,0.94,0.04,0.91,0.07,0.89,0.04,0.81,0.07,0.59,0.3
0.67,0.75,0.11,0.74,0.23,0.58,0.29,0.51,0.29,0.33,0.23,0.96,0.03,0.91,0.07,0.92,0.03,0.81,0.07,0.62,0.26
0.67,0.79,0.09,0.77,0.2,0.64,0.24,0.58,0.24,0.38,0.2,0.99,0.01,0.92,0.06,0.97,0.01,0.82,0.06,0.68,0.22
0.68,0.82,0.08,0.8,0.17,0.67,0.21,0.63,0.21,0.4,0.17,1.0,0.0,0.93,0.05,1.0,0.0,0.83,0.05,0.72,0.19
0.67,0.85,0.07,0.83,0.15,0.72,0.17,0.71,0.17,0.44,0.15,0.97,0.02,0.93,0.05,0.94,0.02,0.84,0.05,0.77,0.16
0.67,0.86,0.06,0.84,0.14,0.73,0.16,0.73,0.16,0.46,0.14,0.97,0.02,0.94,0.04,0.94,0.02,0.86,0.04,0.78,0.15
0.67,0.87,0.05,0.85,0.13,0.76,0.14,0.76,0.14,0.48,0.13,0.96,0.03,0.94,0.04,0.92,0.03,0.86,0.04,0.8,0.14
0.67,0.88,0.05,0.86,0.12,0.78,0.13,0.77,0.13,0.53,0.12,0.96,0.03,0.96,0.03,0.92,0.03,0.9,0.03,0.81,0.12
0.68,0.87,0.05,0.85,0.13,0.81,0.11,0.78,0.11,0.51,0.13,0.95,0.04,0.94,0.05,0.9,0.04,0.86,0.05,0.81,0.12
0.67,0.88,0.05,0.86,0.12,0.83,0.1,0.8,0.1,0.57,0.12,0.94,0.04,0.96,0.03,0.89,0.04,0.91,0.03,0.83,0.11
0.67,0.88,0.05,0.86,0.12,0.83,0.1,0.79,0.1,0.57,0.12,0.95,0.04,0.96,0.03,0.9,0.04,0.92,0.03,0.82,0.11
0.68,0.88,0.05,0.86,0.12,0.84,0.1,0.81,0.1,0.55,0.12,0.94,0.04,0.95,0.04,0.88,0.04,0.88,0.04,0.83,0.11
0.67,0.88,0.05,0.86,0.12,0.82,0.11,0.79,0.11,0.54,0.12,0.95,0.04,0.95,0.03,0.9,0.04,0.89,0.03,0.82,0.11
0.67,0.88,0.05,0.86,0.12,0.8,0.12,0.78,0.12,0.54,0.12,0.95,0.03,0.96,0.03,0.91,0.03,0.9,0.03,0.82,0.12
0.67,0.87,0.05,0.86,0.13,0.77,0.14,0.75,0.14,0.51,0.13,0.96,0.03,0.95,0.03,0.93,0.03,0.89,0.03,0.8,0.14
0.68,0.86,0.06,0.85,0.13,0.77,0.14,0.75,0.14,0.5,0.13,0.96,0.03,0.95,0.04,0.92,0.03,0.87,0.04,0.8,0.14
0.68,0.87,0.06,0.85,0.13,0.78,0.13,0.75,0.13,0.5,0.13,0.96,0.03,0.94,0.04,0.92,0.03,0.87,0.04,0.8,0.13
0.68,0.87,0.06,0.85,0.13,0.77,0.14,0.75,0.14,0.52,0.13,0.96,0.02,0.96,0.03,0.93,0.02,0.9,0.03,0.8,0.14
0.68,0.87,0.05,0.85,0.13,0.8,0.12,0.77,0.12,0.53,0.13,0.96,0.03,0.95,0.03,0.91,0.03,0.89,0.03,0.81,0.12
0.68,0.87,0.05,0.85,0.12,0.81,0.12,0.77,0.12,0.54,0.12,0.95,0.03,0.95,0.03,0.91,0.03,0.89,0.03,0.81,0.12
0.68,0.88,0.05,0.87,0.11,0.82,0.11,0.79,0.11,0.56,0.11,0.95,0.03,0.96,0.03,0.9,0.03,0.91,0.03,0.83,0.11
0.68,0.88,0.05,0.87,0.11,0.79,0.13,0.76,0.13,0.57,0.11,0.96,0.03,0.98,0.02,0.93,0.03,0.94,0.02,0.81,0.12
0.67,0.89,0.05,0.87,0.11,0.81,0.11,0.79,0.11,0.56,0.11,0.95,0.03,0.97,0.02,0.91,0.03,0.92,0.02,0.83,0.11
0.67,0.88,0.05,0.87,0.11,0.78,0.13,0.77,0.13,0.55,0.11,0.96,0.03,0.97,0.02,0.92,0.03,0.93,0.02,0.82,0.12
0.67,0.88,0.05,0.87,0.12,0.76,0.14,0.75,0.14,0.53,0.12,0.96,0.02,0.97,0.02,0.93,0.02,0.92,0.02,0.81,0.13
0.68,0.88,0.05,0.87,0.11,0.78,0.13,0.76,0.13,0.56,0.11,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02,0.81,0.12
0.68,0.87,0.05,0.87,0.11,0.79,0.13,0.76,0.13,0.56,0.11,0.96,0.02,0.97,0.02,0.93,0.02,0.93,0.02,0.81,0.12
0.68,0.87,0.05,0.86,0.12,0.79,0.13,0.75,0.13,0.55,0.12,0.96,0.02,0.96,0.03,0.93,0.02,0.92,0.03,0.8,0.12
0.68,0.87,0.06,0.86,0.12,0.76,0.14,0.73,0.14,0.53,0.12,0.97,0.02,0.97,0.02,0.94,0.02,0.92,0.02,0.79,0.13
0.68,0.87,0.06,0.86,0.12,0.74,0.15,0.73,0.15,0.52,0.12,0.97,0.02,0.97,0.02,0.95,0.02,0.92,0.02,0.79,0.14
0.68,0.87,0.05,0.86,0.12,0.77,0.14,0.75,0.14,0.53,0.12,0.97,0.02,0.97,0.02,0.93,0.02,0.92,0.02,0.8,0.13
0.68,0.88,0.05,0.87,0.11,0.78,0.13,0.75,0.13,0.56,0.11,0.97,0.02,0.98,0.02,0.93,0.02,0.94,0.02,0.81,0.12
0.68,0.88,0.05,0.87,0.11,0.79,0.13,0.76,0.13,0.57,0.11,0.96,0.02,0.98,0.01,0.93,0.02,0.95,0.01,0.81,0.12
0.68,0.88,0.05,0.88,0.1,0.8,0.12,0.77,0.12,0.61,0.1,0.97,0.02,0.99,0.0,0.93,0.02,0.99,0.0,0.82,0.11
0.68,0.89,0.05,0.88,0.1,0.82,0.11,0.78,0.11,0.62,0.1,0.96,0.03,0.99,0.01,0.92,0.03,0.98,0.01,0.83,0.11
0.68,0.88,0.05,0.89,0.1,0.78,0.13,0.75,0.13,0.61,0.1,0.97,0.02,1.0,0.0,0.95,0.02,0.99,0.0,0.82,0.12
0.68,0.88,0.05,0.88,0.11,0.77,0.13,0.75,0.13,0.56,0.11,0.97,0.02,0.98,0.02,0.94,0.02,0.94,0.02,0.81,0.12
0.68,0.88,0.05,0.88,0.11,0.76,0.14,0.74,0.14,0.56,0.11,0.97,0.02,0.98,0.01,0.95,0.02,0.95,0.01,0.81,0.12
0.68,0.87,0.05,0.88,0.11,0.75,0.15,0.73,0.15,0.56,0.11,0.98,0.01,0.99,0.01,0.96,0.01,0.97,0.01,0.8,0.13
0.68,0.87,0.05,0.87,0.11,0.76,0.14,0.73,0.14,0.55,0.11,0.98,0.02,0.98,0.02,0.95,0.02,0.95,0.02,0.8,0.12
0.68,0.87,0.05,0.87,0.11,0.77,0.14,0.74,0.14,0.58,0.11,0.97,0.02,0.99,0.01,0.95,0.02,0.97,0.01,0.8,0.12
0.68,0.88,0.05,0.88,0.1,0.8,0.12,0.76,0.12,0.61,0.1,0.97,0.02,0.99,0.0,0.93,0.02,0.99,0.0,0.82,0.11
