ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.52,0.99,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.89,0.07,0.0,1.0,0.87,0.07,0.0,1.0
0.52,0.96,0.02,0.0,1.0,0.08,0.07,0.93,0.07,0.0,1.0,0.89,0.06,0.0,1.0,0.87,0.06,0.0,1.0
0.58,0.73,0.13,0.0,1.0,0.01,0.5,0.5,0.5,0.0,1.0,0.99,0.01,0.0,1.0,0.99,0.01,0.0,1.0
0.58,0.66,0.17,0.58,0.42,0.02,0.58,0.41,0.58,0.01,0.42,0.96,0.02,0.87,0.09,0.94,0.02,0.79,0.09
0.61,0.71,0.15,0.66,0.34,0.05,0.56,0.43,0.56,0.03,0.34,0.93,0.05,0.87,0.09,0.89,0.05,0.76,0.09
0.64,0.71,0.14,0.69,0.29,0.28,0.47,0.42,0.47,0.16,0.29,0.91,0.06,0.91,0.07,0.86,0.06,0.82,0.07
0.65,0.72,0.13,0.7,0.27,0.41,0.39,0.46,0.39,0.22,0.27,0.94,0.04,0.89,0.08,0.89,0.04,0.78,0.08
0.67,0.77,0.1,0.78,0.19,0.5,0.33,0.51,0.33,0.36,0.19,0.94,0.04,0.97,0.02,0.89,0.04,0.95,0.02
0.66,0.79,0.09,0.79,0.19,0.53,0.29,0.56,0.29,0.36,0.19,0.97,0.02,0.95,0.03,0.94,0.02,0.9,0.03
0.67,0.84,0.07,0.82,0.16,0.69,0.19,0.67,0.19,0.45,0.16,0.98,0.01,0.95,0.04,0.97,0.01,0.88,0.04
0.67,0.86,0.06,0.84,0.14,0.75,0.14,0.74,0.14,0.46,0.14,0.96,0.03,0.93,0.05,0.92,0.03,0.84,0.05
0.67,0.87,0.06,0.85,0.13,0.74,0.15,0.74,0.15,0.5,0.13,0.97,0.02,0.96,0.03,0.94,0.02,0.9,0.03
0.67,0.87,0.06,0.85,0.13,0.75,0.14,0.75,0.14,0.5,0.13,0.96,0.03,0.95,0.03,0.93,0.03,0.89,0.03
0.67,0.92,0.03,0.91,0.07,0.9,0.06,0.87,0.06,0.74,0.07,0.94,0.04,0.98,0.01,0.87,0.04,0.97,0.01
0.67,0.99,0.0,0.97,0.02,0.96,0.03,0.93,0.03,0.92,0.02,0.91,0.06,0.91,0.06,0.82,0.06,0.83,0.06
0.67,0.95,0.02,0.91,0.07,0.9,0.07,0.83,0.07,0.8,0.07,0.9,0.07,0.88,0.08,0.79,0.07,0.79,0.08
0.67,0.94,0.02,0.9,0.07,0.9,0.07,0.84,0.07,0.77,0.07,0.91,0.07,0.87,0.09,0.81,0.07,0.77,0.09
0.67,0.95,0.02,0.91,0.07,0.9,0.06,0.85,0.06,0.79,0.07,0.91,0.07,0.88,0.09,0.81,0.07,0.78,0.09
0.68,0.98,0.01,0.98,0.02,0.9,0.06,0.85,0.06,0.94,0.02,0.89,0.08,0.94,0.04,0.77,0.08,0.87,0.04
0.68,0.98,0.01,0.96,0.03,0.91,0.06,0.86,0.06,0.9,0.03,0.9,0.08,0.92,0.06,0.78,0.08,0.84,0.06
0.68,0.99,0.01,0.98,0.02,0.91,0.06,0.87,0.06,0.93,0.02,0.89,0.08,0.93,0.05,0.78,0.08,0.86,0.05
0.68,1.0,0.0,0.98,0.02,0.96,0.03,0.93,0.03,0.94,0.02,0.91,0.06,0.92,0.06,0.82,0.06,0.84,0.06
0.68,0.98,0.01,0.99,0.01,0.98,0.01,0.97,0.01,0.97,0.01,0.91,0.06,0.94,0.04,0.83,0.06,0.87,0.04
0.68,0.94,0.02,0.94,0.05,0.96,0.03,0.94,0.03,0.81,0.05,0.93,0.05,0.97,0.02,0.85,0.05,0.94,0.02
0.68,0.96,0.02,0.96,0.03,0.99,0.0,0.99,0.0,0.87,0.03,0.92,0.06,0.97,0.02,0.82,0.06,0.93,0.02
0.68,0.98,0.01,0.97,0.02,0.94,0.04,0.91,0.04,0.91,0.02,0.89,0.08,0.97,0.02,0.78,0.08,0.94,0.02
0.68,0.99,0.0,0.98,0.01,0.93,0.04,0.89,0.04,0.95,0.01,0.9,0.07,0.93,0.05,0.79,0.07,0.86,0.05
0.67,0.99,0.0,0.99,0.01,0.91,0.05,0.88,0.05,0.96,0.01,0.89,0.08,0.94,0.04,0.78,0.08,0.88,0.04
0.68,0.98,0.01,0.98,0.02,0.96,0.03,0.94,0.03,0.93,0.02,0.9,0.07,0.96,0.03,0.8,0.07,0.92,0.03
0.68,0.98,0.01,0.97,0.02,0.96,0.02,0.95,0.02,0.91,0.02,0.9,0.07,0.97,0.02,0.8,0.07,0.93,0.02
0.68,1.0,0.0,0.99,0.01,0.93,0.04,0.9,0.04,0.97,0.01,0.9,0.07,0.93,0.05,0.79,0.07,0.87,0.05
0.67,0.97,0.01,0.97,0.02,0.98,0.01,0.97,0.01,0.9,0.02,0.91,0.07,0.96,0.03,0.81,0.07,0.92,0.03
0.68,0.97,0.01,0.99,0.01,1.0,0.0,1.0,0.0,0.96,0.01,0.92,0.06,0.94,0.05,0.84,0.06,0.87,0.05
0.68,0.99,0.0,0.96,0.03,0.94,0.04,0.9,0.04,0.89,0.03,0.91,0.06,0.9,0.07,0.81,0.06,0.82,0.07
0.68,0.98,0.01,1.0,0.0,1.0,0.0,0.99,0.0,1.0,0.0,0.93,0.05,0.92,0.06,0.85,0.05,0.85,0.06
0.68,0.99,0.0,0.99,0.01,0.96,0.02,0.94,0.02,0.96,0.01,0.91,0.06,0.92,0.06,0.81,0.06,0.85,0.06
0.68,0.97,0.01,0.96,0.03,0.98,0.01,0.97,0.01,0.88,0.03,0.9,0.07,0.97,0.02,0.8,0.07,0.94,0.02
0.68,0.99,0.0,0.99,0.0,0.95,0.03,0.93,0.03,0.98,0.0,0.9,0.07,0.94,0.04,0.8,0.07,0.89,0.04
0.68,0.97,0.01,0.93,0.05,0.93,0.05,0.88,0.05,0.84,0.05,0.91,0.07,0.89,0.08,0.81,0.07,0.79,0.08
0.67,0.97,0.01,0.98,0.01,0.99,0.0,0.99,0.0,0.95,0.01,0.92,0.06,0.94,0.04,0.84,0.06,0.87,0.04
