ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.47,0.41,0.2,0.36,0.32,0.55,0.39,0.25,0.39,0.61,0.32,0.69,0.22,0.77,0.12,0.57,0.22,0.81,0.12
0.53,0.61,0.16,0.46,0.39,0.56,0.31,0.49,0.31,0.42,0.39,0.82,0.12,0.64,0.21,0.74,0.12,0.66,0.21
0.6,0.97,0.01,0.93,0.06,0.85,0.05,0.92,0.05,0.69,0.06,0.8,0.13,0.74,0.18,0.7,0.13,0.62,0.18
0.63,0.92,0.04,0.94,0.05,0.54,0.16,0.81,0.16,0.5,0.05,0.85,0.1,0.87,0.1,0.77,0.1,0.71,0.1
0.64,0.87,0.06,0.88,0.12,0.31,0.28,0.68,0.28,0.2,0.12,0.89,0.07,0.96,0.03,0.83,0.07,0.9,0.03
0.65,0.8,0.09,0.8,0.19,0.3,0.36,0.57,0.36,0.13,0.19,0.92,0.05,0.94,0.05,0.86,0.05,0.84,0.05
0.67,0.74,0.12,0.74,0.26,0.32,0.41,0.48,0.41,0.1,0.26,0.95,0.03,0.86,0.11,0.91,0.03,0.65,0.11
0.67,0.71,0.14,0.7,0.29,0.37,0.42,0.45,0.42,0.13,0.29,0.96,0.03,0.88,0.09,0.93,0.03,0.73,0.09
0.68,0.7,0.14,0.69,0.29,0.39,0.42,0.42,0.42,0.18,0.29,0.98,0.01,0.94,0.05,0.96,0.01,0.86,0.05
0.68,0.7,0.14,0.69,0.28,0.43,0.4,0.43,0.4,0.21,0.28,0.98,0.02,0.95,0.04,0.95,0.02,0.89,0.04
0.68,0.69,0.14,0.69,0.28,0.43,0.4,0.42,0.4,0.22,0.28,0.98,0.02,0.96,0.03,0.95,0.02,0.92,0.03
0.68,0.7,0.13,0.7,0.27,0.46,0.38,0.44,0.38,0.23,0.27,0.97,0.02,0.96,0.03,0.94,0.02,0.92,0.03
0.68,0.73,0.12,0.74,0.24,0.5,0.34,0.48,0.34,0.3,0.24,0.96,0.03,0.98,0.01,0.91,0.03,0.97,0.01
0.67,0.76,0.11,0.75,0.22,0.54,0.3,0.53,0.3,0.32,0.22,0.93,0.05,0.99,0.01,0.86,0.05,0.97,0.01
0.68,0.76,0.11,0.76,0.22,0.56,0.29,0.55,0.29,0.32,0.22,0.93,0.05,1.0,0.0,0.85,0.05,1.0,0.0
0.68,0.78,0.1,0.78,0.19,0.61,0.25,0.58,0.25,0.38,0.19,0.92,0.06,0.97,0.02,0.83,0.06,0.94,0.02
0.68,0.79,0.09,0.79,0.19,0.65,0.23,0.6,0.23,0.4,0.19,0.91,0.06,0.97,0.02,0.81,0.06,0.95,0.02
0.68,0.8,0.09,0.79,0.18,0.69,0.2,0.65,0.2,0.43,0.18,0.89,0.08,0.97,0.02,0.78,0.08,0.94,0.02
0.67,0.81,0.08,0.81,0.16,0.72,0.18,0.68,0.18,0.47,0.16,0.88,0.08,0.95,0.03,0.77,0.08,0.9,0.03
0.67,0.82,0.08,0.82,0.16,0.72,0.18,0.68,0.18,0.49,0.16,0.89,0.08,0.94,0.04,0.77,0.08,0.88,0.04
0.67,0.82,0.08,0.83,0.14,0.72,0.17,0.68,0.17,0.54,0.14,0.89,0.08,0.9,0.06,0.78,0.08,0.84,0.06
0.68,0.81,0.08,0.82,0.15,0.7,0.19,0.64,0.19,0.54,0.15,0.91,0.07,0.9,0.07,0.8,0.07,0.82,0.07
