ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.57,0.84,0.07,0.82,0.14,0.53,0.24,0.68,0.24,0.62,0.14,0.86,0.09,0.69,0.18,0.8,0.09,0.7,0.18,0.75,0.19
0.62,0.8,0.09,0.76,0.22,0.44,0.29,0.62,0.29,0.33,0.22,0.87,0.09,0.89,0.07,0.8,0.09,0.84,0.07,0.69,0.26
0.65,0.77,0.11,0.75,0.23,0.4,0.35,0.54,0.35,0.23,0.23,0.92,0.05,0.99,0.0,0.86,0.05,0.99,0.0,0.65,0.29
0.66,0.75,0.12,0.73,0.26,0.39,0.38,0.51,0.38,0.17,0.26,0.93,0.05,0.92,0.06,0.87,0.05,0.83,0.06,0.62,0.32
0.67,0.74,0.12,0.74,0.24,0.39,0.39,0.48,0.39,0.21,0.24,0.95,0.03,0.98,0.02,0.91,0.03,0.95,0.02,0.61,0.32
0.68,0.73,0.13,0.74,0.24,0.43,0.39,0.45,0.39,0.26,0.24,0.97,0.02,0.98,0.01,0.95,0.02,0.96,0.01,0.59,0.32
0.69,0.74,0.12,0.75,0.23,0.51,0.33,0.49,0.33,0.31,0.23,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01,0.62,0.28
0.69,0.74,0.11,0.75,0.22,0.57,0.3,0.51,0.3,0.33,0.22,0.95,0.04,0.99,0.01,0.88,0.04,0.98,0.01,0.63,0.26
0.68,0.76,0.1,0.77,0.2,0.61,0.26,0.55,0.26,0.38,0.2,0.93,0.05,0.97,0.02,0.85,0.05,0.94,0.02,0.66,0.23
0.68,0.78,0.09,0.79,0.18,0.64,0.24,0.6,0.24,0.41,0.18,0.91,0.06,0.96,0.03,0.82,0.06,0.91,0.03,0.7,0.21
0.68,0.79,0.09,0.79,0.19,0.62,0.24,0.6,0.24,0.37,0.19,0.91,0.06,0.98,0.01,0.82,0.06,0.96,0.01,0.7,0.21
0.68,0.79,0.09,0.78,0.19,0.62,0.24,0.6,0.24,0.35,0.19,0.91,0.07,1.0,0.0,0.81,0.07,0.99,0.0,0.69,0.21
0.68,0.79,0.09,0.78,0.19,0.63,0.24,0.6,0.24,0.38,0.19,0.91,0.06,0.98,0.01,0.81,0.06,0.96,0.01,0.69,0.21
0.68,0.79,0.09,0.78,0.19,0.65,0.22,0.62,0.22,0.38,0.19,0.9,0.07,0.99,0.01,0.8,0.07,0.98,0.01,0.7,0.21
0.68,0.8,0.08,0.81,0.16,0.7,0.2,0.64,0.2,0.5,0.16,0.9,0.07,0.92,0.05,0.8,0.07,0.85,0.05,0.73,0.18
0.68,0.81,0.08,0.82,0.15,0.72,0.18,0.65,0.18,0.51,0.15,0.9,0.07,0.93,0.05,0.79,0.07,0.86,0.05,0.73,0.16
0.68,0.81,0.08,0.82,0.15,0.72,0.18,0.65,0.18,0.51,0.15,0.9,0.07,0.93,0.05,0.79,0.07,0.87,0.05,0.73,0.16
0.68,0.81,0.08,0.82,0.15,0.71,0.19,0.65,0.19,0.51,0.15,0.9,0.07,0.92,0.05,0.8,0.07,0.86,0.05,0.73,0.17
0.68,0.8,0.09,0.81,0.16,0.67,0.22,0.62,0.22,0.48,0.16,0.91,0.06,0.92,0.05,0.82,0.06,0.86,0.05,0.72,0.19
0.68,0.79,0.09,0.8,0.17,0.66,0.22,0.61,0.22,0.45,0.17,0.91,0.06,0.94,0.04,0.82,0.06,0.88,0.04,0.71,0.2
0.68,0.79,0.09,0.8,0.17,0.65,0.23,0.6,0.23,0.45,0.17,0.92,0.06,0.94,0.04,0.83,0.06,0.88,0.04,0.7,0.2
0.68,0.79,0.09,0.81,0.17,0.68,0.21,0.61,0.21,0.47,0.17,0.91,0.06,0.94,0.04,0.82,0.06,0.88,0.04,0.71,0.19
0.68,0.79,0.09,0.8,0.17,0.65,0.23,0.59,0.23,0.45,0.17,0.92,0.06,0.94,0.04,0.83,0.06,0.88,0.04,0.7,0.2
0.69,0.78,0.1,0.78,0.19,0.63,0.24,0.59,0.24,0.37,0.19,0.92,0.06,0.99,0.01,0.82,0.06,0.98,0.01,0.69,0.21
0.69,0.78,0.1,0.79,0.19,0.62,0.25,0.58,0.25,0.36,0.19,0.92,0.06,0.99,0.01,0.83,0.06,0.97,0.01,0.69,0.22
0.69,0.78,0.1,0.79,0.19,0.58,0.27,0.56,0.27,0.35,0.19,0.93,0.05,0.98,0.01,0.86,0.05,0.95,0.01,0.68,0.23
0.69,0.78,0.1,0.78,0.19,0.59,0.26,0.58,0.26,0.33,0.19,0.92,0.06,1.0,0.0,0.84,0.06,1.0,0.0,0.68,0.23
0.69,0.79,0.09,0.8,0.18,0.62,0.24,0.6,0.24,0.37,0.18,0.91,0.06,0.99,0.01,0.82,0.06,0.97,0.01,0.7,0.21
0.69,0.79,0.09,0.8,0.17,0.63,0.24,0.6,0.24,0.42,0.17,0.92,0.06,0.95,0.03,0.83,0.06,0.9,0.03,0.7,0.21
0.68,0.79,0.09,0.8,0.17,0.66,0.22,0.61,0.22,0.45,0.17,0.91,0.06,0.94,0.04,0.81,0.06,0.89,0.04,0.71,0.2
0.68,0.79,0.09,0.81,0.16,0.66,0.23,0.6,0.23,0.48,0.16,0.92,0.06,0.92,0.06,0.83,0.06,0.85,0.06,0.71,0.2
0.69,0.79,0.09,0.81,0.16,0.69,0.2,0.62,0.2,0.49,0.16,0.91,0.06,0.93,0.05,0.81,0.06,0.87,0.05,0.72,0.18
0.69,0.79,0.09,0.8,0.17,0.71,0.19,0.63,0.19,0.45,0.17,0.91,0.07,0.96,0.02,0.8,0.07,0.93,0.02,0.72,0.18
0.69,0.78,0.09,0.8,0.17,0.69,0.22,0.58,0.22,0.48,0.17,0.93,0.05,0.93,0.05,0.84,0.05,0.87,0.05,0.69,0.2
0.7,0.78,0.1,0.78,0.19,0.69,0.21,0.6,0.21,0.42,0.19,0.92,0.06,0.98,0.01,0.81,0.06,0.96,0.01,0.69,0.2
0.69,0.79,0.09,0.8,0.18,0.68,0.21,0.61,0.21,0.42,0.18,0.91,0.06,0.97,0.02,0.81,0.06,0.95,0.02,0.71,0.2
0.69,0.79,0.09,0.8,0.18,0.63,0.24,0.6,0.24,0.39,0.18,0.92,0.06,0.97,0.02,0.83,0.06,0.94,0.02,0.7,0.21
0.69,0.79,0.09,0.8,0.18,0.63,0.24,0.59,0.24,0.4,0.18,0.92,0.06,0.97,0.02,0.83,0.06,0.93,0.02,0.7,0.21
0.69,0.79,0.09,0.8,0.18,0.64,0.24,0.59,0.24,0.4,0.18,0.92,0.06,0.97,0.02,0.83,0.06,0.94,0.02,0.7,0.21
0.69,0.78,0.09,0.8,0.18,0.62,0.25,0.58,0.25,0.42,0.18,0.93,0.05,0.94,0.04,0.85,0.05,0.89,0.04,0.69,0.21
0.69,0.78,0.1,0.79,0.18,0.62,0.25,0.58,0.25,0.41,0.18,0.93,0.05,0.95,0.03,0.84,0.05,0.91,0.03,0.69,0.21
0.69,0.79,0.09,0.8,0.17,0.66,0.23,0.59,0.23,0.46,0.17,0.92,0.06,0.94,0.04,0.83,0.06,0.87,0.04,0.7,0.2
0.69,0.8,0.09,0.81,0.16,0.69,0.21,0.62,0.21,0.47,0.16,0.91,0.06,0.94,0.04,0.81,0.06,0.88,0.04,0.72,0.18
0.69,0.8,0.08,0.82,0.15,0.71,0.2,0.63,0.2,0.51,0.15,0.91,0.06,0.93,0.05,0.81,0.06,0.86,0.05,0.72,0.17
0.69,0.81,0.08,0.82,0.15,0.74,0.17,0.66,0.17,0.5,0.15,0.9,0.07,0.94,0.04,0.78,0.07,0.89,0.04,0.74,0.16
0.68,0.81,0.08,0.83,0.14,0.68,0.21,0.63,0.21,0.51,0.14,0.91,0.06,0.91,0.06,0.82,0.06,0.83,0.06,0.73,0.17
0.69,0.8,0.09,0.82,0.16,0.63,0.24,0.6,0.24,0.45,0.16,0.92,0.06,0.93,0.05,0.84,0.06,0.86,0.05,0.71,0.2
0.69,0.8,0.09,0.82,0.16,0.65,0.23,0.61,0.23,0.46,0.16,0.92,0.06,0.93,0.05,0.83,0.06,0.86,0.05,0.71,0.2
0.69,0.79,0.09,0.81,0.17,0.61,0.26,0.57,0.26,0.42,0.17,0.93,0.05,0.94,0.04,0.86,0.05,0.88,0.04,0.69,0.22
0.69,0.78,0.09,0.81,0.17,0.63,0.25,0.57,0.25,0.43,0.17,0.93,0.05,0.95,0.04,0.85,0.05,0.89,0.04,0.69,0.21
