ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.54,0.98,0.01,0.94,0.05,0.95,0.01,0.99,0.01,0.69,0.05,0.77,0.15,0.88,0.06,0.7,0.15,0.89,0.06
0.59,0.91,0.04,0.88,0.12,0.43,0.17,0.81,0.17,0.28,0.12,0.82,0.12,0.96,0.03,0.75,0.12,0.93,0.03
0.63,0.87,0.06,0.87,0.12,0.35,0.26,0.7,0.26,0.25,0.12,0.88,0.08,0.93,0.05,0.81,0.08,0.86,0.05
0.64,0.82,0.09,0.82,0.17,0.29,0.35,0.58,0.35,0.24,0.17,0.92,0.05,0.89,0.08,0.87,0.05,0.79,0.08
0.65,0.79,0.1,0.8,0.19,0.36,0.36,0.54,0.36,0.28,0.19,0.94,0.04,0.89,0.08,0.89,0.04,0.8,0.08
0.67,0.75,0.11,0.76,0.22,0.43,0.37,0.49,0.37,0.31,0.22,0.96,0.03,0.93,0.05,0.92,0.03,0.87,0.05
0.68,0.75,0.11,0.76,0.22,0.48,0.35,0.49,0.35,0.31,0.22,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03
0.68,0.76,0.11,0.78,0.2,0.51,0.32,0.52,0.32,0.35,0.2,0.95,0.03,0.94,0.04,0.9,0.03,0.88,0.04
0.68,0.79,0.09,0.79,0.18,0.6,0.25,0.59,0.25,0.36,0.18,0.92,0.06,0.98,0.01,0.83,0.06,0.97,0.01
0.68,0.8,0.08,0.82,0.16,0.68,0.21,0.63,0.21,0.48,0.16,0.91,0.06,0.93,0.05,0.81,0.06,0.86,0.05
0.68,0.84,0.07,0.85,0.13,0.75,0.16,0.7,0.16,0.56,0.13,0.89,0.08,0.91,0.06,0.77,0.08,0.83,0.06
0.68,0.87,0.05,0.89,0.09,0.81,0.11,0.79,0.11,0.66,0.09,0.87,0.1,0.89,0.08,0.74,0.1,0.79,0.08
0.67,0.91,0.04,0.92,0.07,0.9,0.05,0.89,0.05,0.73,0.07,0.84,0.12,0.89,0.08,0.69,0.12,0.79,0.08
0.67,0.92,0.03,0.94,0.04,0.94,0.03,0.93,0.03,0.82,0.04,0.84,0.12,0.86,0.1,0.69,0.12,0.76,0.1
0.68,0.91,0.04,0.94,0.05,0.92,0.05,0.9,0.05,0.82,0.05,0.85,0.11,0.86,0.1,0.7,0.11,0.74,0.1
0.68,0.9,0.04,0.93,0.06,0.91,0.05,0.89,0.05,0.78,0.06,0.85,0.11,0.87,0.09,0.7,0.11,0.77,0.09
0.68,0.88,0.05,0.91,0.08,0.87,0.08,0.83,0.08,0.71,0.08,0.87,0.1,0.88,0.08,0.72,0.1,0.78,0.08
0.68,0.89,0.04,0.92,0.07,0.88,0.07,0.85,0.07,0.74,0.07,0.86,0.1,0.87,0.09,0.71,0.1,0.77,0.09
0.68,0.9,0.04,0.93,0.06,0.91,0.05,0.89,0.05,0.76,0.06,0.85,0.11,0.88,0.08,0.7,0.11,0.77,0.08
0.69,0.9,0.04,0.92,0.06,0.89,0.07,0.86,0.07,0.74,0.06,0.86,0.1,0.88,0.08,0.71,0.1,0.77,0.08
0.69,0.88,0.05,0.91,0.08,0.9,0.06,0.86,0.06,0.71,0.08,0.86,0.11,0.89,0.07,0.7,0.11,0.8,0.07
0.69,0.86,0.06,0.88,0.1,0.83,0.11,0.78,0.11,0.62,0.1,0.88,0.09,0.91,0.06,0.73,0.09,0.83,0.06
0.69,0.84,0.07,0.87,0.11,0.75,0.16,0.7,0.16,0.6,0.11,0.9,0.07,0.9,0.07,0.78,0.07,0.8,0.07
0.69,0.83,0.07,0.85,0.13,0.77,0.15,0.7,0.15,0.56,0.13,0.89,0.08,0.92,0.06,0.77,0.08,0.84,0.06
