ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.63,0.62,0.19,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.0,0.0,1.0,0.99,0.0,0.0,1.0
0.64,0.78,0.11,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.97,0.02,0.0,1.0,0.95,0.02,0.0,1.0
0.65,0.76,0.12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.01,0.0,1.0,0.98,0.01,0.0,1.0
0.66,0.72,0.14,0.73,0.26,0.07,0.57,0.41,0.57,0.04,0.26,0.99,0.01,0.99,0.0,0.98,0.01,0.99,0.0
0.67,0.71,0.14,0.71,0.28,0.19,0.53,0.4,0.53,0.09,0.28,0.99,0.0,0.94,0.04,0.99,0.0,0.86,0.04
0.67,0.68,0.15,0.67,0.32,0.25,0.51,0.38,0.51,0.1,0.32,1.0,0.0,0.89,0.08,1.0,0.0,0.75,0.08
0.68,0.69,0.15,0.68,0.3,0.34,0.45,0.41,0.45,0.14,0.3,0.98,0.01,0.9,0.07,0.97,0.01,0.78,0.07
0.68,0.73,0.12,0.73,0.25,0.43,0.38,0.48,0.38,0.22,0.25,0.96,0.03,0.97,0.02,0.91,0.03,0.94,0.02
0.67,0.77,0.11,0.77,0.21,0.5,0.32,0.53,0.32,0.33,0.21,0.94,0.04,0.95,0.03,0.87,0.04,0.91,0.03
0.68,0.81,0.09,0.81,0.16,0.62,0.23,0.63,0.23,0.42,0.16,0.91,0.07,0.95,0.04,0.81,0.07,0.89,0.04
0.67,0.84,0.07,0.85,0.13,0.71,0.17,0.71,0.17,0.52,0.13,0.88,0.09,0.92,0.06,0.77,0.09,0.85,0.06
0.67,0.87,0.06,0.88,0.1,0.78,0.13,0.77,0.13,0.61,0.1,0.87,0.09,0.89,0.07,0.75,0.09,0.81,0.07
