ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.54,0.98,0.01,0.94,0.06,0.67,0.02,0.97,0.02,0.29,0.06,0.77,0.15,0.88,0.07,0.71,0.15,0.86,0.07
0.54,0.97,0.01,0.93,0.07,0.73,0.03,0.97,0.03,0.32,0.07,0.77,0.15,0.89,0.06,0.71,0.15,0.88,0.06
0.56,0.96,0.02,0.92,0.08,0.71,0.05,0.94,0.05,0.38,0.08,0.78,0.14,0.97,0.02,0.71,0.14,0.96,0.02
0.59,0.91,0.04,0.88,0.11,0.61,0.12,0.85,0.12,0.42,0.11,0.81,0.13,0.92,0.05,0.73,0.13,0.88,0.05
0.63,0.8,0.09,0.76,0.21,0.53,0.26,0.64,0.26,0.37,0.21,0.87,0.09,0.93,0.05,0.78,0.09,0.89,0.05
0.65,0.69,0.13,0.67,0.28,0.55,0.32,0.47,0.32,0.34,0.28,0.93,0.05,0.96,0.02,0.86,0.05,0.94,0.02
0.66,0.62,0.16,0.62,0.3,0.59,0.33,0.37,0.33,0.42,0.3,0.99,0.01,0.92,0.05,0.98,0.01,0.88,0.05
0.66,0.6,0.16,0.62,0.28,0.63,0.31,0.34,0.31,0.48,0.28,0.99,0.01,0.89,0.07,0.97,0.01,0.85,0.07
0.66,0.57,0.17,0.6,0.3,0.63,0.32,0.29,0.32,0.46,0.3,0.96,0.03,0.91,0.06,0.9,0.03,0.87,0.06
0.67,0.58,0.17,0.6,0.31,0.62,0.33,0.31,0.33,0.42,0.31,0.97,0.02,0.93,0.05,0.92,0.02,0.89,0.05
0.68,0.63,0.15,0.66,0.27,0.57,0.36,0.33,0.36,0.43,0.27,0.97,0.02,0.9,0.07,0.91,0.02,0.84,0.07
0.68,0.65,0.15,0.66,0.28,0.56,0.35,0.38,0.35,0.37,0.28,1.0,0.0,0.95,0.03,1.0,0.0,0.92,0.03
0.68,0.68,0.14,0.68,0.28,0.51,0.36,0.42,0.36,0.29,0.28,0.97,0.02,1.0,0.0,0.94,0.02,1.0,0.0
0.69,0.71,0.13,0.72,0.26,0.45,0.39,0.43,0.39,0.26,0.26,0.99,0.01,0.99,0.0,0.97,0.01,0.99,0.0
0.68,0.74,0.12,0.74,0.24,0.46,0.35,0.5,0.35,0.23,0.24,0.95,0.04,0.96,0.03,0.89,0.04,0.91,0.03
0.68,0.75,0.12,0.75,0.24,0.43,0.36,0.5,0.36,0.2,0.24,0.95,0.04,0.94,0.04,0.89,0.04,0.87,0.04
0.67,0.77,0.11,0.76,0.22,0.4,0.36,0.53,0.36,0.19,0.22,0.93,0.04,0.94,0.04,0.88,0.04,0.87,0.04
0.66,0.78,0.1,0.78,0.21,0.39,0.35,0.55,0.35,0.2,0.21,0.93,0.05,0.97,0.02,0.87,0.05,0.93,0.02
0.66,0.79,0.1,0.79,0.2,0.4,0.34,0.57,0.34,0.25,0.2,0.92,0.05,0.96,0.03,0.86,0.05,0.93,0.03
0.66,0.8,0.09,0.8,0.19,0.44,0.31,0.58,0.31,0.28,0.19,0.91,0.06,0.96,0.03,0.85,0.06,0.92,0.03
0.67,0.81,0.09,0.8,0.18,0.55,0.26,0.63,0.26,0.31,0.18,0.89,0.07,0.99,0.0,0.81,0.07,0.99,0.0
0.66,0.81,0.08,0.8,0.18,0.63,0.22,0.66,0.22,0.36,0.18,0.88,0.08,0.99,0.0,0.78,0.08,0.99,0.0
0.67,0.81,0.08,0.81,0.17,0.68,0.2,0.66,0.2,0.44,0.17,0.89,0.08,0.96,0.03,0.78,0.08,0.92,0.03
0.68,0.81,0.08,0.82,0.16,0.73,0.17,0.68,0.17,0.5,0.16,0.89,0.08,0.94,0.04,0.77,0.08,0.88,0.04
0.68,0.81,0.08,0.82,0.15,0.75,0.16,0.68,0.16,0.55,0.15,0.89,0.08,0.91,0.06,0.77,0.08,0.85,0.06
0.68,0.82,0.07,0.83,0.14,0.78,0.15,0.69,0.15,0.59,0.14,0.89,0.08,0.9,0.06,0.76,0.08,0.83,0.06
0.68,0.83,0.07,0.85,0.12,0.8,0.14,0.7,0.14,0.65,0.12,0.89,0.08,0.88,0.08,0.76,0.08,0.8,0.08
0.67,0.83,0.06,0.87,0.1,0.82,0.13,0.71,0.13,0.71,0.1,0.9,0.08,0.85,0.1,0.77,0.08,0.77,0.1
0.68,0.84,0.06,0.88,0.09,0.81,0.13,0.7,0.13,0.73,0.09,0.91,0.07,0.84,0.11,0.79,0.07,0.75,0.11
0.68,0.83,0.07,0.87,0.1,0.8,0.13,0.7,0.13,0.7,0.1,0.9,0.07,0.85,0.1,0.78,0.07,0.76,0.1
0.68,0.82,0.07,0.83,0.13,0.81,0.13,0.72,0.13,0.59,0.13,0.89,0.09,0.91,0.06,0.74,0.09,0.85,0.06
0.69,0.81,0.08,0.81,0.16,0.77,0.15,0.68,0.15,0.52,0.16,0.89,0.08,0.94,0.04,0.76,0.08,0.89,0.04
0.69,0.8,0.08,0.81,0.16,0.72,0.19,0.65,0.19,0.48,0.16,0.9,0.07,0.95,0.04,0.79,0.07,0.89,0.04
0.68,0.83,0.07,0.84,0.14,0.73,0.17,0.7,0.17,0.5,0.14,0.89,0.08,0.94,0.04,0.77,0.08,0.88,0.04
0.68,0.82,0.08,0.82,0.16,0.64,0.22,0.64,0.22,0.42,0.16,0.9,0.07,0.95,0.03,0.81,0.07,0.9,0.03
0.67,0.81,0.08,0.82,0.16,0.58,0.25,0.62,0.25,0.38,0.16,0.91,0.06,0.95,0.03,0.82,0.06,0.9,0.03
0.67,0.81,0.08,0.82,0.17,0.58,0.25,0.63,0.25,0.36,0.17,0.9,0.07,0.97,0.02,0.82,0.07,0.94,0.02
0.67,0.81,0.09,0.81,0.17,0.57,0.25,0.63,0.25,0.33,0.17,0.9,0.07,0.99,0.0,0.82,0.07,0.98,0.0
0.67,0.81,0.09,0.81,0.17,0.58,0.25,0.63,0.25,0.35,0.17,0.9,0.07,0.98,0.01,0.81,0.07,0.96,0.01
0.68,0.79,0.09,0.8,0.18,0.57,0.27,0.59,0.27,0.35,0.18,0.92,0.06,0.97,0.02,0.84,0.06,0.94,0.02
0.68,0.79,0.09,0.8,0.18,0.57,0.27,0.58,0.27,0.36,0.18,0.92,0.05,0.97,0.02,0.84,0.05,0.94,0.02
0.68,0.79,0.09,0.8,0.18,0.58,0.26,0.58,0.26,0.38,0.18,0.92,0.05,0.95,0.03,0.84,0.05,0.91,0.03
0.68,0.78,0.09,0.8,0.18,0.59,0.26,0.58,0.26,0.4,0.18,0.93,0.05,0.95,0.04,0.85,0.05,0.9,0.04
0.69,0.78,0.1,0.79,0.19,0.62,0.25,0.57,0.25,0.39,0.19,0.93,0.05,0.96,0.02,0.85,0.05,0.93,0.02
0.69,0.78,0.1,0.79,0.19,0.64,0.24,0.58,0.24,0.4,0.19,0.92,0.05,0.97,0.02,0.83,0.05,0.94,0.02
0.69,0.78,0.1,0.79,0.18,0.66,0.23,0.58,0.23,0.43,0.18,0.92,0.05,0.95,0.03,0.83,0.05,0.91,0.03
0.69,0.78,0.09,0.79,0.18,0.67,0.23,0.58,0.23,0.44,0.18,0.92,0.06,0.95,0.03,0.83,0.06,0.9,0.03
0.69,0.78,0.09,0.79,0.18,0.68,0.22,0.6,0.22,0.44,0.18,0.92,0.06,0.95,0.03,0.82,0.06,0.91,0.03
0.69,0.79,0.09,0.8,0.17,0.7,0.2,0.62,0.2,0.45,0.17,0.91,0.07,0.96,0.03,0.8,0.07,0.92,0.03
0.7,0.8,0.09,0.82,0.16,0.7,0.2,0.63,0.2,0.46,0.16,0.91,0.06,0.96,0.03,0.81,0.06,0.91,0.03
