ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.55,0.89,0.05,0.88,0.1,0.39,0.21,0.75,0.21,0.59,0.1,0.85,0.09,0.61,0.23,0.81,0.09,0.64,0.23
0.53,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.54,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.12,0.0,1.0,0.76,0.12,0.0,1.0
0.56,0.98,0.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.82,0.11,0.0,1.0,0.78,0.11,0.0,1.0
0.58,0.94,0.03,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.86,0.09,0.0,1.0,0.82,0.09,0.0,1.0
0.6,0.92,0.04,0.0,1.0,0.02,0.24,0.75,0.24,0.0,1.0,0.89,0.07,0.0,1.0,0.85,0.07,0.0,1.0
0.6,0.91,0.05,0.0,1.0,0.04,0.26,0.74,0.26,0.0,1.0,0.89,0.07,0.0,1.0,0.85,0.07,0.0,1.0
0.61,0.87,0.06,0.88,0.12,0.1,0.31,0.68,0.31,0.06,0.12,0.9,0.07,0.98,0.02,0.85,0.07,0.94,0.02
0.62,0.86,0.07,0.85,0.15,0.28,0.28,0.69,0.28,0.05,0.15,0.88,0.07,0.8,0.18,0.83,0.07,0.34,0.18
0.63,0.83,0.08,0.82,0.18,0.32,0.31,0.64,0.31,0.14,0.18,0.9,0.06,0.92,0.06,0.85,0.06,0.81,0.06
0.63,0.84,0.08,0.82,0.17,0.41,0.28,0.66,0.28,0.22,0.17,0.89,0.07,0.97,0.03,0.83,0.07,0.92,0.03
