ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.63,0.76,0.1,0.74,0.19,0.69,0.21,0.61,0.21,0.56,0.19,0.89,0.07,0.88,0.07,0.81,0.07,0.84,0.07
0.63,0.84,0.08,0.82,0.18,0.38,0.27,0.68,0.27,0.13,0.18,0.88,0.08,0.86,0.11,0.82,0.08,0.65,0.11
0.63,0.83,0.08,0.81,0.18,0.38,0.29,0.65,0.29,0.15,0.18,0.89,0.07,0.9,0.08,0.83,0.07,0.75,0.08
0.66,0.78,0.1,0.77,0.22,0.42,0.33,0.56,0.33,0.2,0.22,0.93,0.05,0.94,0.05,0.88,0.05,0.85,0.05
0.65,0.79,0.1,0.78,0.2,0.42,0.33,0.57,0.33,0.24,0.2,0.93,0.05,0.98,0.01,0.88,0.05,0.97,0.01
0.66,0.82,0.08,0.81,0.17,0.57,0.24,0.65,0.24,0.37,0.17,0.9,0.07,0.98,0.02,0.83,0.07,0.95,0.02
0.65,0.85,0.06,0.85,0.13,0.69,0.17,0.73,0.17,0.5,0.13,0.88,0.08,0.93,0.04,0.79,0.08,0.87,0.04
0.66,0.9,0.04,0.91,0.08,0.88,0.06,0.88,0.06,0.69,0.08,0.85,0.11,0.91,0.06,0.72,0.11,0.83,0.06
0.66,0.89,0.04,0.89,0.09,0.88,0.07,0.86,0.07,0.68,0.09,0.85,0.11,0.91,0.06,0.72,0.11,0.84,0.06
0.66,0.91,0.04,0.92,0.06,0.93,0.04,0.91,0.04,0.78,0.06,0.85,0.11,0.89,0.08,0.71,0.11,0.8,0.08
0.66,0.9,0.04,0.92,0.06,0.91,0.05,0.88,0.05,0.8,0.06,0.86,0.1,0.87,0.09,0.73,0.1,0.78,0.09
0.66,0.92,0.03,0.93,0.05,0.95,0.03,0.94,0.03,0.81,0.05,0.84,0.12,0.88,0.08,0.7,0.12,0.79,0.08
0.66,0.9,0.04,0.92,0.06,0.9,0.06,0.87,0.06,0.78,0.06,0.86,0.1,0.87,0.09,0.73,0.1,0.79,0.09
0.67,0.92,0.03,0.95,0.04,0.92,0.05,0.9,0.05,0.85,0.04,0.86,0.1,0.86,0.1,0.73,0.1,0.75,0.1
