ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.64,0.63,0.19,0.62,0.38,0.02,0.69,0.3,0.69,0.01,0.38,0.93,0.05,0.99,0.01,0.88,0.05,0.98,0.01,0.46,0.53
0.66,0.67,0.15,0.66,0.33,0.3,0.48,0.39,0.48,0.12,0.33,1.0,0.0,0.88,0.09,1.0,0.0,0.74,0.09,0.53,0.41
0.67,0.77,0.11,0.78,0.2,0.47,0.33,0.52,0.33,0.3,0.2,0.96,0.03,0.98,0.01,0.92,0.03,0.95,0.01,0.65,0.27
0.67,0.82,0.08,0.82,0.16,0.68,0.19,0.67,0.19,0.43,0.16,0.9,0.07,0.98,0.01,0.81,0.07,0.96,0.01,0.74,0.17
0.67,0.85,0.06,0.86,0.12,0.76,0.14,0.74,0.14,0.59,0.12,0.89,0.08,0.92,0.06,0.78,0.08,0.84,0.06,0.8,0.13
0.67,0.87,0.06,0.88,0.1,0.79,0.12,0.77,0.12,0.62,0.1,0.88,0.09,0.92,0.06,0.77,0.09,0.84,0.06,0.82,0.11
0.67,0.88,0.05,0.89,0.09,0.85,0.09,0.83,0.09,0.64,0.09,0.86,0.1,0.92,0.05,0.74,0.1,0.85,0.05,0.86,0.09
0.67,0.9,0.04,0.9,0.08,0.88,0.07,0.87,0.07,0.67,0.08,0.85,0.11,0.92,0.05,0.72,0.11,0.85,0.05,0.89,0.08
0.67,0.9,0.04,0.9,0.08,0.9,0.05,0.89,0.05,0.7,0.08,0.85,0.11,0.92,0.06,0.71,0.11,0.84,0.06,0.9,0.07
0.67,0.91,0.04,0.91,0.07,0.93,0.04,0.92,0.04,0.73,0.07,0.84,0.12,0.91,0.06,0.7,0.12,0.84,0.06,0.92,0.06
0.67,0.93,0.03,0.95,0.04,0.95,0.03,0.94,0.03,0.83,0.04,0.85,0.11,0.88,0.09,0.71,0.11,0.78,0.09,0.94,0.04
0.67,0.93,0.03,0.94,0.05,0.97,0.02,0.96,0.02,0.81,0.05,0.84,0.12,0.89,0.08,0.69,0.12,0.8,0.08,0.95,0.04
0.67,0.93,0.03,0.95,0.04,0.95,0.03,0.94,0.03,0.86,0.04,0.85,0.11,0.87,0.09,0.71,0.11,0.76,0.09,0.94,0.04
0.67,0.93,0.03,0.95,0.04,0.96,0.03,0.94,0.03,0.86,0.04,0.85,0.11,0.87,0.09,0.71,0.11,0.76,0.09,0.94,0.04
0.66,0.93,0.03,0.95,0.04,0.95,0.03,0.94,0.03,0.86,0.04,0.85,0.11,0.86,0.09,0.71,0.11,0.76,0.09,0.94,0.04
0.67,0.92,0.03,0.94,0.05,0.93,0.04,0.91,0.04,0.83,0.05,0.85,0.11,0.87,0.09,0.72,0.11,0.77,0.09,0.93,0.04
0.67,0.92,0.03,0.94,0.04,0.94,0.04,0.92,0.04,0.83,0.04,0.85,0.11,0.87,0.09,0.71,0.11,0.77,0.09,0.93,0.04
0.67,0.92,0.03,0.94,0.05,0.93,0.04,0.91,0.04,0.81,0.05,0.85,0.11,0.88,0.09,0.72,0.11,0.78,0.09,0.93,0.04
0.66,0.92,0.03,0.93,0.05,0.94,0.04,0.92,0.04,0.79,0.05,0.85,0.11,0.89,0.08,0.71,0.11,0.79,0.08,0.93,0.04
0.67,0.91,0.04,0.94,0.05,0.91,0.05,0.89,0.05,0.81,0.05,0.86,0.1,0.87,0.09,0.73,0.1,0.77,0.09,0.92,0.05
0.67,0.89,0.04,0.91,0.07,0.88,0.07,0.85,0.07,0.74,0.07,0.86,0.1,0.88,0.08,0.73,0.1,0.8,0.08,0.88,0.07
0.67,0.88,0.05,0.9,0.08,0.87,0.08,0.84,0.08,0.72,0.08,0.87,0.1,0.89,0.08,0.74,0.1,0.81,0.08,0.87,0.08
0.67,0.89,0.04,0.91,0.07,0.88,0.07,0.85,0.07,0.75,0.07,0.87,0.1,0.88,0.08,0.74,0.1,0.79,0.08,0.88,0.07
0.67,0.9,0.04,0.92,0.07,0.89,0.07,0.86,0.07,0.76,0.07,0.87,0.1,0.88,0.08,0.74,0.1,0.78,0.08,0.89,0.07
0.67,0.9,0.04,0.92,0.06,0.89,0.06,0.86,0.06,0.77,0.06,0.86,0.1,0.88,0.08,0.73,0.1,0.78,0.08,0.89,0.06
0.67,0.9,0.04,0.92,0.06,0.89,0.06,0.86,0.06,0.78,0.06,0.86,0.1,0.87,0.09,0.74,0.1,0.78,0.09,0.89,0.06
0.67,0.9,0.04,0.91,0.07,0.9,0.06,0.88,0.06,0.73,0.07,0.85,0.11,0.9,0.07,0.72,0.11,0.82,0.07,0.9,0.07
0.66,0.91,0.04,0.91,0.07,0.91,0.05,0.89,0.05,0.75,0.07,0.85,0.11,0.89,0.07,0.72,0.11,0.81,0.07,0.9,0.06
0.67,0.9,0.04,0.9,0.08,0.89,0.06,0.88,0.06,0.7,0.08,0.85,0.11,0.91,0.06,0.72,0.11,0.83,0.06,0.89,0.07
0.67,0.89,0.04,0.89,0.09,0.87,0.07,0.86,0.07,0.68,0.09,0.86,0.1,0.91,0.06,0.73,0.1,0.84,0.06,0.88,0.08
0.67,0.91,0.04,0.92,0.07,0.89,0.06,0.88,0.06,0.73,0.07,0.86,0.1,0.9,0.07,0.73,0.1,0.8,0.07,0.9,0.07
0.67,0.91,0.04,0.92,0.06,0.9,0.06,0.89,0.06,0.76,0.06,0.85,0.11,0.89,0.08,0.73,0.11,0.8,0.08,0.91,0.06
0.67,0.91,0.04,0.93,0.06,0.91,0.06,0.88,0.06,0.79,0.06,0.86,0.1,0.88,0.09,0.73,0.1,0.78,0.09,0.91,0.06
0.67,0.9,0.04,0.92,0.06,0.9,0.06,0.88,0.06,0.77,0.06,0.86,0.1,0.88,0.08,0.73,0.1,0.79,0.08,0.9,0.06
0.67,0.9,0.04,0.91,0.07,0.88,0.07,0.87,0.07,0.73,0.07,0.86,0.1,0.89,0.07,0.73,0.1,0.8,0.07,0.89,0.07
0.67,0.9,0.04,0.9,0.08,0.9,0.06,0.88,0.06,0.71,0.08,0.85,0.11,0.91,0.06,0.72,0.11,0.83,0.06,0.89,0.07
0.67,0.91,0.04,0.93,0.06,0.9,0.05,0.89,0.05,0.77,0.06,0.86,0.1,0.89,0.08,0.73,0.1,0.79,0.08,0.91,0.06
0.67,0.91,0.04,0.92,0.07,0.9,0.06,0.89,0.06,0.74,0.07,0.85,0.11,0.9,0.07,0.72,0.11,0.81,0.07,0.91,0.07
0.67,0.89,0.04,0.9,0.08,0.87,0.07,0.86,0.07,0.69,0.08,0.86,0.1,0.91,0.06,0.73,0.1,0.83,0.06,0.88,0.08
0.67,0.89,0.04,0.9,0.08,0.88,0.07,0.86,0.07,0.69,0.08,0.86,0.1,0.91,0.06,0.73,0.1,0.83,0.06,0.88,0.08
0.67,0.9,0.04,0.91,0.08,0.89,0.06,0.87,0.06,0.71,0.08,0.85,0.11,0.9,0.07,0.72,0.11,0.82,0.07,0.89,0.07
0.67,0.89,0.04,0.9,0.08,0.88,0.07,0.86,0.07,0.71,0.08,0.86,0.1,0.9,0.07,0.73,0.1,0.82,0.07,0.88,0.08
0.67,0.9,0.04,0.91,0.07,0.9,0.06,0.88,0.06,0.73,0.07,0.85,0.11,0.9,0.07,0.72,0.11,0.82,0.07,0.9,0.07
0.67,0.9,0.04,0.92,0.07,0.86,0.08,0.85,0.08,0.74,0.07,0.86,0.1,0.89,0.08,0.74,0.1,0.79,0.08,0.89,0.08
0.67,0.88,0.05,0.89,0.09,0.83,0.1,0.82,0.1,0.64,0.09,0.87,0.1,0.92,0.06,0.75,0.1,0.84,0.06,0.85,0.1
0.67,0.9,0.04,0.91,0.07,0.86,0.08,0.84,0.08,0.72,0.07,0.87,0.1,0.89,0.08,0.75,0.1,0.79,0.08,0.88,0.08
0.67,0.9,0.04,0.9,0.08,0.88,0.07,0.87,0.07,0.71,0.08,0.85,0.11,0.9,0.07,0.72,0.11,0.82,0.07,0.89,0.08
0.67,0.89,0.04,0.9,0.08,0.86,0.08,0.84,0.08,0.71,0.08,0.86,0.1,0.9,0.07,0.74,0.1,0.81,0.07,0.87,0.08
0.67,0.89,0.05,0.9,0.08,0.87,0.08,0.85,0.08,0.69,0.08,0.86,0.1,0.91,0.06,0.73,0.1,0.83,0.06,0.88,0.08
0.67,0.89,0.04,0.91,0.07,0.85,0.08,0.84,0.08,0.72,0.07,0.87,0.1,0.89,0.08,0.75,0.1,0.79,0.08,0.88,0.08
