ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.6,0.92,0.03,0.92,0.06,0.86,0.07,0.87,0.07,0.83,0.06,0.84,0.11,0.81,0.12,0.75,0.11,0.76,0.12
0.59,0.91,0.04,0.9,0.1,0.25,0.2,0.79,0.2,0.1,0.1,0.85,0.09,0.92,0.07,0.8,0.09,0.76,0.07
0.61,0.89,0.05,0.88,0.12,0.23,0.24,0.75,0.24,0.03,0.12,0.87,0.08,0.79,0.19,0.81,0.08,0.28,0.19
0.63,0.85,0.07,0.83,0.16,0.3,0.28,0.68,0.28,0.06,0.16,0.88,0.07,0.81,0.17,0.83,0.07,0.43,0.17
0.63,0.84,0.08,0.83,0.17,0.3,0.3,0.66,0.3,0.08,0.17,0.89,0.07,0.84,0.14,0.84,0.07,0.53,0.14
0.64,0.82,0.08,0.82,0.18,0.35,0.31,0.62,0.31,0.14,0.18,0.91,0.06,0.91,0.07,0.86,0.06,0.75,0.07
0.64,0.83,0.08,0.82,0.17,0.41,0.29,0.63,0.29,0.23,0.17,0.91,0.06,0.99,0.01,0.85,0.06,0.97,0.01
0.65,0.84,0.07,0.83,0.15,0.58,0.21,0.7,0.21,0.32,0.15,0.88,0.08,0.98,0.02,0.81,0.08,0.95,0.02
0.66,0.84,0.07,0.84,0.15,0.63,0.2,0.68,0.2,0.42,0.15,0.9,0.07,0.97,0.02,0.81,0.07,0.93,0.02
0.67,0.85,0.06,0.84,0.13,0.78,0.13,0.75,0.13,0.56,0.13,0.88,0.09,0.94,0.04,0.76,0.09,0.88,0.04
0.67,0.85,0.06,0.85,0.12,0.86,0.09,0.81,0.09,0.61,0.12,0.86,0.1,0.94,0.04,0.72,0.1,0.89,0.04
0.67,0.89,0.04,0.89,0.08,0.91,0.05,0.88,0.05,0.72,0.08,0.85,0.11,0.91,0.06,0.71,0.11,0.83,0.06
0.67,0.89,0.04,0.89,0.09,0.91,0.05,0.88,0.05,0.7,0.09,0.85,0.11,0.92,0.06,0.71,0.11,0.85,0.06
0.66,0.91,0.04,0.91,0.07,0.93,0.04,0.92,0.04,0.76,0.07,0.84,0.11,0.9,0.07,0.7,0.11,0.82,0.07
0.66,0.93,0.03,0.96,0.03,0.95,0.03,0.94,0.03,0.87,0.03,0.85,0.11,0.86,0.1,0.71,0.11,0.76,0.1
0.66,0.92,0.03,0.96,0.03,0.91,0.05,0.89,0.05,0.89,0.03,0.87,0.1,0.83,0.11,0.74,0.1,0.73,0.11
