ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.57,0.92,0.04,0.87,0.11,0.75,0.08,0.89,0.08,0.55,0.11,0.8,0.13,0.91,0.05,0.73,0.13,0.89,0.05
0.59,0.94,0.03,0.94,0.06,0.54,0.12,0.86,0.12,0.49,0.06,0.84,0.1,0.87,0.09,0.78,0.1,0.76,0.09
0.63,0.9,0.05,0.9,0.09,0.64,0.15,0.79,0.15,0.52,0.09,0.86,0.09,0.9,0.07,0.78,0.09,0.82,0.07
0.65,0.84,0.07,0.84,0.14,0.62,0.21,0.68,0.21,0.48,0.14,0.89,0.07,0.91,0.06,0.82,0.07,0.84,0.06
0.65,0.83,0.08,0.84,0.14,0.56,0.24,0.65,0.24,0.42,0.14,0.91,0.06,0.93,0.05,0.84,0.06,0.86,0.05
0.66,0.84,0.07,0.84,0.14,0.66,0.2,0.68,0.2,0.5,0.14,0.9,0.07,0.92,0.05,0.82,0.07,0.85,0.05
0.66,0.86,0.06,0.86,0.11,0.76,0.14,0.75,0.14,0.6,0.11,0.88,0.09,0.91,0.06,0.78,0.09,0.83,0.06
0.66,0.88,0.05,0.89,0.09,0.83,0.1,0.81,0.1,0.69,0.09,0.87,0.09,0.89,0.07,0.75,0.09,0.81,0.07
0.66,0.87,0.05,0.88,0.1,0.84,0.1,0.81,0.1,0.67,0.1,0.87,0.1,0.9,0.07,0.75,0.1,0.83,0.07
0.66,0.89,0.04,0.9,0.08,0.88,0.07,0.85,0.07,0.74,0.08,0.86,0.1,0.88,0.08,0.73,0.1,0.8,0.08
0.67,0.87,0.05,0.89,0.09,0.84,0.1,0.78,0.1,0.72,0.09,0.88,0.09,0.88,0.08,0.76,0.09,0.79,0.08
0.66,0.88,0.05,0.89,0.08,0.85,0.09,0.82,0.09,0.72,0.08,0.87,0.09,0.88,0.08,0.75,0.09,0.8,0.08
0.66,0.86,0.06,0.87,0.1,0.82,0.11,0.77,0.11,0.68,0.1,0.88,0.09,0.89,0.08,0.77,0.09,0.81,0.08
0.66,0.88,0.05,0.9,0.08,0.85,0.09,0.82,0.09,0.72,0.08,0.87,0.09,0.88,0.08,0.75,0.09,0.8,0.08
0.66,0.9,0.04,0.92,0.06,0.9,0.06,0.87,0.06,0.78,0.06,0.86,0.1,0.87,0.09,0.73,0.1,0.78,0.09
0.66,0.9,0.04,0.91,0.07,0.9,0.06,0.87,0.06,0.76,0.07,0.86,0.1,0.88,0.08,0.72,0.1,0.8,0.08
0.66,0.89,0.04,0.92,0.06,0.88,0.07,0.84,0.07,0.81,0.06,0.87,0.09,0.85,0.1,0.75,0.09,0.76,0.1
0.67,0.88,0.05,0.91,0.07,0.86,0.09,0.81,0.09,0.77,0.07,0.88,0.09,0.87,0.09,0.76,0.09,0.77,0.09
0.67,0.92,0.03,0.95,0.04,0.91,0.05,0.89,0.05,0.86,0.04,0.86,0.1,0.85,0.1,0.74,0.1,0.74,0.1
0.67,0.93,0.03,0.96,0.03,0.93,0.04,0.92,0.04,0.87,0.03,0.85,0.1,0.86,0.1,0.73,0.1,0.74,0.1
0.67,0.93,0.03,0.97,0.03,0.95,0.03,0.94,0.03,0.89,0.03,0.85,0.11,0.86,0.1,0.72,0.11,0.74,0.1
0.67,0.91,0.04,0.94,0.05,0.91,0.05,0.88,0.05,0.81,0.05,0.86,0.1,0.87,0.09,0.73,0.1,0.77,0.09
0.67,0.9,0.04,0.93,0.05,0.89,0.07,0.86,0.07,0.82,0.05,0.87,0.09,0.86,0.1,0.75,0.09,0.75,0.1
0.66,0.92,0.03,0.95,0.04,0.9,0.06,0.88,0.06,0.87,0.04,0.87,0.1,0.84,0.11,0.74,0.1,0.74,0.11
0.67,0.92,0.03,0.96,0.03,0.91,0.06,0.88,0.06,0.88,0.03,0.87,0.09,0.84,0.11,0.74,0.09,0.73,0.11
0.67,0.94,0.03,0.97,0.02,0.95,0.03,0.94,0.03,0.91,0.02,0.86,0.1,0.85,0.11,0.72,0.1,0.73,0.11
0.67,0.93,0.03,0.97,0.02,0.91,0.05,0.9,0.05,0.9,0.02,0.86,0.1,0.85,0.11,0.74,0.1,0.71,0.11
0.67,0.94,0.03,0.98,0.02,0.92,0.04,0.91,0.04,0.93,0.02,0.87,0.1,0.84,0.12,0.74,0.1,0.7,0.12
0.67,0.93,0.03,0.98,0.02,0.9,0.06,0.88,0.06,0.93,0.02,0.87,0.09,0.83,0.12,0.75,0.09,0.7,0.12
0.67,0.92,0.03,0.96,0.03,0.88,0.07,0.85,0.07,0.88,0.03,0.88,0.09,0.83,0.12,0.76,0.09,0.71,0.12
0.67,0.92,0.03,0.97,0.02,0.89,0.06,0.87,0.06,0.9,0.02,0.88,0.09,0.83,0.12,0.76,0.09,0.71,0.12
0.67,0.91,0.04,0.94,0.05,0.87,0.08,0.85,0.08,0.82,0.05,0.87,0.09,0.85,0.1,0.76,0.09,0.74,0.1
0.67,0.87,0.05,0.89,0.09,0.8,0.12,0.77,0.12,0.66,0.09,0.88,0.08,0.9,0.07,0.78,0.08,0.8,0.07
0.66,0.88,0.05,0.91,0.07,0.83,0.1,0.8,0.1,0.74,0.07,0.88,0.09,0.87,0.09,0.77,0.09,0.77,0.09
0.67,0.86,0.06,0.89,0.09,0.8,0.12,0.75,0.12,0.7,0.09,0.89,0.08,0.88,0.09,0.79,0.08,0.78,0.09
0.67,0.88,0.05,0.9,0.08,0.81,0.11,0.8,0.11,0.68,0.08,0.88,0.09,0.89,0.08,0.77,0.09,0.79,0.08
0.67,0.91,0.04,0.95,0.04,0.84,0.09,0.84,0.09,0.8,0.04,0.88,0.09,0.86,0.1,0.77,0.09,0.73,0.1
0.67,0.89,0.04,0.92,0.06,0.8,0.11,0.8,0.11,0.71,0.06,0.88,0.08,0.88,0.08,0.78,0.08,0.77,0.08
0.67,0.91,0.04,0.96,0.03,0.85,0.09,0.83,0.09,0.88,0.03,0.88,0.08,0.82,0.13,0.78,0.08,0.7,0.13
0.67,0.93,0.03,0.99,0.01,0.91,0.05,0.89,0.05,0.98,0.01,0.88,0.09,0.81,0.13,0.76,0.09,0.68,0.13
0.67,0.93,0.03,0.99,0.01,0.9,0.06,0.88,0.06,0.97,0.01,0.88,0.09,0.81,0.13,0.76,0.09,0.68,0.13
0.67,0.93,0.03,0.99,0.01,0.91,0.05,0.89,0.05,0.95,0.01,0.88,0.09,0.83,0.13,0.75,0.09,0.69,0.13
0.68,0.93,0.03,0.96,0.03,0.94,0.03,0.92,0.03,0.87,0.03,0.86,0.1,0.86,0.1,0.72,0.1,0.75,0.1
0.67,0.91,0.04,0.95,0.04,0.87,0.08,0.84,0.08,0.84,0.04,0.88,0.09,0.85,0.11,0.76,0.09,0.73,0.11
0.67,0.9,0.04,0.93,0.06,0.83,0.1,0.82,0.1,0.75,0.06,0.88,0.09,0.87,0.09,0.77,0.09,0.76,0.09
0.67,0.88,0.05,0.91,0.07,0.82,0.11,0.79,0.11,0.72,0.07,0.88,0.08,0.88,0.09,0.77,0.08,0.77,0.09
0.67,0.87,0.05,0.9,0.08,0.79,0.13,0.76,0.13,0.69,0.08,0.89,0.08,0.88,0.09,0.79,0.08,0.77,0.09
0.67,0.9,0.04,0.93,0.05,0.84,0.09,0.82,0.09,0.77,0.05,0.88,0.08,0.86,0.1,0.77,0.08,0.74,0.1
0.67,0.89,0.05,0.91,0.07,0.82,0.1,0.8,0.1,0.72,0.07,0.88,0.09,0.88,0.09,0.77,0.09,0.77,0.09
0.68,0.91,0.04,0.95,0.04,0.85,0.08,0.85,0.08,0.79,0.04,0.87,0.09,0.87,0.1,0.76,0.09,0.73,0.1
