ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.6,0.81,0.08,0.73,0.23,0.55,0.27,0.6,0.27,0.37,0.23,0.77,0.16,0.7,0.21,0.64,0.16,0.57,0.21
0.59,0.96,0.02,0.97,0.03,0.32,0.12,0.87,0.12,0.22,0.03,0.84,0.1,0.98,0.02,0.79,0.1,0.91,0.02
0.61,0.91,0.05,0.93,0.07,0.23,0.23,0.75,0.23,0.09,0.07,0.88,0.07,0.93,0.06,0.83,0.07,0.72,0.06
0.63,0.86,0.07,0.86,0.14,0.27,0.28,0.69,0.28,0.05,0.14,0.89,0.07,0.81,0.17,0.84,0.07,0.37,0.17
0.63,0.85,0.07,0.84,0.16,0.27,0.31,0.65,0.31,0.07,0.16,0.9,0.06,0.84,0.14,0.85,0.06,0.48,0.14
0.64,0.82,0.09,0.81,0.19,0.3,0.32,0.62,0.32,0.09,0.19,0.9,0.06,0.85,0.13,0.85,0.06,0.58,0.13
0.63,0.82,0.09,0.8,0.19,0.32,0.32,0.62,0.32,0.16,0.19,0.9,0.06,0.95,0.03,0.85,0.06,0.89,0.03
0.63,0.82,0.08,0.81,0.18,0.35,0.31,0.63,0.31,0.18,0.18,0.9,0.06,0.95,0.03,0.85,0.06,0.89,0.03
0.64,0.82,0.09,0.8,0.19,0.39,0.3,0.63,0.3,0.2,0.19,0.9,0.06,0.96,0.03,0.84,0.06,0.9,0.03
0.64,0.81,0.09,0.8,0.19,0.41,0.3,0.62,0.3,0.21,0.19,0.9,0.06,0.96,0.03,0.84,0.06,0.9,0.03
0.65,0.81,0.09,0.79,0.2,0.43,0.3,0.61,0.3,0.22,0.2,0.91,0.06,0.96,0.03,0.85,0.06,0.9,0.03
0.64,0.81,0.09,0.8,0.19,0.42,0.3,0.62,0.3,0.21,0.19,0.91,0.06,0.95,0.03,0.85,0.06,0.89,0.03
0.64,0.81,0.09,0.79,0.2,0.4,0.3,0.62,0.3,0.17,0.2,0.9,0.06,0.91,0.07,0.84,0.06,0.77,0.07
0.64,0.82,0.09,0.8,0.2,0.37,0.31,0.62,0.31,0.11,0.2,0.9,0.06,0.86,0.12,0.85,0.06,0.61,0.12
0.64,0.84,0.08,0.81,0.19,0.4,0.27,0.67,0.27,0.12,0.19,0.88,0.08,0.85,0.12,0.82,0.08,0.6,0.12
0.64,0.83,0.08,0.81,0.19,0.38,0.29,0.65,0.29,0.1,0.19,0.89,0.07,0.84,0.13,0.83,0.07,0.56,0.13
0.64,0.83,0.08,0.81,0.18,0.37,0.29,0.64,0.29,0.11,0.18,0.9,0.07,0.85,0.13,0.84,0.07,0.57,0.13
0.64,0.83,0.08,0.81,0.19,0.37,0.3,0.64,0.3,0.1,0.19,0.9,0.07,0.84,0.13,0.84,0.07,0.56,0.13
0.64,0.84,0.08,0.83,0.17,0.36,0.28,0.67,0.28,0.1,0.17,0.89,0.07,0.84,0.13,0.83,0.07,0.54,0.13
0.63,0.86,0.07,0.85,0.15,0.32,0.28,0.68,0.28,0.07,0.15,0.89,0.07,0.83,0.15,0.83,0.07,0.44,0.15
0.63,0.86,0.07,0.86,0.14,0.32,0.27,0.69,0.27,0.07,0.14,0.89,0.07,0.83,0.15,0.83,0.07,0.45,0.15
0.63,0.86,0.07,0.86,0.14,0.33,0.28,0.68,0.28,0.11,0.14,0.89,0.07,0.89,0.09,0.84,0.07,0.66,0.09
0.64,0.85,0.07,0.84,0.15,0.39,0.26,0.68,0.26,0.16,0.15,0.89,0.07,0.91,0.07,0.83,0.07,0.76,0.07
0.65,0.88,0.05,0.87,0.12,0.71,0.14,0.79,0.14,0.44,0.12,0.86,0.1,0.99,0.01,0.76,0.1,0.98,0.01
0.66,0.91,0.04,0.92,0.07,0.89,0.06,0.88,0.06,0.74,0.07,0.85,0.11,0.89,0.07,0.73,0.11,0.8,0.07
0.66,0.97,0.01,0.96,0.03,0.98,0.01,0.98,0.01,0.89,0.03,0.86,0.1,0.79,0.15,0.74,0.1,0.67,0.15
0.65,0.97,0.01,0.94,0.04,0.94,0.03,0.93,0.03,0.85,0.04,0.88,0.08,0.75,0.17,0.78,0.08,0.63,0.17
0.65,0.97,0.01,0.94,0.04,0.93,0.04,0.91,0.04,0.86,0.04,0.89,0.08,0.75,0.18,0.79,0.08,0.63,0.18
0.65,0.95,0.02,0.94,0.05,0.86,0.08,0.82,0.08,0.86,0.05,0.92,0.06,0.72,0.19,0.84,0.06,0.61,0.19
0.66,0.9,0.04,0.98,0.01,0.79,0.13,0.72,0.13,0.96,0.01,0.94,0.04,0.73,0.19,0.89,0.04,0.62,0.19
0.66,0.9,0.04,0.98,0.01,0.81,0.12,0.77,0.12,0.95,0.01,0.91,0.06,0.77,0.16,0.83,0.06,0.66,0.16
0.66,0.89,0.04,0.94,0.05,0.77,0.13,0.77,0.13,0.81,0.05,0.9,0.07,0.82,0.13,0.81,0.07,0.69,0.13
0.66,0.9,0.04,0.92,0.07,0.76,0.12,0.81,0.12,0.65,0.07,0.87,0.09,0.89,0.08,0.78,0.09,0.77,0.08
0.66,0.91,0.04,0.92,0.07,0.79,0.1,0.84,0.1,0.63,0.07,0.86,0.1,0.92,0.06,0.76,0.1,0.82,0.06
0.66,0.88,0.05,0.88,0.1,0.69,0.15,0.77,0.15,0.5,0.1,0.87,0.09,0.95,0.04,0.78,0.09,0.88,0.04
0.66,0.88,0.05,0.9,0.09,0.7,0.16,0.75,0.16,0.58,0.09,0.89,0.08,0.9,0.07,0.8,0.08,0.8,0.07
0.66,0.9,0.04,0.93,0.06,0.73,0.13,0.79,0.13,0.66,0.06,0.88,0.08,0.88,0.09,0.79,0.08,0.75,0.09
0.67,0.88,0.05,0.9,0.08,0.73,0.15,0.76,0.15,0.6,0.08,0.89,0.08,0.9,0.07,0.8,0.08,0.79,0.07
