ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.51,0.88,0.06,0.78,0.21,0.06,0.22,0.78,0.22,0.11,0.21,0.79,0.13,0.98,0.01,0.75,0.13,0.99,0.01
0.51,0.88,0.06,0.79,0.2,0.06,0.22,0.78,0.22,0.12,0.2,0.79,0.13,0.92,0.03,0.75,0.13,0.95,0.03
0.51,0.88,0.06,0.79,0.2,0.07,0.22,0.78,0.22,0.12,0.2,0.79,0.13,1.0,0.0,0.74,0.13,1.0,0.0
0.51,0.87,0.06,0.78,0.21,0.07,0.23,0.76,0.23,0.12,0.21,0.78,0.13,0.99,0.01,0.74,0.13,0.99,0.01
0.52,0.88,0.06,0.8,0.2,0.09,0.24,0.76,0.24,0.13,0.2,0.78,0.14,0.88,0.06,0.73,0.14,0.9,0.06
0.52,0.88,0.06,0.8,0.19,0.1,0.24,0.75,0.24,0.14,0.19,0.77,0.14,0.9,0.05,0.72,0.14,0.92,0.05
0.53,0.88,0.06,0.81,0.18,0.11,0.25,0.74,0.25,0.15,0.18,0.77,0.15,0.87,0.07,0.71,0.15,0.88,0.07
0.53,0.89,0.06,0.84,0.15,0.13,0.25,0.74,0.25,0.2,0.15,0.75,0.16,0.97,0.01,0.69,0.16,0.97,0.01
0.53,0.89,0.05,0.84,0.15,0.15,0.25,0.74,0.25,0.23,0.15,0.75,0.16,0.95,0.02,0.69,0.16,0.95,0.02
0.54,0.88,0.06,0.84,0.15,0.15,0.28,0.71,0.28,0.24,0.15,0.74,0.17,0.97,0.02,0.67,0.17,0.96,0.02
0.54,0.89,0.05,0.85,0.14,0.19,0.27,0.71,0.27,0.28,0.14,0.74,0.17,0.94,0.03,0.67,0.17,0.93,0.03
0.55,0.9,0.05,0.89,0.1,0.3,0.24,0.73,0.24,0.4,0.1,0.74,0.17,0.91,0.05,0.66,0.17,0.89,0.05
0.58,0.93,0.03,0.92,0.07,0.53,0.17,0.79,0.17,0.56,0.07,0.76,0.16,0.84,0.11,0.67,0.16,0.75,0.11
0.59,0.97,0.01,0.97,0.02,0.73,0.1,0.86,0.1,0.86,0.02,0.78,0.15,0.87,0.08,0.68,0.15,0.8,0.08
0.61,0.99,0.0,1.0,0.0,0.91,0.04,0.94,0.04,1.0,0.0,0.8,0.14,0.85,0.1,0.7,0.14,0.77,0.1
0.62,0.96,0.02,0.96,0.03,0.98,0.01,0.99,0.01,0.87,0.03,0.82,0.13,0.86,0.09,0.71,0.13,0.78,0.09
0.63,0.91,0.04,0.9,0.08,0.89,0.05,0.9,0.05,0.71,0.08,0.83,0.12,0.89,0.07,0.72,0.12,0.83,0.07
0.63,0.86,0.06,0.84,0.13,0.79,0.12,0.8,0.12,0.61,0.13,0.85,0.1,0.9,0.06,0.75,0.1,0.85,0.06
0.64,0.81,0.08,0.79,0.17,0.7,0.19,0.67,0.19,0.54,0.17,0.89,0.08,0.91,0.06,0.79,0.08,0.86,0.06
0.65,0.77,0.1,0.74,0.21,0.68,0.21,0.61,0.21,0.48,0.21,0.9,0.07,0.94,0.04,0.81,0.07,0.9,0.04
0.65,0.73,0.11,0.72,0.22,0.65,0.25,0.54,0.25,0.47,0.22,0.93,0.05,0.93,0.05,0.85,0.05,0.88,0.05
0.65,0.69,0.13,0.68,0.26,0.62,0.28,0.49,0.28,0.44,0.26,0.94,0.04,0.94,0.04,0.88,0.04,0.9,0.04
0.65,0.67,0.14,0.65,0.27,0.61,0.29,0.45,0.29,0.44,0.27,0.96,0.03,0.93,0.04,0.91,0.03,0.9,0.04
0.65,0.63,0.15,0.61,0.31,0.6,0.31,0.41,0.31,0.4,0.31,0.96,0.03,0.95,0.03,0.92,0.03,0.93,0.03
0.65,0.6,0.16,0.59,0.32,0.57,0.35,0.36,0.35,0.39,0.32,0.99,0.0,0.95,0.03,0.98,0.0,0.92,0.03
0.64,0.59,0.17,0.56,0.35,0.58,0.34,0.37,0.34,0.37,0.35,0.97,0.02,0.97,0.02,0.94,0.02,0.96,0.02
0.64,0.59,0.17,0.56,0.35,0.57,0.34,0.37,0.34,0.36,0.35,0.97,0.02,0.98,0.01,0.94,0.02,0.96,0.01
0.64,0.59,0.17,0.56,0.35,0.56,0.35,0.36,0.35,0.36,0.35,0.98,0.01,0.97,0.02,0.95,0.01,0.95,0.02
0.64,0.58,0.17,0.56,0.36,0.57,0.35,0.36,0.35,0.36,0.36,0.97,0.02,0.97,0.02,0.94,0.02,0.96,0.02
0.64,0.58,0.17,0.55,0.36,0.57,0.35,0.37,0.35,0.35,0.36,0.97,0.02,0.99,0.01,0.92,0.02,0.98,0.01
0.64,0.57,0.18,0.54,0.37,0.55,0.36,0.35,0.36,0.34,0.37,0.98,0.01,0.98,0.01,0.96,0.01,0.97,0.01
0.65,0.57,0.18,0.54,0.38,0.55,0.36,0.34,0.36,0.32,0.38,0.98,0.01,0.99,0.01,0.96,0.01,0.98,0.01
0.65,0.58,0.18,0.55,0.37,0.55,0.36,0.35,0.36,0.32,0.37,0.98,0.01,0.99,0.0,0.95,0.01,0.99,0.0
0.65,0.59,0.17,0.57,0.36,0.55,0.36,0.36,0.36,0.32,0.36,0.98,0.02,0.99,0.0,0.95,0.02,0.99,0.0
0.66,0.61,0.17,0.59,0.34,0.54,0.36,0.36,0.36,0.32,0.34,0.99,0.01,1.0,0.0,0.98,0.01,1.0,0.0
0.66,0.62,0.16,0.59,0.35,0.54,0.36,0.39,0.36,0.31,0.35,0.97,0.02,0.98,0.01,0.94,0.02,0.97,0.01
0.66,0.63,0.16,0.6,0.34,0.53,0.36,0.4,0.36,0.29,0.34,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02
0.66,0.63,0.16,0.6,0.35,0.5,0.38,0.39,0.38,0.27,0.35,0.98,0.02,0.97,0.02,0.95,0.02,0.95,0.02
0.65,0.63,0.16,0.61,0.34,0.48,0.39,0.39,0.39,0.28,0.34,0.97,0.02,0.99,0.01,0.95,0.02,0.98,0.01
0.66,0.64,0.16,0.61,0.34,0.48,0.39,0.4,0.39,0.25,0.34,0.97,0.02,0.96,0.03,0.94,0.02,0.93,0.03
0.66,0.66,0.15,0.63,0.33,0.48,0.38,0.42,0.38,0.26,0.33,0.96,0.02,0.96,0.02,0.93,0.02,0.93,0.02
0.66,0.67,0.15,0.65,0.32,0.48,0.37,0.43,0.37,0.26,0.32,0.96,0.03,0.96,0.02,0.92,0.03,0.93,0.02
0.66,0.69,0.14,0.66,0.3,0.49,0.36,0.46,0.36,0.26,0.3,0.95,0.03,0.96,0.03,0.91,0.03,0.93,0.03
0.66,0.7,0.13,0.68,0.28,0.49,0.36,0.46,0.36,0.27,0.28,0.96,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.66,0.71,0.13,0.7,0.27,0.49,0.35,0.48,0.35,0.29,0.27,0.95,0.03,0.99,0.0,0.91,0.03,0.99,0.0
0.66,0.72,0.13,0.7,0.26,0.49,0.34,0.48,0.34,0.29,0.26,0.95,0.03,1.0,0.0,0.91,0.03,1.0,0.0
0.66,0.73,0.12,0.72,0.25,0.49,0.35,0.49,0.35,0.3,0.25,0.95,0.03,0.99,0.01,0.91,0.03,0.97,0.01
0.66,0.73,0.12,0.72,0.25,0.48,0.35,0.49,0.35,0.29,0.25,0.95,0.03,1.0,0.0,0.91,0.03,1.0,0.0
0.66,0.74,0.11,0.73,0.24,0.5,0.32,0.52,0.32,0.3,0.24,0.94,0.04,1.0,0.0,0.88,0.04,1.0,0.0
0.66,0.75,0.11,0.74,0.24,0.5,0.32,0.54,0.32,0.28,0.24,0.93,0.05,0.98,0.01,0.88,0.05,0.96,0.01
