ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.53,0.94,0.03,0.86,0.13,0.69,0.06,0.92,0.06,0.45,0.13,0.79,0.13,0.99,0.0,0.75,0.13,0.99,0.0
0.61,0.84,0.08,0.8,0.19,0.26,0.3,0.66,0.3,0.12,0.19,0.9,0.06,0.91,0.06,0.85,0.06,0.83,0.06
0.64,0.79,0.1,0.77,0.22,0.34,0.35,0.58,0.35,0.19,0.22,0.94,0.04,0.96,0.03,0.9,0.04,0.92,0.03
0.66,0.77,0.1,0.75,0.23,0.52,0.29,0.58,0.29,0.26,0.23,0.94,0.04,0.93,0.05,0.88,0.04,0.85,0.05
0.67,0.79,0.09,0.77,0.2,0.6,0.25,0.6,0.25,0.37,0.2,0.94,0.04,0.99,0.01,0.88,0.04,0.98,0.01
0.67,0.8,0.08,0.8,0.16,0.71,0.2,0.63,0.2,0.54,0.16,0.94,0.05,0.94,0.04,0.86,0.05,0.89,0.04
0.66,0.82,0.07,0.84,0.12,0.75,0.17,0.65,0.17,0.65,0.12,0.94,0.04,0.89,0.07,0.87,0.04,0.82,0.07
0.68,0.8,0.08,0.81,0.16,0.72,0.19,0.62,0.19,0.55,0.16,0.94,0.04,0.94,0.04,0.88,0.04,0.89,0.04
0.67,0.8,0.08,0.81,0.16,0.7,0.2,0.61,0.2,0.55,0.16,0.95,0.04,0.93,0.05,0.88,0.04,0.87,0.05
0.66,0.8,0.08,0.8,0.16,0.72,0.18,0.64,0.18,0.55,0.16,0.93,0.05,0.94,0.04,0.85,0.05,0.9,0.04
0.66,0.8,0.08,0.79,0.17,0.72,0.18,0.66,0.18,0.53,0.17,0.92,0.06,0.95,0.03,0.83,0.06,0.92,0.03
0.66,0.8,0.08,0.78,0.18,0.74,0.17,0.67,0.17,0.51,0.18,0.91,0.07,0.97,0.02,0.81,0.07,0.94,0.02
0.66,0.83,0.07,0.81,0.16,0.75,0.16,0.71,0.16,0.52,0.16,0.9,0.07,0.97,0.02,0.81,0.07,0.94,0.02
0.66,0.84,0.07,0.84,0.14,0.76,0.14,0.73,0.14,0.54,0.14,0.9,0.07,0.96,0.03,0.8,0.07,0.93,0.03
0.66,0.85,0.06,0.85,0.13,0.77,0.14,0.74,0.14,0.58,0.13,0.9,0.07,0.94,0.04,0.81,0.07,0.89,0.04
0.67,0.85,0.06,0.86,0.12,0.75,0.15,0.73,0.15,0.6,0.12,0.91,0.06,0.93,0.05,0.82,0.06,0.86,0.05
0.67,0.85,0.06,0.85,0.13,0.77,0.14,0.74,0.14,0.57,0.13,0.9,0.07,0.95,0.03,0.81,0.07,0.91,0.03
0.67,0.85,0.06,0.84,0.14,0.75,0.15,0.74,0.15,0.49,0.14,0.9,0.07,0.99,0.01,0.8,0.07,0.98,0.01
