ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.62,0.47,0.26,0.0,1.0,0.04,0.78,0.19,0.78,0.0,1.0,0.89,0.07,0.0,1.0,0.8,0.07,0.0,1.0,0.1,0.89
0.64,0.72,0.14,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.96,0.03,0.0,1.0,0.93,0.03,0.0,1.0,0.0,1.0
0.63,0.73,0.13,0.0,1.0,0.01,0.56,0.44,0.56,0.0,1.0,0.98,0.01,0.0,1.0,0.97,0.01,0.0,1.0,0.22,0.78
0.65,0.7,0.15,0.0,1.0,0.06,0.6,0.38,0.6,0.0,1.0,0.95,0.03,0.0,1.0,0.91,0.03,0.0,1.0,0.19,0.8
0.66,0.66,0.16,0.66,0.34,0.12,0.6,0.34,0.6,0.01,0.34,0.94,0.04,0.72,0.26,0.88,0.04,0.21,0.26,0.5,0.47
0.66,0.64,0.18,0.63,0.37,0.18,0.59,0.32,0.59,0.05,0.37,0.93,0.05,0.81,0.15,0.86,0.05,0.55,0.15,0.47,0.48
0.66,0.61,0.19,0.59,0.4,0.27,0.55,0.31,0.55,0.09,0.4,0.94,0.04,0.82,0.14,0.88,0.04,0.62,0.14,0.45,0.48
0.66,0.69,0.15,0.68,0.32,0.2,0.53,0.38,0.53,0.05,0.32,0.96,0.03,0.79,0.18,0.93,0.03,0.46,0.18,0.53,0.43
0.65,0.71,0.14,0.69,0.3,0.2,0.5,0.42,0.5,0.05,0.3,0.99,0.01,0.79,0.17,0.98,0.01,0.48,0.17,0.55,0.4
0.66,0.71,0.14,0.68,0.31,0.27,0.47,0.43,0.47,0.06,0.31,1.0,0.0,0.78,0.19,1.0,0.0,0.44,0.19,0.56,0.39
0.66,0.7,0.14,0.69,0.3,0.31,0.45,0.43,0.45,0.1,0.3,0.99,0.0,0.84,0.13,0.99,0.0,0.62,0.13,0.56,0.38
0.66,0.71,0.14,0.7,0.29,0.28,0.46,0.44,0.46,0.1,0.29,0.99,0.0,0.84,0.12,0.99,0.0,0.63,0.12,0.57,0.38
0.66,0.73,0.13,0.71,0.28,0.31,0.44,0.45,0.44,0.11,0.28,1.0,0.0,0.86,0.11,1.0,0.0,0.67,0.11,0.58,0.36
0.66,0.72,0.13,0.7,0.29,0.32,0.43,0.46,0.43,0.12,0.29,0.99,0.01,0.86,0.11,0.99,0.01,0.67,0.11,0.58,0.36
0.67,0.71,0.14,0.69,0.3,0.37,0.42,0.44,0.42,0.15,0.3,1.0,0.0,0.87,0.1,1.0,0.0,0.71,0.1,0.56,0.36
0.66,0.72,0.13,0.7,0.29,0.36,0.41,0.46,0.41,0.14,0.29,0.99,0.01,0.87,0.1,0.97,0.01,0.7,0.1,0.58,0.35
0.67,0.72,0.13,0.71,0.28,0.43,0.38,0.47,0.38,0.18,0.28,0.98,0.01,0.89,0.08,0.97,0.01,0.75,0.08,0.59,0.33
0.67,0.74,0.12,0.73,0.24,0.53,0.32,0.51,0.32,0.31,0.24,0.97,0.02,0.98,0.02,0.94,0.02,0.95,0.02,0.62,0.28
0.67,0.75,0.11,0.74,0.23,0.51,0.32,0.51,0.32,0.32,0.23,0.97,0.02,0.99,0.0,0.95,0.02,0.99,0.0,0.62,0.28
0.67,0.76,0.11,0.75,0.22,0.59,0.27,0.55,0.27,0.35,0.22,0.95,0.03,0.98,0.02,0.9,0.03,0.95,0.02,0.65,0.24
0.67,0.76,0.1,0.75,0.22,0.62,0.26,0.56,0.26,0.39,0.22,0.95,0.03,0.99,0.0,0.9,0.03,0.99,0.0,0.66,0.24
0.67,0.77,0.1,0.76,0.2,0.63,0.25,0.58,0.25,0.4,0.2,0.95,0.04,1.0,0.0,0.89,0.04,1.0,0.0,0.67,0.23
0.67,0.77,0.1,0.76,0.21,0.64,0.24,0.57,0.24,0.4,0.21,0.95,0.04,0.99,0.0,0.89,0.04,0.99,0.0,0.67,0.22
0.67,0.78,0.1,0.78,0.19,0.62,0.25,0.58,0.25,0.41,0.19,0.95,0.03,0.98,0.01,0.9,0.03,0.97,0.01,0.68,0.22
0.67,0.79,0.09,0.78,0.19,0.67,0.22,0.61,0.22,0.44,0.19,0.94,0.04,0.99,0.01,0.87,0.04,0.97,0.01,0.7,0.21
0.67,0.79,0.09,0.79,0.18,0.65,0.23,0.6,0.23,0.44,0.18,0.94,0.04,0.98,0.02,0.88,0.04,0.95,0.02,0.7,0.21
0.68,0.8,0.09,0.8,0.17,0.66,0.22,0.61,0.22,0.45,0.17,0.94,0.04,0.97,0.02,0.88,0.04,0.95,0.02,0.71,0.2
0.67,0.79,0.09,0.78,0.19,0.66,0.22,0.6,0.22,0.44,0.19,0.94,0.04,0.99,0.01,0.87,0.04,0.98,0.01,0.69,0.21
0.67,0.8,0.08,0.8,0.17,0.66,0.22,0.62,0.22,0.45,0.17,0.94,0.04,0.97,0.02,0.87,0.04,0.95,0.02,0.71,0.2
0.68,0.81,0.08,0.81,0.17,0.64,0.22,0.62,0.22,0.41,0.17,0.94,0.04,1.0,0.0,0.87,0.04,0.99,0.0,0.72,0.2
0.67,0.81,0.08,0.81,0.17,0.64,0.23,0.62,0.23,0.42,0.17,0.94,0.04,0.98,0.01,0.88,0.04,0.97,0.01,0.72,0.2
0.67,0.81,0.08,0.81,0.16,0.65,0.22,0.63,0.22,0.45,0.16,0.94,0.04,0.97,0.02,0.88,0.04,0.95,0.02,0.72,0.19
0.67,0.81,0.08,0.8,0.17,0.65,0.22,0.63,0.22,0.42,0.17,0.93,0.05,0.99,0.0,0.86,0.05,0.99,0.0,0.72,0.2
0.67,0.8,0.08,0.8,0.17,0.66,0.21,0.63,0.21,0.44,0.17,0.93,0.05,0.99,0.01,0.86,0.05,0.97,0.01,0.72,0.19
0.67,0.8,0.09,0.8,0.17,0.64,0.23,0.62,0.23,0.43,0.17,0.94,0.04,0.98,0.01,0.87,0.04,0.97,0.01,0.71,0.2
0.67,0.79,0.09,0.78,0.19,0.64,0.23,0.61,0.23,0.41,0.19,0.94,0.04,1.0,0.0,0.87,0.04,1.0,0.0,0.7,0.21
0.68,0.8,0.09,0.79,0.19,0.63,0.23,0.61,0.23,0.38,0.19,0.94,0.04,0.98,0.01,0.87,0.04,0.96,0.01,0.7,0.21
0.68,0.79,0.09,0.79,0.19,0.64,0.24,0.59,0.24,0.42,0.19,0.95,0.04,0.99,0.0,0.89,0.04,0.99,0.0,0.69,0.21
0.67,0.79,0.09,0.79,0.18,0.65,0.23,0.6,0.23,0.44,0.18,0.94,0.04,0.98,0.01,0.88,0.04,0.96,0.01,0.7,0.21
0.68,0.79,0.09,0.8,0.17,0.64,0.24,0.59,0.24,0.46,0.17,0.95,0.03,0.96,0.03,0.9,0.03,0.93,0.03,0.7,0.21
0.68,0.8,0.08,0.8,0.17,0.66,0.22,0.62,0.22,0.43,0.17,0.94,0.04,0.99,0.0,0.87,0.04,0.99,0.0,0.71,0.2
0.68,0.8,0.09,0.8,0.18,0.65,0.22,0.63,0.22,0.4,0.18,0.93,0.05,0.99,0.01,0.87,0.05,0.98,0.01,0.72,0.2
0.68,0.8,0.09,0.8,0.17,0.64,0.23,0.62,0.23,0.41,0.17,0.94,0.04,1.0,0.0,0.88,0.04,0.99,0.0,0.71,0.2
