ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.65,0.67,0.16,0.65,0.34,0.14,0.57,0.37,0.57,0.01,0.34,0.96,0.03,0.7,0.28,0.93,0.03,0.18,0.28,0.51,0.45
0.64,0.79,0.1,0.79,0.21,0.13,0.44,0.53,0.44,0.02,0.21,0.98,0.01,0.77,0.21,0.97,0.01,0.28,0.21,0.66,0.33
0.63,0.82,0.09,0.81,0.19,0.15,0.38,0.59,0.38,0.02,0.19,0.95,0.03,0.77,0.21,0.92,0.03,0.28,0.21,0.7,0.29
0.63,0.84,0.08,0.83,0.17,0.16,0.36,0.62,0.36,0.02,0.17,0.94,0.04,0.78,0.21,0.91,0.04,0.29,0.21,0.72,0.27
0.63,0.84,0.08,0.83,0.17,0.18,0.34,0.63,0.34,0.02,0.17,0.93,0.04,0.77,0.21,0.9,0.04,0.27,0.21,0.73,0.26
0.63,0.84,0.08,0.83,0.17,0.17,0.35,0.63,0.35,0.02,0.17,0.94,0.04,0.77,0.21,0.9,0.04,0.27,0.21,0.73,0.26
0.63,0.84,0.08,0.83,0.17,0.17,0.35,0.63,0.35,0.02,0.17,0.94,0.04,0.77,0.21,0.9,0.04,0.26,0.21,0.73,0.26
0.63,0.84,0.08,0.83,0.17,0.17,0.35,0.62,0.35,0.02,0.17,0.94,0.04,0.77,0.22,0.9,0.04,0.26,0.22,0.72,0.26
0.63,0.84,0.08,0.83,0.17,0.17,0.35,0.62,0.35,0.02,0.17,0.94,0.04,0.77,0.21,0.9,0.04,0.26,0.21,0.72,0.26
0.63,0.84,0.08,0.83,0.17,0.17,0.35,0.62,0.35,0.02,0.17,0.94,0.04,0.77,0.21,0.9,0.04,0.26,0.21,0.72,0.26
0.63,0.83,0.08,0.82,0.18,0.19,0.35,0.62,0.35,0.02,0.18,0.93,0.04,0.76,0.22,0.9,0.04,0.24,0.22,0.72,0.27
0.63,0.83,0.08,0.82,0.18,0.2,0.35,0.62,0.35,0.02,0.18,0.93,0.04,0.75,0.23,0.9,0.04,0.23,0.23,0.72,0.27
0.63,0.83,0.08,0.82,0.18,0.21,0.35,0.62,0.35,0.02,0.18,0.94,0.04,0.75,0.23,0.9,0.04,0.21,0.23,0.72,0.27
0.63,0.83,0.08,0.82,0.18,0.22,0.34,0.62,0.34,0.02,0.18,0.93,0.04,0.75,0.24,0.9,0.04,0.2,0.24,0.72,0.26
0.64,0.83,0.08,0.82,0.18,0.23,0.34,0.62,0.34,0.02,0.18,0.93,0.04,0.75,0.24,0.9,0.04,0.19,0.24,0.72,0.26
0.64,0.83,0.08,0.81,0.19,0.23,0.34,0.62,0.34,0.02,0.19,0.93,0.04,0.74,0.24,0.9,0.04,0.19,0.24,0.72,0.27
0.64,0.82,0.09,0.81,0.19,0.23,0.35,0.61,0.35,0.02,0.19,0.94,0.04,0.75,0.24,0.91,0.04,0.19,0.24,0.71,0.27
0.64,0.82,0.09,0.81,0.19,0.23,0.35,0.61,0.35,0.02,0.19,0.94,0.04,0.75,0.24,0.9,0.04,0.19,0.24,0.71,0.27
0.64,0.82,0.09,0.81,0.19,0.24,0.35,0.61,0.35,0.02,0.19,0.94,0.04,0.74,0.24,0.9,0.04,0.18,0.24,0.71,0.27
0.64,0.82,0.09,0.81,0.19,0.24,0.35,0.6,0.35,0.04,0.19,0.94,0.04,0.78,0.2,0.9,0.04,0.33,0.2,0.71,0.27
0.64,0.82,0.09,0.81,0.19,0.24,0.35,0.6,0.35,0.04,0.19,0.94,0.04,0.78,0.2,0.9,0.04,0.33,0.2,0.71,0.27
0.64,0.82,0.09,0.81,0.19,0.24,0.36,0.6,0.36,0.06,0.19,0.94,0.04,0.81,0.16,0.91,0.04,0.47,0.16,0.71,0.28
0.64,0.82,0.09,0.8,0.19,0.23,0.36,0.59,0.36,0.06,0.19,0.94,0.04,0.81,0.16,0.91,0.04,0.47,0.16,0.7,0.28
0.64,0.82,0.09,0.8,0.19,0.23,0.36,0.59,0.36,0.06,0.19,0.95,0.03,0.82,0.16,0.91,0.03,0.48,0.16,0.7,0.28
0.64,0.81,0.09,0.8,0.2,0.23,0.37,0.59,0.37,0.06,0.2,0.95,0.03,0.81,0.16,0.92,0.03,0.47,0.16,0.7,0.29
0.64,0.81,0.09,0.8,0.2,0.23,0.37,0.59,0.37,0.06,0.2,0.95,0.03,0.81,0.16,0.91,0.03,0.47,0.16,0.7,0.29
0.66,0.8,0.09,0.8,0.19,0.41,0.32,0.58,0.32,0.21,0.19,0.95,0.03,0.94,0.05,0.91,0.03,0.85,0.05,0.69,0.26
0.67,0.8,0.09,0.78,0.2,0.5,0.29,0.59,0.29,0.22,0.2,0.94,0.04,0.91,0.07,0.89,0.04,0.78,0.07,0.69,0.24
0.67,0.82,0.08,0.81,0.17,0.68,0.19,0.68,0.19,0.39,0.17,0.91,0.06,0.97,0.02,0.83,0.06,0.94,0.02,0.75,0.18
0.67,0.83,0.07,0.82,0.16,0.71,0.17,0.71,0.17,0.43,0.16,0.9,0.07,0.98,0.01,0.81,0.07,0.96,0.01,0.76,0.17
0.66,0.86,0.06,0.86,0.12,0.75,0.14,0.74,0.14,0.6,0.12,0.9,0.07,0.93,0.05,0.82,0.07,0.87,0.05,0.8,0.13
0.66,0.88,0.05,0.89,0.09,0.79,0.12,0.77,0.12,0.69,0.09,0.9,0.07,0.89,0.07,0.81,0.07,0.82,0.07,0.83,0.1
0.66,0.88,0.05,0.88,0.1,0.81,0.11,0.8,0.11,0.65,0.1,0.89,0.08,0.92,0.05,0.79,0.08,0.86,0.05,0.84,0.11
0.66,0.88,0.05,0.89,0.09,0.8,0.12,0.78,0.12,0.66,0.09,0.9,0.07,0.91,0.06,0.81,0.07,0.84,0.06,0.83,0.1
0.67,0.88,0.05,0.9,0.08,0.78,0.12,0.77,0.12,0.67,0.08,0.9,0.07,0.9,0.07,0.82,0.07,0.82,0.07,0.83,0.1
0.67,0.88,0.05,0.9,0.08,0.78,0.12,0.77,0.12,0.67,0.08,0.9,0.07,0.9,0.07,0.82,0.07,0.82,0.07,0.83,0.1
0.66,0.88,0.05,0.9,0.08,0.77,0.13,0.77,0.13,0.68,0.08,0.91,0.07,0.89,0.07,0.82,0.07,0.81,0.07,0.83,0.11
0.66,0.88,0.05,0.9,0.08,0.77,0.13,0.77,0.13,0.67,0.08,0.91,0.07,0.9,0.07,0.82,0.07,0.81,0.07,0.83,0.11
0.66,0.88,0.05,0.9,0.08,0.77,0.13,0.77,0.13,0.67,0.08,0.91,0.07,0.9,0.07,0.82,0.07,0.81,0.07,0.83,0.11
0.66,0.88,0.05,0.9,0.09,0.77,0.13,0.77,0.13,0.67,0.09,0.91,0.07,0.9,0.07,0.82,0.07,0.82,0.07,0.83,0.11
0.66,0.88,0.05,0.9,0.09,0.77,0.13,0.76,0.13,0.67,0.09,0.91,0.06,0.9,0.07,0.82,0.06,0.81,0.07,0.83,0.11
0.66,0.88,0.05,0.89,0.09,0.77,0.13,0.76,0.13,0.65,0.09,0.91,0.07,0.91,0.06,0.82,0.07,0.83,0.06,0.82,0.11
0.66,0.88,0.05,0.89,0.09,0.78,0.12,0.78,0.12,0.63,0.09,0.9,0.07,0.92,0.05,0.8,0.07,0.85,0.05,0.83,0.1
0.67,0.88,0.05,0.88,0.1,0.78,0.12,0.78,0.12,0.6,0.1,0.89,0.07,0.94,0.04,0.8,0.07,0.88,0.04,0.83,0.11
0.67,0.88,0.05,0.88,0.1,0.79,0.12,0.79,0.12,0.61,0.1,0.89,0.08,0.94,0.04,0.79,0.08,0.88,0.04,0.83,0.11
0.67,0.88,0.05,0.88,0.1,0.79,0.12,0.79,0.12,0.61,0.1,0.89,0.08,0.94,0.04,0.79,0.08,0.88,0.04,0.83,0.11
0.67,0.88,0.05,0.88,0.1,0.81,0.11,0.81,0.11,0.61,0.1,0.89,0.08,0.95,0.04,0.79,0.08,0.89,0.04,0.84,0.11
0.67,0.88,0.05,0.88,0.1,0.81,0.11,0.81,0.11,0.61,0.1,0.89,0.08,0.95,0.04,0.79,0.08,0.89,0.04,0.84,0.11
0.67,0.88,0.05,0.88,0.1,0.81,0.11,0.8,0.11,0.6,0.1,0.89,0.08,0.95,0.04,0.79,0.08,0.9,0.04,0.84,0.11
0.67,0.88,0.05,0.88,0.1,0.81,0.11,0.8,0.11,0.6,0.1,0.89,0.08,0.95,0.04,0.79,0.08,0.9,0.04,0.84,0.11
