ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.39,0.93,0.03,0.78,0.11,0.82,0.07,0.91,0.07,0.83,0.11,0.72,0.15,0.73,0.1,0.76,0.15,0.86,0.1,0.84,0.09
0.4,0.82,0.07,0.58,0.27,0.59,0.15,0.82,0.15,0.58,0.27,0.65,0.19,0.75,0.09,0.69,0.19,0.87,0.09,0.7,0.21
0.45,0.72,0.13,0.46,0.45,0.35,0.26,0.7,0.26,0.28,0.45,0.64,0.21,0.87,0.05,0.65,0.21,0.92,0.05,0.58,0.35
0.52,0.73,0.13,0.57,0.4,0.14,0.38,0.6,0.38,0.16,0.4,0.8,0.12,0.69,0.15,0.76,0.12,0.78,0.15,0.58,0.39
0.55,0.65,0.17,0.5,0.5,0.03,0.52,0.47,0.52,0.01,0.5,0.85,0.09,0.69,0.23,0.8,0.09,0.52,0.23,0.48,0.51
0.58,0.59,0.2,0.48,0.52,0.06,0.61,0.37,0.61,0.01,0.52,0.93,0.05,0.65,0.3,0.89,0.05,0.32,0.3,0.42,0.56
0.61,0.58,0.2,0.51,0.48,0.12,0.62,0.32,0.62,0.06,0.48,1.0,0.0,0.91,0.05,1.0,0.0,0.87,0.05,0.42,0.55
0.62,0.58,0.2,0.51,0.46,0.21,0.56,0.34,0.56,0.09,0.46,0.99,0.01,0.86,0.09,0.98,0.01,0.78,0.09,0.43,0.51
0.64,0.62,0.18,0.56,0.42,0.28,0.51,0.37,0.51,0.1,0.42,0.99,0.01,0.83,0.13,0.98,0.01,0.68,0.13,0.47,0.46
0.65,0.64,0.17,0.6,0.38,0.31,0.49,0.37,0.49,0.12,0.38,0.99,0.01,0.85,0.11,0.98,0.01,0.71,0.11,0.48,0.43
0.65,0.65,0.16,0.61,0.37,0.36,0.45,0.4,0.45,0.13,0.37,0.99,0.01,0.83,0.13,0.98,0.01,0.66,0.13,0.51,0.41
0.66,0.66,0.16,0.63,0.35,0.37,0.44,0.4,0.44,0.16,0.35,1.0,0.0,0.88,0.08,1.0,0.0,0.77,0.08,0.52,0.4
0.66,0.67,0.15,0.65,0.33,0.37,0.44,0.4,0.44,0.17,0.33,0.99,0.01,0.89,0.08,0.98,0.01,0.79,0.08,0.53,0.39
0.66,0.68,0.15,0.66,0.31,0.37,0.45,0.39,0.45,0.19,0.31,0.98,0.02,0.94,0.04,0.95,0.02,0.87,0.04,0.53,0.38
0.67,0.68,0.15,0.67,0.3,0.4,0.43,0.4,0.43,0.2,0.3,0.98,0.01,0.92,0.06,0.96,0.01,0.84,0.06,0.54,0.36
0.67,0.69,0.14,0.68,0.3,0.42,0.41,0.41,0.41,0.19,0.3,0.99,0.01,0.9,0.07,0.97,0.01,0.79,0.07,0.55,0.35
0.68,0.69,0.14,0.68,0.29,0.45,0.39,0.42,0.39,0.22,0.29,0.99,0.0,0.92,0.06,0.99,0.0,0.83,0.06,0.55,0.34
0.67,0.7,0.14,0.68,0.3,0.48,0.37,0.44,0.37,0.23,0.3,0.99,0.01,0.92,0.06,0.98,0.01,0.83,0.06,0.56,0.33
0.67,0.7,0.13,0.69,0.28,0.49,0.36,0.44,0.36,0.27,0.28,1.0,0.0,0.95,0.03,1.0,0.0,0.91,0.03,0.56,0.32
0.67,0.71,0.13,0.7,0.26,0.5,0.36,0.44,0.36,0.29,0.26,1.0,0.0,0.98,0.02,1.0,0.0,0.95,0.02,0.57,0.31
0.67,0.72,0.12,0.7,0.26,0.56,0.31,0.49,0.31,0.31,0.26,0.97,0.02,0.95,0.03,0.93,0.02,0.91,0.03,0.59,0.29
0.67,0.73,0.12,0.72,0.25,0.57,0.3,0.5,0.3,0.34,0.25,0.97,0.02,0.98,0.01,0.94,0.02,0.96,0.01,0.61,0.28
0.67,0.74,0.11,0.72,0.24,0.61,0.27,0.53,0.27,0.37,0.24,0.96,0.03,0.98,0.01,0.9,0.03,0.97,0.01,0.62,0.26
0.67,0.75,0.11,0.73,0.23,0.63,0.25,0.55,0.25,0.41,0.23,0.95,0.04,1.0,0.0,0.89,0.04,0.99,0.0,0.64,0.24
0.67,0.76,0.1,0.75,0.21,0.68,0.22,0.59,0.22,0.44,0.21,0.93,0.05,0.99,0.01,0.86,0.05,0.98,0.01,0.67,0.21
0.66,0.77,0.09,0.76,0.2,0.69,0.21,0.6,0.21,0.47,0.2,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02,0.68,0.21
0.66,0.79,0.09,0.77,0.19,0.72,0.19,0.64,0.19,0.5,0.19,0.92,0.06,0.97,0.02,0.83,0.06,0.95,0.02,0.71,0.19
0.66,0.8,0.08,0.78,0.18,0.74,0.17,0.67,0.17,0.5,0.18,0.91,0.06,0.98,0.02,0.82,0.06,0.96,0.02,0.73,0.17
0.66,0.81,0.08,0.8,0.17,0.75,0.16,0.69,0.16,0.53,0.17,0.91,0.07,0.97,0.02,0.81,0.07,0.94,0.02,0.74,0.17
0.66,0.82,0.07,0.81,0.15,0.74,0.17,0.68,0.17,0.55,0.15,0.91,0.06,0.94,0.04,0.83,0.06,0.9,0.04,0.75,0.16
0.67,0.82,0.07,0.82,0.15,0.74,0.17,0.69,0.17,0.54,0.15,0.91,0.06,0.95,0.03,0.83,0.06,0.92,0.03,0.75,0.16
0.67,0.83,0.07,0.83,0.14,0.74,0.17,0.69,0.17,0.55,0.14,0.92,0.06,0.95,0.04,0.83,0.06,0.9,0.04,0.76,0.16
0.67,0.83,0.07,0.84,0.14,0.72,0.17,0.69,0.17,0.54,0.14,0.92,0.06,0.94,0.04,0.84,0.06,0.9,0.04,0.76,0.16
0.67,0.84,0.07,0.84,0.14,0.73,0.17,0.7,0.17,0.53,0.14,0.92,0.06,0.96,0.03,0.83,0.06,0.92,0.03,0.77,0.16
0.68,0.84,0.07,0.85,0.13,0.74,0.16,0.7,0.16,0.54,0.13,0.92,0.06,0.96,0.03,0.83,0.06,0.91,0.03,0.77,0.15
0.68,0.84,0.07,0.86,0.12,0.73,0.17,0.68,0.17,0.6,0.12,0.93,0.05,0.92,0.06,0.86,0.05,0.84,0.06,0.77,0.15
0.67,0.84,0.07,0.85,0.12,0.74,0.16,0.69,0.16,0.59,0.12,0.93,0.05,0.92,0.05,0.85,0.05,0.86,0.05,0.77,0.14
0.67,0.84,0.07,0.85,0.12,0.76,0.15,0.7,0.15,0.6,0.12,0.92,0.06,0.93,0.05,0.83,0.06,0.87,0.05,0.77,0.14
0.67,0.82,0.07,0.84,0.13,0.74,0.17,0.67,0.17,0.6,0.13,0.93,0.05,0.92,0.06,0.85,0.05,0.86,0.06,0.76,0.15
0.67,0.82,0.07,0.84,0.13,0.75,0.17,0.67,0.17,0.61,0.13,0.93,0.05,0.91,0.06,0.85,0.05,0.85,0.06,0.76,0.15
0.67,0.82,0.07,0.84,0.13,0.75,0.16,0.67,0.16,0.62,0.13,0.93,0.05,0.91,0.06,0.86,0.05,0.85,0.06,0.76,0.15
0.67,0.81,0.08,0.83,0.14,0.74,0.18,0.64,0.18,0.6,0.14,0.94,0.04,0.92,0.06,0.87,0.04,0.85,0.06,0.73,0.16
0.67,0.8,0.08,0.83,0.14,0.7,0.2,0.61,0.2,0.59,0.14,0.95,0.03,0.9,0.06,0.9,0.03,0.84,0.06,0.72,0.17
0.67,0.8,0.08,0.82,0.14,0.69,0.21,0.61,0.21,0.58,0.14,0.95,0.03,0.91,0.06,0.9,0.03,0.84,0.06,0.71,0.17
