ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.56,0.94,0.03,0.0,1.0,0.24,0.12,0.88,0.12,0.0,1.0,0.84,0.1,0.0,1.0,0.79,0.1,0.0,1.0
0.6,0.85,0.07,0.82,0.18,0.17,0.3,0.68,0.3,0.02,0.18,0.9,0.06,0.73,0.24,0.85,0.06,0.27,0.24
0.64,0.77,0.11,0.76,0.24,0.14,0.46,0.51,0.46,0.02,0.24,0.98,0.01,0.74,0.24,0.97,0.01,0.25,0.24
0.66,0.75,0.12,0.74,0.26,0.27,0.44,0.47,0.44,0.1,0.26,1.0,0.0,0.86,0.11,0.99,0.0,0.65,0.11
0.67,0.75,0.12,0.74,0.25,0.39,0.39,0.49,0.39,0.15,0.25,0.99,0.01,0.88,0.1,0.98,0.01,0.69,0.1
0.68,0.75,0.12,0.75,0.24,0.44,0.37,0.49,0.37,0.22,0.24,0.99,0.0,0.93,0.05,0.99,0.0,0.84,0.05
0.68,0.74,0.12,0.74,0.24,0.48,0.35,0.48,0.35,0.24,0.24,0.99,0.01,0.94,0.05,0.98,0.01,0.86,0.05
0.68,0.74,0.12,0.74,0.23,0.55,0.31,0.48,0.31,0.34,0.23,0.99,0.01,0.99,0.01,0.98,0.01,0.97,0.01
0.68,0.74,0.11,0.74,0.22,0.57,0.3,0.49,0.3,0.38,0.22,0.99,0.01,0.99,0.01,0.98,0.01,0.97,0.01
0.68,0.76,0.1,0.76,0.2,0.61,0.27,0.54,0.27,0.42,0.2,0.97,0.02,0.98,0.02,0.93,0.02,0.95,0.02
0.67,0.77,0.1,0.77,0.2,0.59,0.27,0.55,0.27,0.42,0.2,0.96,0.02,0.97,0.02,0.93,0.02,0.94,0.02
0.67,0.78,0.1,0.77,0.19,0.6,0.26,0.57,0.26,0.41,0.19,0.95,0.03,0.98,0.02,0.91,0.03,0.95,0.02
0.67,0.82,0.08,0.82,0.15,0.67,0.2,0.65,0.2,0.48,0.15,0.93,0.05,0.96,0.03,0.86,0.05,0.92,0.03
0.67,0.84,0.07,0.84,0.13,0.71,0.18,0.68,0.18,0.53,0.13,0.92,0.05,0.95,0.03,0.85,0.05,0.9,0.03
0.67,0.85,0.06,0.86,0.11,0.76,0.15,0.72,0.15,0.61,0.11,0.92,0.06,0.92,0.05,0.83,0.06,0.86,0.05
0.67,0.85,0.06,0.86,0.12,0.75,0.16,0.71,0.16,0.6,0.12,0.92,0.06,0.92,0.05,0.84,0.06,0.86,0.05
0.67,0.85,0.06,0.86,0.11,0.77,0.14,0.73,0.14,0.63,0.11,0.91,0.06,0.91,0.06,0.83,0.06,0.85,0.06
0.67,0.84,0.07,0.85,0.13,0.74,0.16,0.7,0.16,0.56,0.13,0.92,0.06,0.94,0.04,0.83,0.06,0.89,0.04
0.67,0.84,0.07,0.85,0.13,0.73,0.17,0.69,0.17,0.56,0.13,0.92,0.05,0.93,0.05,0.84,0.05,0.88,0.05
0.67,0.83,0.07,0.83,0.14,0.72,0.18,0.67,0.18,0.54,0.14,0.92,0.05,0.94,0.04,0.85,0.05,0.9,0.04
0.67,0.81,0.08,0.81,0.16,0.69,0.2,0.64,0.2,0.47,0.16,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.67,0.81,0.08,0.81,0.16,0.7,0.19,0.65,0.19,0.48,0.16,0.93,0.05,0.98,0.02,0.85,0.05,0.95,0.02
0.67,0.81,0.08,0.81,0.16,0.68,0.2,0.64,0.2,0.49,0.16,0.93,0.05,0.96,0.03,0.86,0.05,0.93,0.03
0.67,0.81,0.08,0.81,0.17,0.68,0.2,0.64,0.2,0.47,0.17,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02
0.67,0.83,0.07,0.84,0.14,0.71,0.18,0.68,0.18,0.53,0.14,0.93,0.05,0.95,0.04,0.85,0.05,0.9,0.04
0.67,0.86,0.06,0.89,0.09,0.76,0.15,0.71,0.15,0.69,0.09,0.93,0.05,0.88,0.08,0.86,0.05,0.79,0.08
0.68,0.86,0.06,0.9,0.08,0.77,0.15,0.7,0.15,0.73,0.08,0.94,0.04,0.87,0.09,0.87,0.04,0.77,0.09
