ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.54,0.98,0.01,0.96,0.03,0.96,0.01,0.98,0.01,0.89,0.03,0.82,0.12,0.83,0.09,0.76,0.12,0.83,0.09,0.97,0.02
0.54,0.98,0.01,0.96,0.03,0.97,0.01,0.99,0.01,0.9,0.03,0.82,0.12,0.83,0.09,0.76,0.12,0.83,0.09,0.97,0.02
0.55,0.98,0.01,0.96,0.03,0.95,0.02,0.98,0.02,0.9,0.03,0.82,0.11,0.82,0.1,0.76,0.11,0.82,0.1,0.97,0.03
0.55,0.97,0.01,0.96,0.03,0.95,0.02,0.97,0.02,0.89,0.03,0.82,0.11,0.82,0.1,0.76,0.11,0.82,0.1,0.96,0.03
0.56,0.97,0.01,0.95,0.04,0.92,0.03,0.96,0.03,0.87,0.04,0.83,0.11,0.83,0.1,0.76,0.11,0.82,0.1,0.95,0.04
0.56,0.96,0.02,0.94,0.05,0.91,0.03,0.95,0.03,0.84,0.05,0.83,0.11,0.84,0.09,0.76,0.11,0.82,0.09,0.94,0.04
0.57,0.93,0.03,0.9,0.07,0.86,0.06,0.91,0.06,0.74,0.07,0.83,0.11,0.87,0.08,0.76,0.11,0.85,0.08,0.91,0.07
0.58,0.92,0.03,0.89,0.08,0.82,0.08,0.88,0.08,0.72,0.08,0.84,0.11,0.87,0.08,0.76,0.11,0.84,0.08,0.89,0.08
0.58,0.91,0.04,0.88,0.09,0.79,0.09,0.86,0.09,0.69,0.09,0.84,0.1,0.86,0.08,0.77,0.1,0.84,0.08,0.87,0.09
0.59,0.9,0.04,0.86,0.11,0.83,0.08,0.88,0.08,0.64,0.11,0.83,0.11,0.92,0.05,0.75,0.11,0.9,0.05,0.87,0.1
0.6,0.9,0.04,0.84,0.13,0.83,0.08,0.88,0.08,0.59,0.13,0.83,0.12,0.96,0.03,0.74,0.12,0.94,0.03,0.86,0.11
0.6,0.89,0.05,0.83,0.14,0.86,0.06,0.89,0.06,0.56,0.14,0.82,0.12,0.99,0.01,0.72,0.12,0.98,0.01,0.86,0.1
0.61,0.87,0.05,0.82,0.15,0.81,0.09,0.85,0.09,0.54,0.15,0.83,0.11,0.98,0.01,0.73,0.11,0.97,0.01,0.83,0.12
0.61,0.86,0.06,0.8,0.17,0.8,0.1,0.82,0.1,0.51,0.17,0.84,0.11,0.99,0.0,0.74,0.11,0.99,0.0,0.81,0.14
0.62,0.85,0.06,0.79,0.18,0.79,0.11,0.81,0.11,0.48,0.18,0.84,0.11,0.98,0.01,0.73,0.11,0.98,0.01,0.8,0.14
0.62,0.84,0.07,0.78,0.18,0.79,0.12,0.8,0.12,0.48,0.18,0.84,0.11,0.99,0.01,0.74,0.11,0.98,0.01,0.79,0.15
0.64,0.84,0.07,0.79,0.18,0.79,0.12,0.78,0.12,0.49,0.18,0.86,0.1,0.99,0.01,0.75,0.1,0.98,0.01,0.79,0.15
0.64,0.84,0.07,0.79,0.17,0.78,0.12,0.77,0.12,0.5,0.17,0.86,0.1,1.0,0.0,0.75,0.1,1.0,0.0,0.78,0.15
0.64,0.83,0.07,0.79,0.17,0.77,0.14,0.75,0.14,0.5,0.17,0.87,0.09,0.99,0.0,0.77,0.09,0.99,0.0,0.77,0.16
0.65,0.83,0.07,0.79,0.18,0.77,0.14,0.75,0.14,0.49,0.18,0.88,0.09,1.0,0.0,0.77,0.09,1.0,0.0,0.77,0.16
0.65,0.81,0.08,0.78,0.19,0.76,0.15,0.72,0.15,0.47,0.19,0.88,0.08,0.99,0.01,0.78,0.08,0.98,0.01,0.75,0.17
