ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.61,0.51,0.24,0.46,0.52,0.05,0.74,0.23,0.74,0.06,0.52,0.91,0.06,0.71,0.16,0.84,0.06,0.73,0.16
0.63,0.89,0.06,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.95,0.03,0.0,1.0,0.92,0.03,0.0,1.0
0.62,0.9,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,0.04,0.0,1.0,0.9,0.04,0.0,1.0
0.63,0.88,0.06,0.91,0.09,0.0,1.0,0.0,1.0,0.04,0.09,0.95,0.03,0.0,1.0,0.93,0.03,0.0,1.0
0.64,0.86,0.07,0.89,0.11,0.05,0.38,0.61,0.38,0.1,0.11,0.98,0.02,0.67,0.25,0.96,0.02,0.5,0.25
0.64,0.84,0.08,0.86,0.13,0.07,0.41,0.58,0.41,0.13,0.13,0.99,0.01,0.69,0.23,0.98,0.01,0.55,0.23
0.65,0.83,0.08,0.84,0.15,0.18,0.38,0.58,0.38,0.13,0.15,0.98,0.02,0.96,0.03,0.96,0.02,0.92,0.03
0.65,0.82,0.09,0.82,0.17,0.26,0.36,0.59,0.36,0.14,0.17,0.96,0.02,0.94,0.04,0.94,0.02,0.87,0.04
0.65,0.83,0.08,0.82,0.17,0.34,0.33,0.61,0.33,0.17,0.17,0.95,0.03,0.94,0.05,0.92,0.03,0.85,0.05
0.66,0.81,0.09,0.8,0.19,0.43,0.3,0.61,0.3,0.2,0.19,0.95,0.04,0.91,0.07,0.9,0.04,0.78,0.07
0.67,0.81,0.09,0.8,0.18,0.52,0.28,0.6,0.28,0.32,0.18,0.95,0.03,0.99,0.01,0.9,0.03,0.98,0.01
0.66,0.82,0.08,0.82,0.16,0.55,0.26,0.63,0.26,0.39,0.16,0.94,0.04,0.97,0.02,0.89,0.04,0.95,0.02
0.67,0.82,0.08,0.82,0.16,0.66,0.21,0.64,0.21,0.46,0.16,0.94,0.04,0.97,0.02,0.87,0.04,0.94,0.02
0.67,0.84,0.07,0.83,0.14,0.69,0.19,0.68,0.19,0.51,0.14,0.93,0.05,0.95,0.03,0.86,0.05,0.92,0.03
0.68,0.84,0.07,0.85,0.12,0.75,0.16,0.69,0.16,0.59,0.12,0.94,0.05,0.94,0.04,0.85,0.05,0.89,0.04
0.67,0.85,0.07,0.84,0.13,0.72,0.17,0.71,0.17,0.52,0.13,0.92,0.06,0.96,0.02,0.84,0.06,0.93,0.02
0.67,0.85,0.07,0.83,0.15,0.69,0.18,0.71,0.18,0.44,0.15,0.91,0.06,1.0,0.0,0.83,0.06,0.99,0.0
0.67,0.85,0.07,0.84,0.14,0.67,0.18,0.71,0.18,0.47,0.14,0.92,0.06,0.98,0.02,0.84,0.06,0.95,0.02
0.67,0.86,0.06,0.85,0.13,0.72,0.16,0.72,0.16,0.52,0.13,0.92,0.06,0.96,0.02,0.83,0.06,0.93,0.02
0.67,0.85,0.06,0.85,0.13,0.75,0.15,0.72,0.15,0.55,0.13,0.92,0.06,0.96,0.03,0.83,0.06,0.92,0.03
0.68,0.82,0.08,0.82,0.15,0.66,0.21,0.65,0.21,0.46,0.15,0.94,0.04,0.98,0.01,0.87,0.04,0.96,0.01
0.67,0.85,0.07,0.84,0.14,0.64,0.2,0.69,0.2,0.41,0.14,0.92,0.05,1.0,0.0,0.85,0.05,1.0,0.0
