ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.53,0.64,0.16,0.54,0.34,0.34,0.43,0.45,0.43,0.42,0.34,0.9,0.06,0.68,0.16,0.86,0.06,0.76,0.16,0.49,0.39
0.58,0.62,0.19,0.52,0.47,0.06,0.58,0.39,0.58,0.05,0.47,0.94,0.04,0.93,0.04,0.91,0.04,0.93,0.04,0.46,0.52
0.64,0.71,0.14,0.69,0.31,0.04,0.57,0.41,0.57,0.01,0.31,0.97,0.02,0.8,0.16,0.95,0.02,0.56,0.16,0.55,0.44
0.66,0.71,0.14,0.71,0.29,0.08,0.58,0.39,0.58,0.04,0.29,0.95,0.04,0.91,0.07,0.9,0.04,0.81,0.07,0.55,0.43
0.65,0.69,0.15,0.68,0.31,0.09,0.6,0.37,0.6,0.08,0.31,0.94,0.04,0.87,0.08,0.88,0.04,0.81,0.08,0.53,0.45
0.65,0.7,0.15,0.68,0.31,0.17,0.54,0.39,0.54,0.09,0.31,0.96,0.03,0.94,0.04,0.92,0.03,0.89,0.04,0.54,0.43
0.66,0.7,0.14,0.69,0.3,0.23,0.5,0.41,0.5,0.11,0.3,0.97,0.02,0.89,0.08,0.94,0.02,0.78,0.08,0.55,0.4
0.66,0.71,0.14,0.69,0.3,0.32,0.45,0.43,0.45,0.16,0.3,0.99,0.01,0.91,0.06,0.98,0.01,0.83,0.06,0.56,0.38
0.67,0.7,0.14,0.68,0.3,0.37,0.43,0.42,0.43,0.17,0.3,0.99,0.01,0.9,0.07,0.97,0.01,0.81,0.07,0.55,0.36
0.67,0.72,0.13,0.7,0.28,0.43,0.39,0.45,0.39,0.21,0.28,1.0,0.0,0.92,0.06,1.0,0.0,0.84,0.06,0.57,0.34
0.67,0.74,0.12,0.73,0.24,0.47,0.36,0.47,0.36,0.29,0.24,1.0,0.0,0.98,0.01,1.0,0.0,0.97,0.01,0.6,0.3
0.68,0.74,0.11,0.74,0.23,0.49,0.35,0.48,0.35,0.31,0.23,1.0,0.0,0.99,0.01,1.0,0.0,0.98,0.01,0.61,0.29
0.68,0.77,0.1,0.78,0.19,0.5,0.34,0.5,0.34,0.36,0.19,0.99,0.0,0.96,0.03,0.99,0.0,0.92,0.03,0.64,0.27
0.68,0.78,0.1,0.79,0.19,0.51,0.31,0.53,0.31,0.37,0.19,0.99,0.01,0.96,0.03,0.97,0.01,0.93,0.03,0.66,0.25
0.67,0.78,0.1,0.79,0.19,0.53,0.31,0.54,0.31,0.39,0.19,0.98,0.01,0.95,0.03,0.96,0.01,0.91,0.03,0.67,0.25
0.68,0.79,0.09,0.8,0.18,0.53,0.3,0.55,0.3,0.39,0.18,0.98,0.01,0.96,0.03,0.96,0.01,0.92,0.03,0.68,0.24
0.68,0.79,0.09,0.79,0.19,0.52,0.3,0.56,0.3,0.35,0.19,0.97,0.02,0.99,0.01,0.94,0.02,0.98,0.01,0.68,0.24
0.67,0.79,0.09,0.79,0.19,0.53,0.29,0.57,0.29,0.34,0.19,0.97,0.02,1.0,0.0,0.93,0.02,0.99,0.0,0.68,0.24
0.67,0.8,0.09,0.8,0.18,0.54,0.29,0.57,0.29,0.38,0.18,0.97,0.02,0.97,0.02,0.94,0.02,0.95,0.02,0.69,0.23
0.68,0.79,0.09,0.79,0.18,0.53,0.3,0.55,0.3,0.38,0.18,0.98,0.01,0.97,0.02,0.96,0.01,0.94,0.02,0.67,0.24
0.68,0.77,0.1,0.78,0.19,0.53,0.31,0.51,0.31,0.39,0.19,0.99,0.0,0.95,0.03,0.99,0.0,0.92,0.03,0.65,0.25
0.68,0.77,0.1,0.78,0.2,0.53,0.31,0.53,0.31,0.38,0.2,0.99,0.01,0.97,0.02,0.97,0.01,0.95,0.02,0.66,0.26
0.68,0.77,0.1,0.78,0.2,0.5,0.33,0.52,0.33,0.34,0.2,0.99,0.01,0.98,0.01,0.98,0.01,0.96,0.01,0.65,0.27
0.68,0.78,0.1,0.78,0.2,0.51,0.31,0.54,0.31,0.31,0.2,0.98,0.02,0.98,0.01,0.95,0.02,0.96,0.01,0.66,0.26
0.68,0.78,0.1,0.78,0.2,0.51,0.31,0.55,0.31,0.29,0.2,0.97,0.02,0.96,0.03,0.95,0.02,0.92,0.03,0.67,0.26
0.68,0.79,0.1,0.79,0.2,0.51,0.3,0.56,0.3,0.27,0.2,0.97,0.02,0.95,0.04,0.94,0.02,0.89,0.04,0.68,0.25
0.68,0.78,0.1,0.78,0.21,0.5,0.31,0.55,0.31,0.27,0.21,0.97,0.02,0.94,0.04,0.94,0.02,0.88,0.04,0.67,0.26
0.68,0.78,0.1,0.77,0.2,0.51,0.32,0.53,0.32,0.32,0.2,0.98,0.01,0.99,0.01,0.96,0.01,0.98,0.01,0.65,0.26
0.67,0.77,0.1,0.77,0.21,0.5,0.33,0.52,0.33,0.33,0.21,0.99,0.01,0.99,0.01,0.97,0.01,0.98,0.01,0.65,0.27
0.68,0.77,0.1,0.77,0.21,0.51,0.32,0.52,0.32,0.33,0.21,0.98,0.01,1.0,0.0,0.97,0.01,1.0,0.0,0.65,0.27
0.68,0.78,0.1,0.78,0.2,0.5,0.32,0.53,0.32,0.3,0.2,0.98,0.01,0.98,0.02,0.96,0.01,0.95,0.02,0.66,0.26
0.68,0.78,0.1,0.78,0.21,0.49,0.32,0.54,0.32,0.27,0.21,0.98,0.01,0.94,0.04,0.95,0.01,0.88,0.04,0.66,0.27
0.68,0.79,0.1,0.79,0.2,0.5,0.31,0.55,0.31,0.27,0.2,0.97,0.02,0.95,0.04,0.94,0.02,0.89,0.04,0.67,0.26
0.67,0.81,0.09,0.8,0.18,0.52,0.28,0.6,0.28,0.29,0.18,0.95,0.03,0.95,0.03,0.9,0.03,0.9,0.03,0.7,0.23
0.68,0.8,0.09,0.8,0.18,0.52,0.29,0.58,0.29,0.31,0.18,0.97,0.02,0.98,0.02,0.93,0.02,0.95,0.02,0.69,0.23
0.68,0.8,0.09,0.8,0.17,0.58,0.26,0.58,0.26,0.41,0.17,0.96,0.03,0.97,0.02,0.92,0.03,0.95,0.02,0.69,0.22
0.68,0.8,0.09,0.81,0.16,0.61,0.25,0.58,0.25,0.45,0.16,0.97,0.02,0.96,0.03,0.93,0.02,0.92,0.03,0.7,0.21
0.68,0.8,0.09,0.81,0.16,0.61,0.25,0.58,0.25,0.45,0.16,0.97,0.02,0.96,0.03,0.93,0.02,0.92,0.03,0.7,0.21
0.68,0.8,0.09,0.81,0.16,0.62,0.25,0.59,0.25,0.45,0.16,0.96,0.03,0.96,0.03,0.92,0.03,0.93,0.03,0.7,0.21
0.68,0.81,0.08,0.81,0.16,0.65,0.23,0.61,0.23,0.46,0.16,0.95,0.03,0.97,0.02,0.9,0.03,0.94,0.02,0.71,0.2
