ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.52,0.83,0.08,0.71,0.28,0.05,0.27,0.73,0.27,0.11,0.28,0.84,0.1,0.72,0.1,0.79,0.1,0.87,0.1
0.52,0.75,0.12,0.66,0.31,0.12,0.44,0.53,0.44,0.22,0.31,0.77,0.15,0.88,0.05,0.68,0.15,0.92,0.05
0.61,0.91,0.04,0.89,0.1,0.72,0.11,0.85,0.11,0.56,0.1,0.86,0.09,0.93,0.04,0.78,0.09,0.9,0.04
0.64,0.75,0.12,0.7,0.28,0.4,0.36,0.53,0.36,0.22,0.28,0.95,0.04,0.94,0.04,0.9,0.04,0.91,0.04
0.64,0.73,0.13,0.69,0.3,0.24,0.45,0.47,0.45,0.11,0.3,0.98,0.01,0.88,0.09,0.97,0.01,0.77,0.09
0.65,0.76,0.11,0.75,0.24,0.23,0.45,0.49,0.45,0.13,0.24,1.0,0.0,0.96,0.03,1.0,0.0,0.91,0.03
0.66,0.77,0.11,0.76,0.23,0.29,0.4,0.51,0.4,0.14,0.23,0.98,0.01,0.92,0.06,0.97,0.01,0.84,0.06
0.66,0.77,0.11,0.76,0.22,0.33,0.39,0.51,0.39,0.19,0.22,0.99,0.01,0.96,0.03,0.97,0.01,0.92,0.03
0.66,0.8,0.09,0.78,0.21,0.42,0.33,0.58,0.33,0.22,0.21,0.96,0.03,0.94,0.04,0.92,0.03,0.88,0.04
0.67,0.8,0.09,0.8,0.17,0.59,0.26,0.57,0.26,0.46,0.17,0.97,0.02,0.94,0.04,0.94,0.02,0.89,0.04
0.67,0.82,0.08,0.82,0.15,0.62,0.23,0.62,0.23,0.5,0.15,0.95,0.03,0.92,0.05,0.9,0.03,0.87,0.05
0.65,0.85,0.07,0.84,0.14,0.64,0.2,0.7,0.2,0.47,0.14,0.92,0.06,0.96,0.03,0.84,0.06,0.92,0.03
