ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.65,0.86,0.06,0.91,0.08,0.58,0.24,0.65,0.24,0.71,0.08,0.97,0.02,0.77,0.15,0.94,0.02,0.68,0.15,0.78,0.16
0.67,0.81,0.09,0.82,0.17,0.42,0.33,0.57,0.33,0.32,0.17,0.98,0.02,0.94,0.04,0.95,0.02,0.89,0.04,0.69,0.25
0.67,0.81,0.09,0.82,0.17,0.4,0.33,0.58,0.33,0.24,0.17,0.97,0.02,0.98,0.01,0.95,0.02,0.96,0.01,0.7,0.25
0.67,0.79,0.1,0.8,0.19,0.36,0.37,0.53,0.37,0.25,0.19,0.99,0.01,0.98,0.01,0.98,0.01,0.96,0.01,0.67,0.28
0.67,0.79,0.1,0.79,0.19,0.36,0.38,0.52,0.38,0.23,0.19,1.0,0.0,1.0,0.0,0.99,0.0,0.99,0.0,0.66,0.29
0.67,0.79,0.1,0.8,0.19,0.38,0.37,0.53,0.37,0.25,0.19,0.99,0.0,1.0,0.0,0.99,0.0,0.99,0.0,0.67,0.28
0.69,0.78,0.1,0.79,0.2,0.45,0.35,0.52,0.35,0.27,0.2,1.0,0.0,0.97,0.02,0.99,0.0,0.94,0.02,0.66,0.28
0.68,0.78,0.1,0.78,0.2,0.48,0.33,0.52,0.33,0.3,0.2,0.99,0.01,0.99,0.0,0.98,0.01,0.99,0.0,0.65,0.27
0.67,0.78,0.1,0.79,0.19,0.49,0.32,0.54,0.32,0.34,0.19,0.98,0.01,0.98,0.01,0.97,0.01,0.96,0.01,0.67,0.26
0.67,0.8,0.09,0.79,0.19,0.51,0.3,0.57,0.3,0.31,0.19,0.96,0.02,0.99,0.01,0.93,0.02,0.97,0.01,0.68,0.24
0.67,0.78,0.1,0.79,0.19,0.52,0.31,0.54,0.31,0.37,0.19,0.98,0.01,0.97,0.02,0.96,0.01,0.94,0.02,0.67,0.25
0.67,0.79,0.09,0.79,0.19,0.55,0.28,0.58,0.28,0.37,0.19,0.96,0.03,0.98,0.01,0.92,0.03,0.97,0.01,0.69,0.24
0.67,0.79,0.09,0.79,0.18,0.53,0.29,0.56,0.29,0.38,0.18,0.97,0.02,0.97,0.02,0.94,0.02,0.94,0.02,0.68,0.23
0.67,0.8,0.09,0.8,0.18,0.56,0.27,0.59,0.27,0.4,0.18,0.96,0.03,0.97,0.02,0.92,0.03,0.94,0.02,0.7,0.23
0.67,0.79,0.09,0.8,0.18,0.56,0.28,0.57,0.28,0.4,0.18,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02,0.69,0.23
0.68,0.8,0.09,0.8,0.18,0.58,0.27,0.58,0.27,0.39,0.18,0.97,0.02,0.98,0.01,0.93,0.02,0.97,0.01,0.69,0.23
0.67,0.8,0.09,0.79,0.19,0.54,0.28,0.59,0.28,0.34,0.19,0.96,0.03,0.99,0.01,0.91,0.03,0.98,0.01,0.69,0.24
0.68,0.8,0.09,0.81,0.17,0.56,0.28,0.57,0.28,0.4,0.17,0.97,0.02,0.96,0.03,0.94,0.02,0.93,0.03,0.69,0.23
0.67,0.81,0.08,0.81,0.17,0.57,0.26,0.61,0.26,0.4,0.17,0.95,0.03,0.97,0.02,0.91,0.03,0.94,0.02,0.71,0.22
0.67,0.81,0.08,0.8,0.18,0.58,0.25,0.61,0.25,0.37,0.18,0.95,0.03,1.0,0.0,0.9,0.03,0.99,0.0,0.71,0.21
0.67,0.81,0.08,0.81,0.16,0.58,0.25,0.61,0.25,0.41,0.16,0.95,0.03,0.97,0.02,0.9,0.03,0.94,0.02,0.71,0.21
0.67,0.81,0.08,0.81,0.17,0.58,0.25,0.61,0.25,0.4,0.17,0.95,0.03,0.98,0.01,0.9,0.03,0.96,0.01,0.71,0.21
0.67,0.81,0.08,0.81,0.17,0.57,0.26,0.61,0.26,0.36,0.17,0.95,0.03,1.0,0.0,0.9,0.03,1.0,0.0,0.71,0.22
0.67,0.82,0.08,0.82,0.16,0.57,0.25,0.63,0.25,0.37,0.16,0.94,0.04,1.0,0.0,0.89,0.04,0.99,0.0,0.72,0.21
0.67,0.81,0.08,0.81,0.17,0.57,0.26,0.6,0.26,0.39,0.17,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01,0.71,0.22
0.67,0.82,0.08,0.81,0.17,0.57,0.25,0.62,0.25,0.36,0.17,0.95,0.04,0.99,0.0,0.89,0.04,0.99,0.0,0.72,0.21
0.67,0.82,0.08,0.81,0.17,0.58,0.25,0.63,0.25,0.34,0.17,0.94,0.04,0.97,0.02,0.88,0.04,0.94,0.02,0.72,0.21
0.67,0.82,0.08,0.82,0.17,0.58,0.24,0.63,0.24,0.36,0.17,0.94,0.04,0.99,0.01,0.88,0.04,0.97,0.01,0.72,0.21
0.67,0.83,0.08,0.82,0.16,0.6,0.23,0.66,0.23,0.36,0.16,0.93,0.05,0.98,0.02,0.87,0.05,0.95,0.02,0.74,0.2
0.67,0.84,0.07,0.83,0.16,0.61,0.22,0.67,0.22,0.37,0.16,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02,0.75,0.19
