ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.54,0.83,0.07,0.73,0.2,0.66,0.17,0.74,0.17,0.56,0.2,0.85,0.1,0.73,0.15,0.78,0.1,0.75,0.15
0.65,0.78,0.11,0.77,0.22,0.19,0.43,0.52,0.43,0.08,0.22,0.99,0.01,0.89,0.08,0.98,0.01,0.76,0.08
0.65,0.77,0.11,0.77,0.22,0.13,0.47,0.49,0.47,0.1,0.22,0.99,0.0,0.97,0.02,0.99,0.0,0.94,0.02
0.66,0.73,0.13,0.73,0.27,0.16,0.51,0.43,0.51,0.08,0.27,0.97,0.02,0.93,0.05,0.94,0.02,0.84,0.05
0.66,0.72,0.13,0.72,0.28,0.21,0.5,0.42,0.5,0.09,0.28,0.97,0.02,0.89,0.08,0.94,0.02,0.76,0.08
0.67,0.74,0.12,0.73,0.26,0.3,0.44,0.46,0.44,0.14,0.26,0.99,0.01,0.91,0.06,0.98,0.01,0.82,0.06
0.67,0.77,0.11,0.76,0.23,0.39,0.38,0.5,0.38,0.2,0.23,0.99,0.0,0.93,0.05,0.99,0.0,0.85,0.05
0.67,0.79,0.1,0.77,0.2,0.54,0.29,0.57,0.29,0.33,0.2,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01
0.66,0.83,0.08,0.82,0.16,0.58,0.24,0.65,0.24,0.39,0.16,0.94,0.04,0.98,0.01,0.88,0.04,0.97,0.01
0.67,0.85,0.06,0.86,0.12,0.76,0.15,0.72,0.15,0.6,0.12,0.92,0.06,0.93,0.05,0.83,0.06,0.88,0.05
0.68,0.86,0.06,0.86,0.12,0.81,0.12,0.76,0.12,0.61,0.12,0.91,0.07,0.95,0.04,0.8,0.07,0.91,0.04
0.66,0.87,0.06,0.88,0.1,0.71,0.16,0.73,0.16,0.6,0.1,0.92,0.05,0.91,0.06,0.85,0.05,0.84,0.06
0.67,0.87,0.06,0.87,0.11,0.77,0.14,0.75,0.14,0.61,0.11,0.91,0.06,0.93,0.05,0.82,0.06,0.88,0.05
0.67,0.85,0.06,0.86,0.12,0.7,0.18,0.7,0.18,0.58,0.12,0.93,0.05,0.92,0.06,0.85,0.05,0.86,0.06
0.68,0.86,0.06,0.87,0.1,0.8,0.13,0.74,0.13,0.65,0.1,0.92,0.06,0.92,0.05,0.83,0.06,0.86,0.05
0.67,0.84,0.07,0.86,0.12,0.71,0.18,0.68,0.18,0.57,0.12,0.94,0.04,0.92,0.05,0.86,0.04,0.87,0.05
0.66,0.85,0.07,0.85,0.13,0.64,0.21,0.68,0.21,0.51,0.13,0.93,0.05,0.93,0.05,0.87,0.05,0.87,0.05
0.66,0.86,0.06,0.86,0.12,0.69,0.18,0.71,0.18,0.56,0.12,0.92,0.05,0.92,0.05,0.85,0.05,0.86,0.05
0.67,0.84,0.07,0.84,0.13,0.67,0.2,0.66,0.2,0.54,0.13,0.94,0.04,0.92,0.05,0.88,0.04,0.87,0.05
0.68,0.83,0.07,0.83,0.14,0.73,0.18,0.67,0.18,0.55,0.14,0.94,0.04,0.95,0.03,0.86,0.04,0.91,0.03
0.67,0.8,0.09,0.8,0.17,0.61,0.25,0.59,0.25,0.44,0.17,0.96,0.03,0.96,0.02,0.91,0.03,0.94,0.02
