ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.67,0.83,0.07,0.85,0.13,0.7,0.19,0.66,0.19,0.56,0.13,0.94,0.04,0.92,0.05,0.88,0.04,0.87,0.05
0.67,0.78,0.11,0.78,0.21,0.31,0.41,0.5,0.41,0.21,0.21,1.0,0.0,0.99,0.01,1.0,0.0,0.97,0.01
0.65,0.79,0.1,0.79,0.21,0.18,0.44,0.51,0.44,0.12,0.21,1.0,0.0,0.99,0.0,1.0,0.0,0.99,0.0
0.66,0.77,0.11,0.77,0.22,0.17,0.47,0.48,0.47,0.11,0.22,0.99,0.01,0.99,0.01,0.98,0.01,0.98,0.01
0.66,0.76,0.11,0.77,0.23,0.17,0.48,0.47,0.48,0.11,0.23,0.98,0.01,0.99,0.01,0.96,0.01,0.98,0.01
0.67,0.77,0.11,0.76,0.23,0.31,0.41,0.5,0.41,0.15,0.23,1.0,0.0,0.91,0.06,0.99,0.0,0.8,0.06
0.67,0.78,0.1,0.77,0.22,0.42,0.35,0.53,0.35,0.23,0.22,0.98,0.02,0.94,0.04,0.95,0.02,0.88,0.04
0.67,0.8,0.09,0.8,0.18,0.57,0.27,0.58,0.27,0.4,0.18,0.96,0.03,0.97,0.02,0.92,0.03,0.95,0.02
0.66,0.88,0.05,0.88,0.1,0.8,0.11,0.79,0.11,0.63,0.1,0.9,0.07,0.93,0.05,0.8,0.07,0.88,0.05
0.65,0.96,0.02,0.99,0.0,0.94,0.04,0.92,0.04,0.98,0.0,0.9,0.07,0.81,0.12,0.79,0.07,0.73,0.12
0.65,0.99,0.0,0.94,0.05,0.95,0.03,0.93,0.03,0.86,0.05,0.87,0.09,0.8,0.13,0.74,0.09,0.73,0.13
0.65,0.99,0.0,0.96,0.03,0.98,0.01,0.98,0.01,0.88,0.03,0.88,0.09,0.8,0.13,0.76,0.09,0.72,0.13
0.66,0.96,0.01,0.99,0.01,0.96,0.02,0.95,0.02,0.97,0.01,0.89,0.08,0.82,0.12,0.77,0.08,0.73,0.12
0.66,0.92,0.03,0.94,0.05,0.89,0.06,0.86,0.06,0.83,0.05,0.9,0.08,0.87,0.09,0.78,0.08,0.8,0.09
0.67,0.89,0.04,0.93,0.06,0.83,0.11,0.77,0.11,0.81,0.06,0.93,0.05,0.85,0.1,0.84,0.05,0.77,0.1
0.68,0.86,0.06,0.86,0.11,0.79,0.13,0.74,0.13,0.62,0.11,0.92,0.06,0.93,0.05,0.82,0.06,0.88,0.05
0.67,0.84,0.07,0.83,0.14,0.72,0.17,0.69,0.17,0.51,0.14,0.93,0.05,0.97,0.02,0.84,0.05,0.94,0.02
0.68,0.82,0.08,0.81,0.17,0.65,0.21,0.66,0.21,0.4,0.17,0.93,0.05,0.98,0.01,0.86,0.05,0.97,0.01
0.67,0.81,0.08,0.81,0.18,0.56,0.26,0.62,0.26,0.34,0.18,0.95,0.04,0.98,0.01,0.89,0.04,0.96,0.01
0.67,0.8,0.09,0.79,0.19,0.51,0.29,0.58,0.29,0.31,0.19,0.96,0.03,0.98,0.01,0.92,0.03,0.97,0.01
0.67,0.79,0.1,0.79,0.2,0.44,0.33,0.55,0.33,0.24,0.2,0.97,0.02,0.95,0.03,0.95,0.02,0.89,0.03
0.66,0.8,0.09,0.8,0.19,0.35,0.36,0.56,0.36,0.22,0.19,0.97,0.02,0.99,0.01,0.95,0.02,0.97,0.01
0.66,0.81,0.09,0.81,0.19,0.34,0.36,0.56,0.36,0.19,0.19,0.98,0.02,0.96,0.03,0.96,0.02,0.9,0.03
0.67,0.79,0.1,0.8,0.19,0.36,0.37,0.54,0.37,0.21,0.19,0.99,0.01,0.97,0.02,0.97,0.01,0.94,0.02
0.67,0.81,0.09,0.81,0.18,0.34,0.36,0.56,0.36,0.2,0.18,0.98,0.01,0.97,0.02,0.96,0.01,0.92,0.02
0.67,0.81,0.09,0.82,0.17,0.32,0.37,0.56,0.37,0.2,0.17,0.98,0.01,0.99,0.01,0.97,0.01,0.98,0.01
0.66,0.82,0.09,0.82,0.17,0.34,0.35,0.58,0.35,0.2,0.17,0.97,0.02,0.98,0.02,0.95,0.02,0.95,0.02
0.67,0.82,0.09,0.82,0.17,0.38,0.34,0.58,0.34,0.22,0.17,0.97,0.02,0.97,0.02,0.95,0.02,0.92,0.02
0.68,0.8,0.1,0.81,0.18,0.38,0.36,0.54,0.36,0.22,0.18,0.99,0.01,0.97,0.02,0.98,0.01,0.93,0.02
0.67,0.8,0.09,0.81,0.18,0.39,0.35,0.55,0.35,0.22,0.18,0.98,0.01,0.96,0.03,0.96,0.01,0.9,0.03
0.67,0.8,0.09,0.81,0.18,0.42,0.33,0.56,0.33,0.23,0.18,0.98,0.02,0.96,0.03,0.95,0.02,0.91,0.03
0.68,0.8,0.09,0.8,0.18,0.44,0.33,0.56,0.33,0.24,0.18,0.98,0.01,0.96,0.03,0.96,0.01,0.9,0.03
0.68,0.81,0.09,0.81,0.17,0.48,0.31,0.57,0.31,0.29,0.17,0.97,0.02,0.98,0.01,0.95,0.02,0.95,0.01
0.68,0.82,0.08,0.82,0.17,0.51,0.28,0.6,0.28,0.3,0.17,0.96,0.03,0.97,0.02,0.92,0.03,0.93,0.02
0.68,0.83,0.08,0.84,0.15,0.49,0.28,0.61,0.28,0.3,0.15,0.96,0.03,0.99,0.01,0.92,0.03,0.97,0.01
0.67,0.84,0.07,0.85,0.14,0.47,0.28,0.63,0.28,0.3,0.14,0.95,0.03,0.99,0.0,0.91,0.03,0.99,0.0
0.67,0.85,0.07,0.86,0.13,0.46,0.27,0.65,0.27,0.31,0.13,0.95,0.04,0.99,0.01,0.9,0.04,0.97,0.01
0.67,0.86,0.07,0.86,0.13,0.48,0.26,0.66,0.26,0.32,0.13,0.94,0.04,0.99,0.0,0.9,0.04,0.99,0.0
0.66,0.86,0.06,0.88,0.12,0.47,0.25,0.67,0.25,0.34,0.12,0.94,0.04,0.97,0.02,0.89,0.04,0.93,0.02
0.67,0.87,0.06,0.88,0.12,0.53,0.23,0.69,0.23,0.34,0.12,0.93,0.05,0.99,0.0,0.87,0.05,0.98,0.0
0.67,0.88,0.05,0.88,0.11,0.64,0.18,0.74,0.18,0.42,0.11,0.92,0.06,1.0,0.0,0.84,0.06,0.99,0.0
0.67,0.89,0.05,0.9,0.09,0.69,0.15,0.77,0.15,0.51,0.09,0.91,0.06,0.96,0.03,0.83,0.06,0.91,0.03
0.68,0.89,0.05,0.89,0.09,0.73,0.14,0.78,0.14,0.52,0.09,0.91,0.07,0.97,0.02,0.82,0.07,0.94,0.02
0.68,0.88,0.05,0.89,0.1,0.69,0.16,0.75,0.16,0.49,0.1,0.92,0.06,0.97,0.02,0.83,0.06,0.94,0.02
0.67,0.88,0.05,0.89,0.1,0.63,0.18,0.74,0.18,0.42,0.1,0.92,0.06,0.99,0.01,0.85,0.06,0.98,0.01
0.68,0.88,0.06,0.89,0.11,0.64,0.18,0.73,0.18,0.41,0.11,0.92,0.05,1.0,0.0,0.85,0.05,1.0,0.0
0.68,0.87,0.06,0.88,0.11,0.67,0.17,0.73,0.17,0.43,0.11,0.92,0.05,1.0,0.0,0.84,0.05,1.0,0.0
0.68,0.87,0.06,0.89,0.1,0.63,0.19,0.71,0.19,0.44,0.1,0.93,0.05,0.98,0.02,0.86,0.05,0.94,0.02
0.68,0.87,0.06,0.89,0.1,0.62,0.2,0.71,0.2,0.44,0.1,0.93,0.05,0.97,0.02,0.87,0.05,0.93,0.02
0.68,0.87,0.06,0.89,0.11,0.57,0.22,0.68,0.22,0.41,0.11,0.94,0.04,0.96,0.03,0.89,0.04,0.91,0.03
