ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.48,0.66,0.14,0.56,0.31,0.4,0.37,0.51,0.37,0.49,0.31,0.79,0.13,0.88,0.05,0.74,0.13,0.92,0.05
0.62,0.78,0.11,0.71,0.28,0.3,0.35,0.59,0.35,0.1,0.28,0.91,0.06,0.81,0.14,0.86,0.06,0.64,0.14
0.64,0.77,0.11,0.76,0.24,0.06,0.48,0.5,0.48,0.05,0.24,0.99,0.0,0.96,0.03,0.99,0.0,0.92,0.03
0.64,0.73,0.14,0.71,0.28,0.08,0.55,0.42,0.55,0.07,0.28,0.97,0.02,0.9,0.06,0.94,0.02,0.85,0.06
0.65,0.71,0.14,0.7,0.29,0.14,0.54,0.41,0.54,0.07,0.29,0.97,0.02,0.94,0.04,0.94,0.02,0.89,0.04
0.66,0.74,0.12,0.73,0.26,0.26,0.45,0.46,0.45,0.13,0.26,0.99,0.01,0.93,0.05,0.98,0.01,0.85,0.05
0.67,0.77,0.11,0.76,0.22,0.35,0.4,0.49,0.4,0.22,0.22,1.0,0.0,1.0,0.0,1.0,0.0,0.99,0.0
0.67,0.77,0.1,0.77,0.21,0.49,0.32,0.54,0.32,0.32,0.21,0.98,0.02,1.0,0.0,0.95,0.02,1.0,0.0
0.67,0.82,0.08,0.81,0.17,0.57,0.25,0.62,0.25,0.38,0.17,0.94,0.04,0.99,0.0,0.89,0.04,0.99,0.0
0.67,0.85,0.06,0.85,0.12,0.76,0.15,0.71,0.15,0.62,0.12,0.92,0.05,0.92,0.05,0.84,0.05,0.87,0.05
0.66,0.88,0.05,0.89,0.09,0.86,0.09,0.81,0.09,0.74,0.09,0.9,0.07,0.9,0.07,0.79,0.07,0.84,0.07
0.66,0.89,0.05,0.89,0.09,0.85,0.09,0.82,0.09,0.71,0.09,0.9,0.07,0.91,0.06,0.79,0.07,0.85,0.06
0.66,0.91,0.03,0.94,0.04,0.9,0.06,0.86,0.06,0.87,0.04,0.9,0.07,0.85,0.1,0.79,0.07,0.79,0.1
0.66,0.91,0.04,0.93,0.05,0.9,0.06,0.86,0.06,0.83,0.05,0.9,0.08,0.87,0.09,0.78,0.08,0.81,0.09
0.66,0.91,0.03,0.95,0.04,0.89,0.07,0.84,0.07,0.89,0.04,0.91,0.07,0.84,0.1,0.8,0.07,0.77,0.1
0.66,0.89,0.04,0.91,0.07,0.86,0.08,0.82,0.08,0.78,0.07,0.91,0.07,0.88,0.08,0.79,0.07,0.81,0.08
0.67,0.87,0.05,0.87,0.11,0.82,0.11,0.78,0.11,0.64,0.11,0.9,0.07,0.93,0.05,0.8,0.07,0.88,0.05
0.67,0.86,0.06,0.86,0.11,0.76,0.14,0.74,0.14,0.61,0.11,0.91,0.06,0.93,0.05,0.82,0.06,0.88,0.05
0.67,0.85,0.06,0.86,0.12,0.76,0.15,0.73,0.15,0.61,0.12,0.92,0.06,0.92,0.05,0.83,0.06,0.87,0.05
0.68,0.85,0.06,0.84,0.13,0.8,0.13,0.74,0.13,0.58,0.13,0.91,0.06,0.96,0.03,0.81,0.06,0.92,0.03
0.67,0.82,0.07,0.83,0.14,0.69,0.2,0.65,0.2,0.55,0.14,0.94,0.04,0.93,0.05,0.88,0.04,0.88,0.05
0.66,0.84,0.07,0.84,0.14,0.62,0.21,0.67,0.21,0.45,0.14,0.93,0.05,0.96,0.03,0.87,0.05,0.92,0.03
0.66,0.83,0.07,0.82,0.16,0.59,0.23,0.67,0.23,0.38,0.16,0.93,0.05,1.0,0.0,0.86,0.05,0.99,0.0
0.67,0.82,0.08,0.82,0.16,0.6,0.23,0.64,0.23,0.4,0.16,0.94,0.04,0.99,0.01,0.88,0.04,0.97,0.01
0.66,0.84,0.07,0.83,0.15,0.57,0.24,0.66,0.24,0.4,0.15,0.93,0.05,0.97,0.02,0.87,0.05,0.95,0.02
0.67,0.81,0.08,0.81,0.17,0.59,0.25,0.62,0.25,0.39,0.17,0.95,0.04,0.99,0.01,0.89,0.04,0.98,0.01
0.67,0.82,0.08,0.82,0.16,0.57,0.25,0.62,0.25,0.39,0.16,0.95,0.03,0.98,0.01,0.9,0.03,0.96,0.01
0.67,0.83,0.07,0.83,0.15,0.65,0.21,0.66,0.21,0.45,0.15,0.93,0.05,0.97,0.02,0.86,0.05,0.95,0.02
0.68,0.83,0.07,0.84,0.13,0.74,0.17,0.67,0.17,0.58,0.13,0.94,0.04,0.93,0.05,0.86,0.04,0.88,0.05
0.67,0.84,0.07,0.85,0.13,0.71,0.18,0.69,0.18,0.55,0.13,0.93,0.05,0.93,0.04,0.86,0.05,0.88,0.04
0.67,0.85,0.07,0.85,0.12,0.7,0.18,0.69,0.18,0.56,0.12,0.93,0.05,0.93,0.05,0.86,0.05,0.88,0.05
0.68,0.83,0.07,0.84,0.14,0.66,0.21,0.64,0.21,0.53,0.14,0.95,0.03,0.93,0.05,0.89,0.03,0.87,0.05
0.68,0.82,0.08,0.83,0.15,0.67,0.21,0.64,0.21,0.5,0.15,0.95,0.04,0.95,0.03,0.88,0.04,0.92,0.03
0.67,0.82,0.08,0.83,0.15,0.63,0.23,0.63,0.23,0.46,0.15,0.95,0.04,0.95,0.03,0.89,0.04,0.92,0.03
0.67,0.83,0.08,0.83,0.15,0.62,0.23,0.64,0.23,0.44,0.15,0.94,0.04,0.97,0.02,0.89,0.04,0.94,0.02
0.67,0.83,0.07,0.82,0.16,0.6,0.23,0.66,0.23,0.4,0.16,0.93,0.05,0.99,0.01,0.87,0.05,0.98,0.01
0.67,0.83,0.08,0.83,0.15,0.62,0.23,0.63,0.23,0.46,0.15,0.95,0.04,0.95,0.03,0.89,0.04,0.91,0.03
0.67,0.84,0.07,0.84,0.14,0.68,0.19,0.68,0.19,0.5,0.14,0.93,0.05,0.96,0.03,0.86,0.05,0.93,0.03
0.67,0.85,0.07,0.84,0.14,0.66,0.19,0.69,0.19,0.47,0.14,0.92,0.05,0.97,0.02,0.85,0.05,0.94,0.02
0.67,0.85,0.07,0.85,0.13,0.68,0.18,0.7,0.18,0.49,0.13,0.92,0.05,0.97,0.02,0.85,0.05,0.94,0.02
0.68,0.87,0.06,0.86,0.12,0.8,0.12,0.77,0.12,0.56,0.12,0.91,0.07,0.97,0.02,0.8,0.07,0.94,0.02
0.68,0.87,0.06,0.87,0.11,0.78,0.13,0.75,0.13,0.59,0.11,0.91,0.06,0.95,0.03,0.81,0.06,0.91,0.03
0.68,0.85,0.06,0.86,0.12,0.79,0.13,0.73,0.13,0.6,0.12,0.92,0.06,0.94,0.04,0.82,0.06,0.9,0.04
0.68,0.85,0.06,0.85,0.12,0.76,0.15,0.71,0.15,0.57,0.12,0.93,0.05,0.95,0.04,0.84,0.05,0.9,0.04
0.67,0.85,0.07,0.85,0.13,0.64,0.2,0.68,0.2,0.48,0.13,0.93,0.05,0.95,0.03,0.87,0.05,0.91,0.03
0.67,0.83,0.07,0.84,0.14,0.61,0.23,0.65,0.23,0.45,0.14,0.94,0.04,0.96,0.03,0.88,0.04,0.93,0.03
0.67,0.83,0.07,0.83,0.15,0.64,0.21,0.67,0.21,0.43,0.15,0.93,0.05,0.99,0.01,0.86,0.05,0.97,0.01
