ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.6,0.8,0.09,0.73,0.26,0.32,0.31,0.63,0.31,0.18,0.26,0.89,0.07,0.94,0.03,0.83,0.07,0.92,0.03,0.68,0.29
0.63,0.85,0.08,0.85,0.15,0.03,0.37,0.62,0.37,0.03,0.15,0.95,0.03,0.96,0.03,0.92,0.03,0.92,0.03,0.73,0.26
0.64,0.81,0.09,0.82,0.18,0.07,0.45,0.54,0.45,0.1,0.18,0.99,0.0,0.72,0.19,0.99,0.0,0.62,0.19,0.68,0.32
0.64,0.78,0.11,0.77,0.23,0.14,0.46,0.5,0.46,0.08,0.23,0.99,0.0,0.97,0.02,0.99,0.0,0.93,0.02,0.64,0.35
0.65,0.77,0.11,0.76,0.23,0.18,0.46,0.49,0.46,0.08,0.23,1.0,0.0,0.89,0.08,1.0,0.0,0.76,0.08,0.62,0.35
0.67,0.77,0.11,0.76,0.23,0.3,0.41,0.5,0.41,0.13,0.23,0.99,0.0,0.89,0.08,0.99,0.0,0.76,0.08,0.63,0.32
0.67,0.78,0.11,0.76,0.22,0.35,0.38,0.52,0.38,0.17,0.22,0.98,0.01,0.92,0.05,0.97,0.01,0.84,0.05,0.64,0.3
0.67,0.77,0.11,0.76,0.23,0.41,0.37,0.51,0.37,0.22,0.23,0.99,0.01,0.94,0.04,0.97,0.01,0.87,0.04,0.64,0.3
0.67,0.77,0.11,0.76,0.22,0.45,0.35,0.51,0.35,0.25,0.22,0.99,0.01,0.95,0.03,0.97,0.01,0.91,0.03,0.64,0.28
0.67,0.79,0.1,0.77,0.21,0.53,0.29,0.57,0.29,0.27,0.21,0.96,0.03,0.93,0.05,0.91,0.03,0.86,0.05,0.67,0.25
0.68,0.78,0.1,0.78,0.2,0.53,0.3,0.56,0.3,0.32,0.2,0.97,0.02,0.98,0.01,0.93,0.02,0.96,0.01,0.67,0.25
0.67,0.8,0.09,0.8,0.18,0.54,0.28,0.57,0.28,0.38,0.18,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02,0.69,0.23
0.67,0.8,0.09,0.78,0.2,0.56,0.27,0.59,0.27,0.33,0.2,0.95,0.03,0.97,0.02,0.9,0.03,0.94,0.02,0.69,0.24
0.67,0.8,0.09,0.8,0.18,0.57,0.27,0.58,0.27,0.39,0.18,0.96,0.03,0.98,0.02,0.92,0.03,0.96,0.02,0.69,0.23
0.67,0.8,0.09,0.81,0.16,0.59,0.26,0.58,0.26,0.44,0.16,0.97,0.02,0.95,0.04,0.93,0.02,0.9,0.04,0.7,0.21
0.67,0.81,0.08,0.81,0.17,0.59,0.25,0.61,0.25,0.43,0.17,0.95,0.03,0.95,0.03,0.91,0.03,0.92,0.03,0.71,0.21
0.66,0.82,0.08,0.8,0.18,0.58,0.24,0.64,0.24,0.37,0.18,0.94,0.04,0.99,0.01,0.87,0.04,0.98,0.01,0.72,0.21
0.66,0.82,0.08,0.82,0.16,0.6,0.24,0.63,0.24,0.44,0.16,0.94,0.04,0.96,0.03,0.89,0.04,0.92,0.03,0.72,0.2
0.67,0.82,0.08,0.82,0.16,0.6,0.24,0.63,0.24,0.43,0.16,0.94,0.04,0.96,0.02,0.89,0.04,0.93,0.02,0.72,0.2
0.67,0.81,0.08,0.8,0.17,0.59,0.25,0.61,0.25,0.42,0.17,0.95,0.03,0.97,0.02,0.9,0.03,0.95,0.02,0.71,0.21
0.67,0.81,0.08,0.81,0.16,0.61,0.24,0.62,0.24,0.44,0.16,0.95,0.04,0.96,0.03,0.89,0.04,0.93,0.03,0.72,0.2
0.67,0.81,0.08,0.81,0.17,0.58,0.25,0.61,0.25,0.41,0.17,0.95,0.03,0.97,0.02,0.9,0.03,0.95,0.02,0.71,0.21
0.67,0.81,0.08,0.81,0.17,0.59,0.25,0.62,0.25,0.39,0.17,0.95,0.04,0.99,0.01,0.89,0.04,0.98,0.01,0.72,0.21
0.67,0.82,0.08,0.82,0.16,0.59,0.24,0.64,0.24,0.4,0.16,0.94,0.04,0.99,0.01,0.88,0.04,0.98,0.01,0.73,0.2
0.67,0.82,0.08,0.81,0.17,0.6,0.24,0.62,0.24,0.41,0.17,0.95,0.04,0.98,0.01,0.89,0.04,0.96,0.01,0.72,0.21
