ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.48,0.93,0.03,0.86,0.11,0.53,0.11,0.87,0.11,0.69,0.11,0.81,0.11,0.62,0.15,0.78,0.11,0.81,0.15
0.6,0.54,0.23,0.45,0.55,0.03,0.7,0.28,0.7,0.01,0.55,0.99,0.0,0.73,0.2,0.99,0.0,0.55,0.2
0.65,0.71,0.15,0.69,0.3,0.03,0.6,0.39,0.6,0.01,0.3,0.95,0.03,0.86,0.1,0.92,0.03,0.71,0.1
0.65,0.7,0.15,0.68,0.31,0.08,0.59,0.38,0.59,0.06,0.31,0.95,0.03,0.96,0.03,0.91,0.03,0.93,0.03
0.65,0.7,0.14,0.69,0.3,0.13,0.55,0.4,0.55,0.08,0.3,0.96,0.03,0.98,0.01,0.93,0.03,0.97,0.01
0.66,0.72,0.13,0.71,0.28,0.24,0.49,0.43,0.49,0.11,0.28,0.98,0.02,0.91,0.07,0.95,0.02,0.81,0.07
0.66,0.74,0.12,0.73,0.25,0.33,0.43,0.46,0.43,0.2,0.25,0.99,0.01,0.98,0.01,0.98,0.01,0.96,0.01
0.68,0.78,0.1,0.78,0.2,0.47,0.33,0.54,0.33,0.28,0.2,0.98,0.01,0.97,0.02,0.96,0.01,0.95,0.02
0.67,0.84,0.07,0.83,0.15,0.63,0.21,0.67,0.21,0.45,0.15,0.93,0.05,0.97,0.02,0.86,0.05,0.94,0.02
0.67,0.91,0.04,0.93,0.05,0.89,0.07,0.86,0.07,0.82,0.05,0.9,0.07,0.87,0.08,0.78,0.07,0.8,0.08
0.65,0.97,0.01,0.97,0.02,0.98,0.01,0.98,0.01,0.93,0.02,0.89,0.08,0.81,0.13,0.77,0.08,0.74,0.13
0.66,0.97,0.01,0.99,0.01,0.99,0.01,0.98,0.01,0.97,0.01,0.88,0.09,0.83,0.12,0.76,0.09,0.74,0.12
0.66,0.97,0.01,0.96,0.03,0.97,0.02,0.95,0.02,0.91,0.03,0.9,0.07,0.79,0.14,0.79,0.07,0.72,0.14
0.67,0.92,0.03,0.97,0.03,0.89,0.07,0.85,0.07,0.91,0.03,0.91,0.06,0.84,0.11,0.81,0.06,0.76,0.11
0.68,0.9,0.04,0.94,0.04,0.86,0.09,0.79,0.09,0.86,0.04,0.93,0.05,0.84,0.1,0.83,0.05,0.76,0.1
0.68,0.86,0.06,0.87,0.1,0.79,0.13,0.73,0.13,0.64,0.1,0.92,0.05,0.92,0.05,0.83,0.05,0.86,0.05
0.67,0.86,0.06,0.86,0.12,0.68,0.18,0.7,0.18,0.53,0.12,0.93,0.05,0.93,0.04,0.86,0.05,0.88,0.04
0.67,0.85,0.07,0.85,0.13,0.63,0.2,0.69,0.2,0.43,0.13,0.93,0.05,0.99,0.01,0.86,0.05,0.97,0.01
0.67,0.84,0.07,0.84,0.14,0.59,0.23,0.65,0.23,0.41,0.14,0.94,0.04,0.98,0.01,0.88,0.04,0.96,0.01
0.68,0.82,0.08,0.82,0.16,0.62,0.23,0.63,0.23,0.39,0.16,0.95,0.04,0.99,0.0,0.89,0.04,0.99,0.0
0.68,0.81,0.08,0.82,0.16,0.54,0.28,0.59,0.28,0.37,0.16,0.97,0.02,0.98,0.01,0.93,0.02,0.96,0.01
