ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.53,0.91,0.04,0.85,0.14,0.37,0.14,0.84,0.14,0.39,0.14,0.83,0.11,0.81,0.09,0.78,0.11,0.86,0.09
0.53,0.92,0.04,0.87,0.12,0.41,0.14,0.84,0.14,0.46,0.12,0.82,0.11,0.84,0.08,0.76,0.11,0.87,0.08
0.56,0.96,0.02,0.91,0.08,0.74,0.07,0.92,0.07,0.62,0.08,0.84,0.1,0.74,0.15,0.78,0.1,0.73,0.15
0.61,0.92,0.03,0.92,0.07,0.76,0.1,0.85,0.1,0.73,0.07,0.87,0.08,0.84,0.1,0.8,0.08,0.8,0.1
0.64,0.83,0.07,0.82,0.15,0.62,0.22,0.66,0.22,0.54,0.15,0.93,0.05,0.89,0.07,0.87,0.05,0.85,0.07
0.64,0.72,0.12,0.68,0.27,0.53,0.32,0.5,0.32,0.35,0.27,0.96,0.03,0.99,0.0,0.92,0.03,0.99,0.0
0.64,0.65,0.15,0.61,0.34,0.49,0.37,0.41,0.37,0.28,0.34,0.99,0.01,0.95,0.03,0.97,0.01,0.93,0.03
0.65,0.64,0.16,0.61,0.35,0.46,0.41,0.38,0.41,0.25,0.35,0.99,0.01,0.94,0.04,0.97,0.01,0.9,0.04
0.65,0.63,0.17,0.58,0.38,0.42,0.44,0.36,0.44,0.19,0.38,0.99,0.01,0.88,0.08,0.98,0.01,0.79,0.08
0.65,0.63,0.17,0.59,0.37,0.4,0.44,0.37,0.44,0.18,0.37,0.99,0.01,0.88,0.08,0.97,0.01,0.79,0.08
0.66,0.64,0.16,0.61,0.37,0.36,0.47,0.37,0.47,0.16,0.37,0.98,0.02,0.88,0.08,0.95,0.02,0.79,0.08
0.66,0.67,0.15,0.64,0.33,0.37,0.45,0.4,0.45,0.18,0.33,0.98,0.01,0.9,0.07,0.97,0.01,0.83,0.07
0.66,0.7,0.14,0.68,0.3,0.35,0.44,0.42,0.44,0.17,0.3,0.99,0.01,0.91,0.06,0.97,0.01,0.84,0.06
0.67,0.71,0.14,0.69,0.29,0.35,0.44,0.43,0.44,0.17,0.29,0.99,0.01,0.91,0.06,0.97,0.01,0.83,0.06
0.67,0.72,0.13,0.71,0.27,0.36,0.43,0.44,0.43,0.19,0.27,0.99,0.01,0.94,0.04,0.97,0.01,0.87,0.04
0.67,0.73,0.12,0.72,0.26,0.39,0.41,0.45,0.41,0.21,0.26,0.99,0.01,0.94,0.04,0.98,0.01,0.88,0.04
0.68,0.74,0.12,0.74,0.25,0.43,0.38,0.47,0.38,0.21,0.25,1.0,0.0,0.92,0.06,1.0,0.0,0.84,0.06
0.68,0.76,0.11,0.75,0.23,0.46,0.35,0.5,0.35,0.24,0.23,0.99,0.01,0.93,0.05,0.98,0.01,0.85,0.05
0.68,0.77,0.11,0.76,0.21,0.48,0.34,0.52,0.34,0.29,0.21,0.99,0.01,0.98,0.01,0.97,0.01,0.96,0.01
0.67,0.77,0.1,0.77,0.2,0.5,0.32,0.53,0.32,0.33,0.2,0.98,0.01,0.99,0.0,0.97,0.01,0.99,0.0
0.68,0.79,0.09,0.79,0.19,0.55,0.29,0.55,0.29,0.37,0.19,0.98,0.02,0.98,0.01,0.95,0.02,0.96,0.01
0.67,0.81,0.09,0.81,0.16,0.59,0.26,0.59,0.26,0.45,0.16,0.97,0.02,0.95,0.04,0.93,0.02,0.9,0.04
0.68,0.81,0.08,0.82,0.16,0.62,0.24,0.61,0.24,0.45,0.16,0.96,0.03,0.96,0.03,0.91,0.03,0.92,0.03
0.68,0.82,0.08,0.82,0.15,0.67,0.21,0.65,0.21,0.47,0.15,0.94,0.04,0.97,0.02,0.87,0.04,0.94,0.02
0.68,0.83,0.07,0.83,0.14,0.68,0.2,0.66,0.2,0.5,0.14,0.94,0.04,0.95,0.03,0.87,0.04,0.92,0.03
0.67,0.83,0.07,0.83,0.15,0.68,0.19,0.67,0.19,0.48,0.15,0.93,0.05,0.97,0.02,0.86,0.05,0.94,0.02
0.67,0.84,0.07,0.84,0.14,0.66,0.2,0.68,0.2,0.49,0.14,0.93,0.05,0.95,0.03,0.86,0.05,0.92,0.03
0.67,0.84,0.07,0.84,0.14,0.67,0.19,0.68,0.19,0.46,0.14,0.93,0.05,0.98,0.01,0.85,0.05,0.96,0.01
0.67,0.85,0.07,0.84,0.14,0.69,0.18,0.7,0.18,0.45,0.14,0.92,0.06,0.99,0.0,0.84,0.06,0.99,0.0
0.67,0.84,0.07,0.83,0.15,0.66,0.2,0.68,0.2,0.45,0.15,0.93,0.05,0.98,0.01,0.85,0.05,0.97,0.01
0.67,0.84,0.07,0.84,0.14,0.66,0.2,0.68,0.2,0.47,0.14,0.93,0.05,0.97,0.02,0.86,0.05,0.94,0.02
0.67,0.83,0.08,0.84,0.14,0.62,0.23,0.63,0.23,0.48,0.14,0.95,0.03,0.94,0.04,0.9,0.03,0.9,0.04
0.68,0.81,0.08,0.82,0.15,0.62,0.24,0.61,0.24,0.46,0.15,0.96,0.03,0.95,0.03,0.91,0.03,0.91,0.03
0.68,0.81,0.08,0.82,0.15,0.61,0.25,0.58,0.25,0.49,0.15,0.97,0.02,0.93,0.05,0.94,0.02,0.87,0.05
0.68,0.8,0.08,0.81,0.16,0.63,0.24,0.59,0.24,0.48,0.16,0.96,0.03,0.95,0.04,0.92,0.03,0.9,0.04
0.67,0.79,0.09,0.79,0.18,0.61,0.26,0.56,0.26,0.45,0.18,0.97,0.02,0.95,0.03,0.93,0.02,0.92,0.03
0.67,0.78,0.1,0.78,0.19,0.57,0.28,0.55,0.28,0.42,0.19,0.97,0.02,0.95,0.03,0.94,0.02,0.92,0.03
0.67,0.78,0.1,0.78,0.2,0.58,0.28,0.56,0.28,0.39,0.2,0.97,0.02,0.98,0.01,0.93,0.02,0.97,0.01
0.68,0.78,0.1,0.78,0.19,0.56,0.28,0.56,0.28,0.36,0.19,0.97,0.02,1.0,0.0,0.94,0.02,1.0,0.0
0.68,0.78,0.1,0.78,0.21,0.52,0.3,0.55,0.3,0.3,0.21,0.97,0.02,0.96,0.03,0.94,0.02,0.92,0.03
0.68,0.78,0.1,0.78,0.2,0.5,0.31,0.54,0.31,0.28,0.2,0.98,0.01,0.96,0.03,0.96,0.01,0.91,0.03
0.68,0.79,0.1,0.79,0.19,0.5,0.31,0.54,0.31,0.29,0.19,0.98,0.01,0.97,0.02,0.96,0.01,0.93,0.02
0.68,0.79,0.09,0.8,0.19,0.52,0.3,0.55,0.3,0.32,0.19,0.98,0.02,0.98,0.01,0.95,0.02,0.96,0.01
0.68,0.79,0.09,0.79,0.19,0.53,0.3,0.55,0.3,0.33,0.19,0.98,0.02,0.98,0.01,0.95,0.02,0.96,0.01
