ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.61,0.83,0.08,0.8,0.19,0.11,0.37,0.62,0.37,0.08,0.19,0.93,0.05,0.94,0.04,0.89,0.05,0.9,0.04
0.66,0.72,0.13,0.68,0.31,0.29,0.44,0.46,0.44,0.06,0.31,0.98,0.01,0.77,0.19,0.97,0.01,0.45,0.19
0.67,0.71,0.14,0.69,0.3,0.31,0.46,0.42,0.46,0.09,0.3,0.98,0.01,0.81,0.15,0.97,0.01,0.54,0.15
0.68,0.75,0.12,0.75,0.24,0.31,0.42,0.48,0.42,0.09,0.24,1.0,0.0,0.84,0.14,0.99,0.0,0.56,0.14
0.68,0.69,0.14,0.68,0.31,0.37,0.44,0.4,0.44,0.11,0.31,0.98,0.02,0.82,0.14,0.95,0.02,0.57,0.14
0.68,0.72,0.13,0.71,0.27,0.47,0.37,0.45,0.37,0.21,0.27,1.0,0.0,0.9,0.07,1.0,0.0,0.79,0.07
0.68,0.75,0.11,0.75,0.22,0.52,0.33,0.5,0.33,0.33,0.22,0.99,0.01,1.0,0.0,0.98,0.01,1.0,0.0
0.68,0.77,0.1,0.78,0.19,0.54,0.3,0.53,0.3,0.35,0.19,0.98,0.01,0.99,0.01,0.95,0.01,0.98,0.01
0.69,0.8,0.09,0.8,0.17,0.67,0.22,0.6,0.22,0.43,0.17,0.95,0.04,1.0,0.0,0.89,0.04,0.99,0.0
0.69,0.75,0.11,0.75,0.22,0.58,0.29,0.52,0.29,0.34,0.22,0.97,0.02,0.97,0.02,0.94,0.02,0.94,0.02
0.69,0.82,0.08,0.84,0.14,0.68,0.21,0.63,0.21,0.5,0.14,0.95,0.04,0.95,0.03,0.89,0.04,0.9,0.03
0.69,0.82,0.08,0.83,0.15,0.59,0.25,0.6,0.25,0.41,0.15,0.96,0.03,0.98,0.02,0.91,0.03,0.95,0.02
0.69,0.83,0.07,0.85,0.13,0.7,0.2,0.64,0.2,0.54,0.13,0.95,0.04,0.94,0.04,0.89,0.04,0.87,0.04
0.69,0.81,0.08,0.82,0.16,0.65,0.23,0.6,0.23,0.46,0.16,0.96,0.03,0.96,0.03,0.91,0.03,0.93,0.03
0.69,0.83,0.07,0.85,0.13,0.74,0.17,0.67,0.17,0.55,0.13,0.94,0.05,0.95,0.04,0.86,0.05,0.9,0.04
0.69,0.83,0.07,0.85,0.13,0.73,0.18,0.66,0.18,0.57,0.13,0.94,0.04,0.94,0.04,0.87,0.04,0.88,0.04
0.7,0.86,0.06,0.9,0.08,0.73,0.17,0.68,0.17,0.68,0.08,0.95,0.03,0.88,0.08,0.89,0.03,0.78,0.08
0.69,0.83,0.07,0.87,0.11,0.69,0.2,0.64,0.2,0.6,0.11,0.96,0.03,0.9,0.07,0.91,0.03,0.81,0.07
0.69,0.85,0.06,0.9,0.09,0.72,0.18,0.67,0.18,0.66,0.09,0.95,0.03,0.89,0.08,0.89,0.03,0.79,0.08
0.69,0.79,0.09,0.81,0.16,0.69,0.22,0.59,0.22,0.49,0.16,0.96,0.03,0.96,0.03,0.91,0.03,0.92,0.03
0.69,0.82,0.08,0.84,0.14,0.66,0.22,0.62,0.22,0.5,0.14,0.96,0.03,0.94,0.04,0.9,0.03,0.89,0.04
0.69,0.78,0.09,0.79,0.18,0.65,0.24,0.56,0.24,0.45,0.18,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02
0.69,0.79,0.09,0.81,0.17,0.6,0.27,0.56,0.27,0.43,0.17,0.97,0.02,0.96,0.03,0.94,0.02,0.91,0.03
0.69,0.77,0.1,0.78,0.19,0.57,0.29,0.52,0.29,0.39,0.19,0.99,0.01,0.98,0.02,0.97,0.01,0.95,0.02
0.69,0.81,0.08,0.83,0.15,0.65,0.23,0.6,0.23,0.46,0.15,0.96,0.03,0.97,0.02,0.91,0.03,0.93,0.02
0.69,0.85,0.06,0.89,0.09,0.73,0.18,0.67,0.18,0.65,0.09,0.95,0.04,0.89,0.07,0.89,0.04,0.8,0.07
0.69,0.86,0.06,0.91,0.07,0.72,0.17,0.68,0.17,0.69,0.07,0.95,0.04,0.87,0.09,0.89,0.04,0.76,0.09
0.69,0.82,0.07,0.86,0.11,0.7,0.2,0.61,0.2,0.62,0.11,0.97,0.02,0.9,0.07,0.92,0.02,0.81,0.07
0.7,0.85,0.06,0.89,0.09,0.7,0.19,0.67,0.19,0.62,0.09,0.95,0.03,0.9,0.07,0.9,0.03,0.8,0.07
0.69,0.86,0.06,0.89,0.09,0.73,0.17,0.69,0.17,0.64,0.09,0.94,0.04,0.9,0.07,0.87,0.04,0.81,0.07
0.69,0.82,0.07,0.86,0.11,0.72,0.19,0.62,0.19,0.62,0.11,0.97,0.03,0.9,0.07,0.92,0.03,0.82,0.07
0.69,0.83,0.07,0.86,0.12,0.67,0.21,0.62,0.21,0.54,0.12,0.96,0.03,0.93,0.05,0.91,0.03,0.85,0.05
0.7,0.8,0.09,0.83,0.14,0.62,0.25,0.56,0.25,0.49,0.14,0.98,0.01,0.93,0.05,0.96,0.01,0.86,0.05
0.7,0.85,0.07,0.88,0.1,0.69,0.2,0.65,0.2,0.58,0.1,0.96,0.03,0.92,0.06,0.9,0.03,0.82,0.06
0.7,0.85,0.06,0.89,0.1,0.72,0.18,0.68,0.18,0.59,0.1,0.94,0.04,0.92,0.05,0.88,0.04,0.84,0.05
0.7,0.87,0.05,0.91,0.07,0.81,0.12,0.75,0.12,0.71,0.07,0.93,0.05,0.9,0.07,0.83,0.05,0.81,0.07
0.7,0.83,0.07,0.86,0.11,0.73,0.18,0.64,0.18,0.6,0.11,0.95,0.03,0.92,0.06,0.89,0.03,0.84,0.06
0.7,0.83,0.07,0.88,0.11,0.65,0.23,0.62,0.23,0.55,0.11,0.97,0.02,0.91,0.06,0.93,0.02,0.81,0.06
0.7,0.81,0.08,0.86,0.12,0.62,0.25,0.57,0.25,0.53,0.12,0.99,0.01,0.91,0.06,0.97,0.01,0.82,0.06
0.7,0.83,0.08,0.86,0.12,0.65,0.23,0.61,0.23,0.53,0.12,0.97,0.02,0.92,0.05,0.93,0.02,0.84,0.05
0.7,0.83,0.07,0.87,0.12,0.64,0.23,0.61,0.23,0.52,0.12,0.97,0.02,0.93,0.05,0.93,0.02,0.84,0.05
0.69,0.79,0.09,0.83,0.15,0.57,0.29,0.53,0.29,0.47,0.15,1.0,0.0,0.92,0.06,1.0,0.0,0.84,0.06
0.7,0.83,0.07,0.87,0.11,0.64,0.23,0.61,0.23,0.52,0.11,0.97,0.02,0.93,0.05,0.94,0.02,0.84,0.05
0.7,0.83,0.07,0.88,0.11,0.65,0.23,0.6,0.23,0.56,0.11,0.98,0.02,0.91,0.07,0.94,0.02,0.81,0.07
0.69,0.8,0.09,0.84,0.14,0.59,0.28,0.55,0.28,0.49,0.14,0.99,0.01,0.92,0.06,0.98,0.01,0.84,0.06
0.7,0.81,0.08,0.86,0.12,0.63,0.25,0.56,0.25,0.56,0.12,0.99,0.01,0.9,0.07,0.98,0.01,0.8,0.07
0.69,0.8,0.09,0.83,0.14,0.63,0.26,0.55,0.26,0.51,0.14,0.99,0.01,0.92,0.05,0.97,0.01,0.85,0.05
