ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.51,0.92,0.04,0.83,0.15,0.42,0.12,0.86,0.12,0.46,0.15,0.8,0.12,0.71,0.12,0.76,0.12,0.82,0.12,0.84,0.14
0.55,0.85,0.07,0.77,0.21,0.19,0.27,0.71,0.27,0.29,0.21,0.85,0.09,0.59,0.21,0.81,0.09,0.69,0.21,0.74,0.24
0.57,0.76,0.12,0.68,0.3,0.13,0.42,0.55,0.42,0.19,0.3,0.9,0.06,0.63,0.2,0.87,0.06,0.68,0.2,0.61,0.36
0.61,0.64,0.18,0.58,0.4,0.11,0.58,0.37,0.58,0.1,0.4,1.0,0.0,0.85,0.09,1.0,0.0,0.83,0.09,0.47,0.49
0.62,0.63,0.18,0.57,0.41,0.21,0.55,0.36,0.55,0.11,0.41,1.0,0.0,0.95,0.03,1.0,0.0,0.92,0.03,0.46,0.48
0.64,0.61,0.18,0.57,0.41,0.21,0.57,0.33,0.57,0.12,0.41,0.96,0.02,0.94,0.04,0.93,0.02,0.9,0.04,0.45,0.49
0.64,0.61,0.18,0.56,0.41,0.28,0.53,0.34,0.53,0.11,0.41,0.98,0.01,0.86,0.1,0.97,0.01,0.75,0.1,0.45,0.47
0.64,0.61,0.18,0.57,0.4,0.3,0.51,0.34,0.51,0.14,0.4,0.98,0.01,0.9,0.07,0.96,0.01,0.82,0.07,0.45,0.46
0.65,0.62,0.18,0.58,0.39,0.32,0.51,0.34,0.51,0.16,0.39,0.97,0.02,0.92,0.05,0.94,0.02,0.87,0.05,0.46,0.45
0.66,0.63,0.17,0.6,0.38,0.33,0.49,0.35,0.49,0.14,0.38,0.97,0.02,0.88,0.08,0.94,0.02,0.79,0.08,0.47,0.43
0.66,0.64,0.17,0.61,0.37,0.35,0.48,0.36,0.48,0.15,0.37,0.97,0.02,0.88,0.08,0.95,0.02,0.79,0.08,0.48,0.42
0.67,0.64,0.16,0.62,0.36,0.37,0.46,0.36,0.46,0.16,0.36,0.98,0.02,0.88,0.09,0.95,0.02,0.76,0.09,0.49,0.41
0.66,0.65,0.16,0.62,0.35,0.4,0.44,0.37,0.44,0.19,0.35,0.98,0.01,0.9,0.07,0.96,0.01,0.82,0.07,0.49,0.4
0.67,0.66,0.16,0.63,0.34,0.43,0.42,0.39,0.42,0.19,0.34,0.99,0.0,0.89,0.08,0.99,0.0,0.79,0.08,0.51,0.38
0.67,0.68,0.15,0.65,0.32,0.46,0.39,0.41,0.39,0.22,0.32,1.0,0.0,0.91,0.06,1.0,0.0,0.82,0.06,0.53,0.35
0.68,0.72,0.13,0.71,0.26,0.46,0.37,0.46,0.37,0.24,0.26,1.0,0.0,0.94,0.05,1.0,0.0,0.87,0.05,0.58,0.32
0.68,0.74,0.12,0.73,0.25,0.47,0.35,0.48,0.35,0.25,0.25,0.99,0.01,0.95,0.04,0.98,0.01,0.89,0.04,0.6,0.3
0.68,0.75,0.11,0.76,0.22,0.46,0.36,0.49,0.36,0.28,0.22,1.0,0.0,0.98,0.01,0.99,0.0,0.96,0.01,0.62,0.29
0.68,0.76,0.11,0.78,0.2,0.48,0.34,0.5,0.34,0.3,0.2,1.0,0.0,1.0,0.0,0.99,0.0,0.99,0.0,0.64,0.27
0.68,0.77,0.1,0.78,0.19,0.49,0.33,0.51,0.33,0.34,0.19,1.0,0.0,0.98,0.02,0.99,0.0,0.95,0.02,0.65,0.26
0.68,0.78,0.1,0.8,0.18,0.5,0.32,0.53,0.32,0.37,0.18,0.99,0.01,0.96,0.03,0.98,0.01,0.91,0.03,0.67,0.25
0.68,0.78,0.1,0.8,0.18,0.51,0.32,0.53,0.32,0.37,0.18,0.99,0.01,0.95,0.03,0.97,0.01,0.91,0.03,0.67,0.25
0.68,0.79,0.09,0.81,0.17,0.56,0.28,0.56,0.28,0.39,0.17,0.97,0.02,0.97,0.02,0.94,0.02,0.95,0.02,0.69,0.23
0.69,0.79,0.09,0.81,0.17,0.58,0.27,0.56,0.27,0.39,0.17,0.97,0.02,0.98,0.01,0.94,0.02,0.96,0.01,0.69,0.22
0.68,0.8,0.09,0.81,0.17,0.58,0.27,0.57,0.27,0.4,0.17,0.97,0.02,0.97,0.02,0.93,0.02,0.94,0.02,0.69,0.22
0.69,0.8,0.09,0.81,0.16,0.6,0.26,0.58,0.26,0.41,0.16,0.97,0.02,0.98,0.02,0.93,0.02,0.95,0.02,0.7,0.21
