ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.61,0.81,0.07,0.66,0.25,0.83,0.11,0.75,0.11,0.5,0.25,0.9,0.07,0.66,0.23,0.81,0.07,0.58,0.23,0.71,0.18
0.64,0.96,0.02,0.98,0.02,0.68,0.11,0.85,0.11,0.84,0.02,0.9,0.06,0.74,0.21,0.84,0.06,0.5,0.21,0.92,0.07
0.63,0.94,0.03,0.96,0.04,0.47,0.16,0.81,0.16,0.54,0.04,0.89,0.07,0.86,0.11,0.84,0.07,0.65,0.11,0.89,0.1
0.63,0.92,0.04,0.95,0.05,0.34,0.21,0.76,0.21,0.41,0.05,0.91,0.06,0.84,0.13,0.87,0.06,0.63,0.13,0.85,0.13
0.63,0.91,0.04,0.94,0.06,0.34,0.22,0.75,0.22,0.37,0.06,0.92,0.05,0.86,0.11,0.87,0.05,0.67,0.11,0.84,0.14
0.64,0.9,0.05,0.94,0.06,0.34,0.24,0.73,0.24,0.36,0.06,0.92,0.05,0.87,0.1,0.88,0.05,0.68,0.1,0.83,0.15
0.64,0.9,0.05,0.92,0.08,0.38,0.24,0.73,0.24,0.34,0.08,0.92,0.05,0.91,0.07,0.88,0.05,0.78,0.07,0.82,0.16
0.65,0.89,0.05,0.91,0.08,0.41,0.24,0.71,0.24,0.34,0.08,0.93,0.05,0.93,0.05,0.88,0.05,0.82,0.05,0.81,0.16
0.65,0.88,0.06,0.9,0.1,0.42,0.25,0.69,0.25,0.3,0.1,0.93,0.05,0.97,0.02,0.88,0.05,0.93,0.02,0.79,0.17
0.66,0.86,0.06,0.88,0.11,0.44,0.26,0.67,0.26,0.3,0.11,0.94,0.04,0.98,0.02,0.89,0.04,0.94,0.02,0.78,0.18
0.66,0.85,0.07,0.87,0.12,0.41,0.29,0.63,0.29,0.32,0.12,0.95,0.03,0.95,0.04,0.92,0.03,0.87,0.04,0.75,0.2
0.67,0.84,0.08,0.87,0.12,0.4,0.31,0.6,0.31,0.31,0.12,0.97,0.02,0.95,0.04,0.94,0.02,0.87,0.04,0.73,0.21
0.67,0.84,0.07,0.86,0.13,0.44,0.3,0.61,0.3,0.32,0.13,0.96,0.03,0.97,0.02,0.93,0.03,0.91,0.02,0.73,0.21
0.68,0.84,0.07,0.87,0.12,0.46,0.3,0.6,0.3,0.39,0.12,0.97,0.02,0.92,0.06,0.95,0.02,0.82,0.06,0.73,0.21
0.68,0.83,0.08,0.86,0.13,0.47,0.31,0.58,0.31,0.38,0.13,0.98,0.01,0.93,0.05,0.96,0.01,0.84,0.05,0.72,0.22
0.68,0.82,0.08,0.85,0.14,0.49,0.3,0.58,0.3,0.37,0.14,0.98,0.02,0.95,0.03,0.95,0.02,0.89,0.03,0.71,0.22
0.68,0.82,0.08,0.84,0.14,0.5,0.3,0.58,0.3,0.39,0.14,0.97,0.02,0.94,0.04,0.95,0.02,0.87,0.04,0.71,0.22
0.68,0.82,0.08,0.84,0.15,0.51,0.29,0.58,0.29,0.39,0.15,0.97,0.02,0.95,0.04,0.95,0.02,0.88,0.04,0.71,0.22
0.68,0.8,0.09,0.82,0.16,0.5,0.31,0.55,0.31,0.37,0.16,0.98,0.01,0.96,0.03,0.96,0.01,0.91,0.03,0.69,0.23
0.68,0.79,0.09,0.8,0.18,0.52,0.3,0.56,0.3,0.36,0.18,0.97,0.02,0.98,0.02,0.94,0.02,0.95,0.02,0.68,0.24
0.68,0.8,0.09,0.82,0.16,0.53,0.29,0.57,0.29,0.4,0.16,0.97,0.02,0.95,0.04,0.94,0.02,0.9,0.04,0.69,0.22
0.68,0.8,0.09,0.82,0.16,0.52,0.3,0.56,0.3,0.41,0.16,0.98,0.02,0.93,0.05,0.95,0.02,0.87,0.05,0.69,0.23
0.68,0.8,0.09,0.83,0.15,0.52,0.3,0.56,0.3,0.42,0.15,0.98,0.01,0.92,0.05,0.96,0.01,0.85,0.05,0.7,0.22
0.68,0.8,0.09,0.82,0.16,0.53,0.29,0.56,0.29,0.39,0.16,0.97,0.02,0.95,0.03,0.95,0.02,0.91,0.03,0.69,0.22
