ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.55,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.82,0.11,0.0,1.0,0.77,0.11,0.0,1.0
0.57,0.94,0.03,0.0,1.0,0.08,0.14,0.86,0.14,0.0,1.0,0.84,0.1,0.0,1.0,0.8,0.1,0.0,1.0
0.61,0.81,0.09,0.76,0.24,0.14,0.36,0.62,0.36,0.04,0.24,0.91,0.06,0.81,0.15,0.87,0.06,0.61,0.15
0.62,0.79,0.1,0.75,0.25,0.14,0.41,0.56,0.41,0.04,0.25,0.94,0.04,0.8,0.16,0.9,0.04,0.55,0.16
0.64,0.71,0.14,0.68,0.32,0.19,0.49,0.44,0.49,0.05,0.32,0.99,0.01,0.8,0.16,0.98,0.01,0.55,0.16
0.66,0.71,0.14,0.68,0.3,0.38,0.41,0.45,0.41,0.18,0.3,0.99,0.01,0.91,0.06,0.98,0.01,0.83,0.06
0.66,0.75,0.11,0.75,0.22,0.51,0.32,0.51,0.32,0.36,0.22,0.98,0.02,0.96,0.03,0.95,0.02,0.93,0.03
0.67,0.77,0.1,0.77,0.19,0.61,0.26,0.56,0.26,0.45,0.19,0.96,0.03,0.95,0.03,0.92,0.03,0.91,0.03
0.68,0.8,0.08,0.81,0.16,0.69,0.21,0.62,0.21,0.51,0.16,0.94,0.04,0.94,0.04,0.88,0.04,0.9,0.04
0.67,0.81,0.08,0.83,0.14,0.7,0.2,0.64,0.2,0.56,0.14,0.94,0.04,0.92,0.05,0.87,0.04,0.86,0.05
0.67,0.84,0.07,0.86,0.11,0.73,0.17,0.68,0.17,0.64,0.11,0.94,0.04,0.89,0.07,0.87,0.04,0.82,0.07
0.68,0.88,0.05,0.91,0.07,0.78,0.13,0.74,0.13,0.74,0.07,0.93,0.05,0.87,0.09,0.84,0.05,0.77,0.09
0.68,0.89,0.05,0.94,0.05,0.8,0.13,0.74,0.13,0.82,0.05,0.93,0.05,0.84,0.11,0.86,0.05,0.73,0.11
0.68,0.89,0.04,0.94,0.05,0.8,0.13,0.74,0.13,0.83,0.05,0.94,0.05,0.84,0.11,0.86,0.05,0.73,0.11
