ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.54,0.97,0.02,0.93,0.07,0.31,0.05,0.95,0.05,0.26,0.07,0.83,0.11,0.69,0.15,0.78,0.11,0.78,0.15
0.58,0.82,0.09,0.73,0.26,0.15,0.33,0.65,0.33,0.11,0.26,0.87,0.08,0.94,0.04,0.82,0.08,0.93,0.04
0.61,0.64,0.18,0.56,0.43,0.15,0.55,0.39,0.55,0.05,0.43,0.97,0.02,0.79,0.16,0.94,0.02,0.62,0.16
0.63,0.7,0.15,0.67,0.33,0.03,0.59,0.4,0.59,0.01,0.33,0.98,0.02,0.85,0.11,0.96,0.02,0.69,0.11
0.65,0.67,0.16,0.65,0.35,0.07,0.62,0.35,0.62,0.02,0.35,0.95,0.04,0.8,0.16,0.9,0.04,0.56,0.16
0.65,0.67,0.16,0.64,0.35,0.23,0.52,0.39,0.52,0.1,0.35,0.98,0.01,0.88,0.08,0.97,0.01,0.78,0.08
0.66,0.73,0.12,0.71,0.26,0.47,0.36,0.48,0.36,0.28,0.26,0.98,0.01,0.98,0.01,0.96,0.01,0.97,0.01
0.67,0.77,0.1,0.78,0.18,0.57,0.29,0.54,0.29,0.46,0.18,0.98,0.02,0.91,0.06,0.95,0.02,0.86,0.06
0.67,0.83,0.07,0.86,0.11,0.7,0.2,0.63,0.2,0.65,0.11,0.96,0.03,0.87,0.09,0.91,0.03,0.79,0.09
0.67,0.85,0.06,0.9,0.07,0.75,0.16,0.67,0.16,0.77,0.07,0.95,0.03,0.83,0.11,0.9,0.03,0.75,0.11
0.68,0.91,0.04,0.98,0.01,0.84,0.1,0.77,0.1,0.95,0.01,0.94,0.04,0.81,0.13,0.86,0.04,0.69,0.13
0.68,0.95,0.02,0.98,0.02,0.93,0.04,0.9,0.04,0.94,0.02,0.91,0.07,0.81,0.13,0.79,0.07,0.69,0.13
