ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.59,0.73,0.1,0.73,0.17,0.71,0.21,0.56,0.21,0.68,0.17,0.94,0.04,0.82,0.1,0.88,0.04,0.81,0.1,0.65,0.19
0.6,0.74,0.1,0.73,0.18,0.66,0.25,0.54,0.25,0.65,0.18,0.95,0.03,0.81,0.11,0.91,0.03,0.79,0.11,0.64,0.21
0.61,0.75,0.1,0.77,0.17,0.59,0.28,0.52,0.28,0.62,0.17,0.98,0.01,0.79,0.13,0.96,0.01,0.76,0.13,0.65,0.23
0.62,0.76,0.1,0.8,0.15,0.48,0.35,0.49,0.35,0.62,0.15,0.98,0.01,0.72,0.18,0.97,0.01,0.68,0.18,0.65,0.25
0.63,0.76,0.11,0.79,0.18,0.42,0.38,0.48,0.38,0.5,0.18,0.99,0.01,0.76,0.16,0.98,0.01,0.7,0.16,0.64,0.28
0.64,0.77,0.11,0.8,0.17,0.35,0.41,0.48,0.41,0.46,0.17,0.98,0.02,0.73,0.18,0.96,0.02,0.66,0.18,0.64,0.29
0.65,0.77,0.1,0.81,0.16,0.33,0.42,0.47,0.42,0.45,0.16,0.97,0.02,0.73,0.18,0.95,0.02,0.64,0.18,0.64,0.29
0.65,0.76,0.11,0.8,0.18,0.34,0.42,0.47,0.42,0.39,0.18,0.97,0.02,0.79,0.14,0.95,0.02,0.7,0.14,0.64,0.3
0.66,0.76,0.11,0.78,0.2,0.38,0.39,0.48,0.39,0.34,0.2,0.99,0.01,0.89,0.08,0.97,0.01,0.81,0.08,0.63,0.3
0.67,0.75,0.11,0.77,0.2,0.39,0.4,0.47,0.4,0.33,0.2,0.98,0.01,0.9,0.06,0.97,0.01,0.83,0.06,0.62,0.3
0.67,0.76,0.11,0.77,0.21,0.44,0.37,0.49,0.37,0.34,0.21,1.0,0.0,0.93,0.04,1.0,0.0,0.88,0.04,0.63,0.29
0.67,0.75,0.11,0.77,0.21,0.44,0.37,0.48,0.37,0.35,0.21,0.99,0.0,0.92,0.05,0.99,0.0,0.86,0.05,0.62,0.29
0.67,0.75,0.11,0.75,0.22,0.48,0.34,0.49,0.34,0.35,0.22,0.99,0.01,0.96,0.03,0.98,0.01,0.92,0.03,0.62,0.28
0.67,0.75,0.11,0.76,0.21,0.51,0.33,0.49,0.33,0.37,0.21,0.99,0.0,0.96,0.03,0.99,0.0,0.93,0.03,0.62,0.27
0.67,0.75,0.11,0.75,0.22,0.55,0.3,0.51,0.3,0.37,0.22,0.98,0.02,0.98,0.01,0.95,0.02,0.96,0.01,0.63,0.26
0.68,0.76,0.1,0.76,0.2,0.61,0.27,0.54,0.27,0.41,0.2,0.97,0.02,0.98,0.01,0.92,0.02,0.96,0.01,0.65,0.24
0.68,0.77,0.1,0.77,0.19,0.63,0.25,0.56,0.25,0.43,0.19,0.96,0.03,0.97,0.02,0.91,0.03,0.95,0.02,0.67,0.22
0.68,0.79,0.09,0.79,0.18,0.65,0.24,0.58,0.24,0.46,0.18,0.95,0.03,0.96,0.03,0.9,0.03,0.93,0.03,0.69,0.21
0.68,0.8,0.09,0.8,0.17,0.69,0.21,0.61,0.21,0.49,0.17,0.95,0.04,0.96,0.03,0.88,0.04,0.93,0.03,0.71,0.19
0.68,0.8,0.08,0.8,0.16,0.69,0.21,0.62,0.21,0.49,0.16,0.95,0.04,0.96,0.02,0.88,0.04,0.93,0.02,0.71,0.18
0.69,0.81,0.08,0.83,0.15,0.7,0.2,0.63,0.2,0.52,0.15,0.95,0.04,0.95,0.03,0.88,0.04,0.9,0.03,0.73,0.17
0.68,0.83,0.07,0.83,0.14,0.73,0.17,0.67,0.17,0.53,0.14,0.93,0.05,0.96,0.03,0.85,0.05,0.92,0.03,0.75,0.16
0.69,0.84,0.07,0.86,0.12,0.76,0.16,0.7,0.16,0.57,0.12,0.93,0.05,0.94,0.04,0.84,0.05,0.89,0.04,0.78,0.14
0.69,0.85,0.06,0.87,0.11,0.75,0.16,0.7,0.16,0.59,0.11,0.93,0.05,0.93,0.05,0.84,0.05,0.87,0.05,0.78,0.14
0.69,0.86,0.06,0.88,0.1,0.75,0.15,0.71,0.15,0.62,0.1,0.93,0.05,0.92,0.06,0.85,0.05,0.84,0.06,0.79,0.12
0.69,0.86,0.06,0.89,0.1,0.75,0.16,0.71,0.16,0.63,0.1,0.93,0.05,0.91,0.06,0.85,0.05,0.83,0.06,0.8,0.13
0.69,0.86,0.06,0.89,0.1,0.72,0.17,0.69,0.17,0.62,0.1,0.94,0.04,0.9,0.07,0.87,0.04,0.81,0.07,0.79,0.14
0.69,0.86,0.06,0.89,0.09,0.72,0.17,0.69,0.17,0.62,0.09,0.94,0.04,0.9,0.07,0.87,0.04,0.81,0.07,0.79,0.13
0.69,0.85,0.06,0.89,0.09,0.7,0.19,0.67,0.19,0.63,0.09,0.95,0.04,0.89,0.08,0.89,0.04,0.79,0.08,0.78,0.14
0.69,0.85,0.07,0.88,0.1,0.69,0.19,0.66,0.19,0.61,0.1,0.95,0.04,0.9,0.07,0.89,0.04,0.8,0.07,0.77,0.15
0.68,0.84,0.07,0.88,0.1,0.68,0.2,0.65,0.2,0.62,0.1,0.96,0.03,0.89,0.08,0.9,0.03,0.79,0.08,0.77,0.15
0.68,0.84,0.07,0.88,0.1,0.68,0.2,0.65,0.2,0.62,0.1,0.96,0.03,0.89,0.08,0.9,0.03,0.79,0.08,0.77,0.15
0.69,0.84,0.07,0.87,0.11,0.68,0.21,0.64,0.21,0.59,0.11,0.96,0.03,0.9,0.07,0.91,0.03,0.81,0.07,0.76,0.16
0.69,0.84,0.07,0.87,0.11,0.69,0.2,0.64,0.2,0.59,0.11,0.96,0.03,0.9,0.07,0.9,0.03,0.82,0.07,0.76,0.15
0.69,0.83,0.07,0.86,0.12,0.69,0.2,0.63,0.2,0.58,0.12,0.96,0.03,0.91,0.06,0.9,0.03,0.83,0.06,0.74,0.16
0.69,0.83,0.07,0.87,0.11,0.69,0.2,0.64,0.2,0.58,0.11,0.96,0.03,0.91,0.06,0.9,0.03,0.83,0.06,0.76,0.15
0.69,0.83,0.07,0.86,0.12,0.68,0.2,0.64,0.2,0.55,0.12,0.95,0.03,0.92,0.05,0.9,0.03,0.85,0.05,0.75,0.16
0.69,0.83,0.07,0.86,0.12,0.66,0.22,0.62,0.22,0.56,0.12,0.97,0.02,0.91,0.06,0.92,0.02,0.83,0.06,0.74,0.17
0.69,0.82,0.08,0.86,0.12,0.64,0.23,0.6,0.23,0.55,0.12,0.97,0.02,0.9,0.07,0.94,0.02,0.81,0.07,0.73,0.17
0.69,0.82,0.08,0.87,0.12,0.63,0.24,0.6,0.24,0.56,0.12,0.98,0.02,0.9,0.07,0.95,0.02,0.8,0.07,0.73,0.18
0.69,0.83,0.07,0.87,0.11,0.64,0.23,0.61,0.23,0.57,0.11,0.97,0.02,0.9,0.07,0.93,0.02,0.8,0.07,0.74,0.17
0.69,0.83,0.07,0.87,0.11,0.63,0.23,0.61,0.23,0.57,0.11,0.97,0.02,0.89,0.08,0.94,0.02,0.79,0.08,0.74,0.17
0.69,0.84,0.07,0.88,0.1,0.64,0.23,0.62,0.23,0.59,0.1,0.97,0.02,0.88,0.08,0.94,0.02,0.77,0.08,0.75,0.17
0.69,0.84,0.07,0.89,0.09,0.63,0.23,0.62,0.23,0.61,0.09,0.97,0.02,0.87,0.09,0.94,0.02,0.76,0.09,0.76,0.16
0.69,0.85,0.07,0.89,0.09,0.64,0.22,0.63,0.22,0.61,0.09,0.97,0.02,0.88,0.09,0.93,0.02,0.76,0.09,0.76,0.15
0.69,0.84,0.07,0.89,0.09,0.65,0.22,0.63,0.22,0.61,0.09,0.97,0.02,0.88,0.09,0.93,0.02,0.77,0.09,0.76,0.15
0.69,0.84,0.07,0.88,0.1,0.64,0.23,0.62,0.23,0.59,0.1,0.97,0.02,0.88,0.08,0.93,0.02,0.78,0.08,0.75,0.17
0.69,0.83,0.07,0.87,0.11,0.66,0.22,0.63,0.22,0.58,0.11,0.96,0.03,0.9,0.07,0.92,0.03,0.81,0.07,0.75,0.17
0.69,0.83,0.07,0.86,0.12,0.67,0.21,0.62,0.21,0.57,0.12,0.96,0.03,0.91,0.06,0.92,0.03,0.83,0.06,0.74,0.16
0.69,0.82,0.07,0.86,0.12,0.67,0.22,0.61,0.22,0.56,0.12,0.97,0.02,0.91,0.06,0.92,0.02,0.83,0.06,0.73,0.17
