ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.57,0.8,0.09,0.72,0.22,0.54,0.24,0.67,0.24,0.49,0.22,0.86,0.09,0.84,0.09,0.8,0.09,0.84,0.09,0.7,0.23
0.63,0.69,0.15,0.6,0.39,0.34,0.41,0.49,0.41,0.08,0.39,0.91,0.06,0.73,0.21,0.85,0.06,0.48,0.21,0.54,0.4
0.66,0.71,0.13,0.67,0.32,0.41,0.39,0.48,0.39,0.11,0.32,0.96,0.03,0.79,0.17,0.92,0.03,0.53,0.17,0.57,0.35
0.67,0.73,0.13,0.7,0.29,0.37,0.4,0.47,0.4,0.09,0.29,0.98,0.01,0.79,0.18,0.97,0.01,0.48,0.18,0.58,0.34
0.68,0.73,0.12,0.71,0.27,0.45,0.37,0.48,0.37,0.16,0.27,0.98,0.01,0.86,0.11,0.96,0.01,0.67,0.11,0.59,0.32
0.68,0.72,0.12,0.7,0.27,0.54,0.32,0.48,0.32,0.26,0.27,0.98,0.02,0.92,0.06,0.95,0.02,0.83,0.06,0.59,0.3
0.68,0.75,0.11,0.75,0.23,0.56,0.3,0.52,0.3,0.32,0.23,0.97,0.02,0.96,0.02,0.94,0.02,0.93,0.02,0.64,0.27
0.69,0.78,0.09,0.77,0.2,0.65,0.23,0.59,0.23,0.37,0.2,0.94,0.04,0.97,0.02,0.88,0.04,0.93,0.02,0.68,0.22
0.68,0.77,0.1,0.76,0.21,0.63,0.25,0.58,0.25,0.36,0.21,0.95,0.04,0.96,0.02,0.89,0.04,0.93,0.02,0.67,0.23
0.69,0.79,0.09,0.79,0.18,0.62,0.25,0.58,0.25,0.4,0.18,0.96,0.03,1.0,0.0,0.91,0.03,1.0,0.0,0.69,0.21
0.69,0.81,0.08,0.82,0.15,0.68,0.21,0.63,0.21,0.48,0.15,0.95,0.04,0.97,0.02,0.88,0.04,0.94,0.02,0.72,0.18
0.69,0.83,0.08,0.86,0.13,0.64,0.23,0.62,0.23,0.49,0.13,0.96,0.03,0.95,0.04,0.92,0.03,0.88,0.04,0.74,0.18
0.69,0.81,0.08,0.83,0.14,0.65,0.23,0.6,0.23,0.49,0.14,0.96,0.03,0.94,0.04,0.91,0.03,0.89,0.04,0.71,0.18
0.69,0.84,0.07,0.88,0.1,0.68,0.2,0.65,0.2,0.58,0.1,0.96,0.03,0.91,0.07,0.9,0.03,0.81,0.07,0.77,0.15
0.69,0.85,0.06,0.89,0.09,0.7,0.19,0.66,0.19,0.64,0.09,0.96,0.03,0.89,0.08,0.9,0.03,0.78,0.08,0.78,0.14
0.69,0.85,0.06,0.88,0.1,0.74,0.16,0.69,0.16,0.61,0.1,0.94,0.04,0.92,0.06,0.86,0.04,0.84,0.06,0.78,0.13
0.69,0.87,0.06,0.91,0.08,0.74,0.16,0.71,0.16,0.67,0.08,0.94,0.04,0.89,0.08,0.86,0.04,0.79,0.08,0.81,0.12
0.7,0.86,0.06,0.89,0.09,0.74,0.17,0.69,0.17,0.64,0.09,0.95,0.04,0.9,0.07,0.88,0.04,0.81,0.07,0.79,0.13
0.69,0.85,0.06,0.87,0.11,0.75,0.16,0.69,0.16,0.59,0.11,0.94,0.05,0.93,0.05,0.86,0.05,0.86,0.05,0.78,0.14
0.69,0.85,0.06,0.87,0.11,0.76,0.15,0.71,0.15,0.59,0.11,0.93,0.05,0.94,0.04,0.84,0.05,0.87,0.04,0.79,0.13
0.7,0.87,0.06,0.91,0.08,0.76,0.15,0.71,0.15,0.68,0.08,0.94,0.04,0.9,0.07,0.87,0.04,0.79,0.07,0.81,0.11
0.7,0.86,0.06,0.9,0.09,0.75,0.16,0.69,0.16,0.66,0.09,0.94,0.04,0.9,0.07,0.87,0.04,0.8,0.07,0.79,0.12
0.69,0.87,0.06,0.91,0.07,0.73,0.17,0.7,0.17,0.68,0.07,0.94,0.04,0.88,0.08,0.88,0.04,0.77,0.08,0.8,0.12
0.69,0.85,0.06,0.89,0.09,0.68,0.2,0.65,0.2,0.63,0.09,0.96,0.03,0.88,0.08,0.91,0.03,0.77,0.08,0.77,0.15
0.69,0.87,0.06,0.91,0.08,0.75,0.16,0.7,0.16,0.69,0.08,0.94,0.04,0.89,0.08,0.87,0.04,0.78,0.08,0.8,0.12
0.7,0.84,0.07,0.86,0.12,0.74,0.17,0.67,0.17,0.58,0.12,0.94,0.04,0.93,0.05,0.87,0.04,0.86,0.05,0.77,0.15
0.69,0.84,0.07,0.86,0.11,0.7,0.19,0.65,0.19,0.57,0.11,0.95,0.04,0.92,0.06,0.89,0.04,0.84,0.06,0.76,0.15
0.7,0.84,0.07,0.88,0.1,0.7,0.19,0.65,0.19,0.6,0.1,0.96,0.03,0.91,0.06,0.9,0.03,0.82,0.06,0.77,0.15
0.69,0.85,0.06,0.89,0.09,0.73,0.17,0.67,0.17,0.65,0.09,0.95,0.04,0.89,0.08,0.89,0.04,0.8,0.08,0.78,0.13
0.69,0.84,0.07,0.88,0.1,0.7,0.2,0.64,0.2,0.62,0.1,0.96,0.03,0.9,0.07,0.91,0.03,0.8,0.07,0.76,0.15
0.69,0.87,0.06,0.92,0.06,0.72,0.18,0.68,0.18,0.72,0.06,0.96,0.03,0.86,0.1,0.9,0.03,0.73,0.1,0.8,0.12
0.69,0.84,0.07,0.87,0.11,0.72,0.18,0.66,0.18,0.59,0.11,0.95,0.04,0.92,0.06,0.89,0.04,0.84,0.06,0.77,0.14
0.7,0.85,0.06,0.89,0.1,0.73,0.17,0.67,0.17,0.63,0.1,0.95,0.04,0.9,0.07,0.88,0.04,0.81,0.07,0.78,0.14
0.7,0.86,0.06,0.9,0.08,0.73,0.17,0.67,0.17,0.67,0.08,0.95,0.03,0.89,0.08,0.89,0.03,0.78,0.08,0.79,0.12
0.69,0.87,0.06,0.92,0.07,0.72,0.17,0.69,0.17,0.69,0.07,0.95,0.04,0.88,0.09,0.89,0.04,0.76,0.09,0.8,0.12
0.69,0.87,0.06,0.92,0.07,0.71,0.18,0.69,0.18,0.7,0.07,0.95,0.03,0.87,0.1,0.89,0.03,0.74,0.1,0.8,0.12
0.69,0.86,0.06,0.91,0.08,0.71,0.18,0.68,0.18,0.67,0.08,0.95,0.04,0.88,0.09,0.89,0.04,0.76,0.09,0.8,0.13
0.7,0.86,0.06,0.91,0.08,0.73,0.17,0.68,0.17,0.68,0.08,0.95,0.04,0.88,0.08,0.89,0.04,0.77,0.08,0.8,0.12
0.69,0.85,0.06,0.89,0.1,0.72,0.18,0.68,0.18,0.62,0.1,0.95,0.04,0.91,0.06,0.88,0.04,0.82,0.06,0.79,0.14
0.7,0.86,0.06,0.9,0.08,0.71,0.18,0.66,0.18,0.67,0.08,0.96,0.03,0.88,0.08,0.91,0.03,0.77,0.08,0.78,0.13
0.7,0.89,0.05,0.94,0.05,0.78,0.13,0.74,0.13,0.78,0.05,0.94,0.05,0.86,0.1,0.86,0.05,0.74,0.1,0.84,0.09
0.7,0.87,0.06,0.91,0.07,0.74,0.16,0.69,0.16,0.7,0.07,0.95,0.04,0.88,0.09,0.88,0.04,0.76,0.09,0.8,0.12
0.69,0.88,0.05,0.93,0.06,0.76,0.14,0.73,0.14,0.73,0.06,0.94,0.05,0.88,0.09,0.86,0.05,0.76,0.09,0.83,0.1
0.69,0.89,0.05,0.93,0.06,0.77,0.14,0.75,0.14,0.75,0.06,0.93,0.05,0.87,0.09,0.85,0.05,0.75,0.09,0.84,0.1
0.69,0.86,0.06,0.9,0.09,0.75,0.16,0.7,0.16,0.66,0.09,0.94,0.04,0.9,0.07,0.87,0.04,0.8,0.07,0.8,0.12
0.7,0.86,0.06,0.9,0.09,0.74,0.16,0.69,0.16,0.64,0.09,0.94,0.04,0.91,0.07,0.87,0.04,0.81,0.07,0.79,0.12
0.7,0.83,0.07,0.87,0.11,0.71,0.19,0.64,0.19,0.58,0.11,0.96,0.03,0.92,0.06,0.9,0.03,0.84,0.06,0.76,0.15
0.7,0.83,0.07,0.86,0.12,0.7,0.2,0.63,0.2,0.54,0.12,0.96,0.03,0.94,0.04,0.9,0.03,0.88,0.04,0.74,0.16
0.7,0.84,0.07,0.86,0.12,0.74,0.17,0.67,0.17,0.57,0.12,0.94,0.04,0.94,0.04,0.87,0.04,0.88,0.04,0.77,0.15
0.7,0.86,0.06,0.9,0.09,0.74,0.16,0.7,0.16,0.63,0.09,0.94,0.04,0.91,0.06,0.87,0.04,0.82,0.06,0.8,0.12
