ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.46,0.93,0.0,0.86,0.01,0.99,0.01,0.69,0.01,0.99,0.01,0.98,0.02,0.77,0.12,0.96,0.02,0.81,0.12,0.77,0.01
0.48,0.51,0.06,0.65,0.05,0.9,0.1,0.31,0.1,0.95,0.05,0.9,0.07,0.75,0.12,0.83,0.07,0.8,0.12,0.48,0.08
0.51,0.48,0.13,0.5,0.18,0.76,0.21,0.32,0.21,0.79,0.18,1.0,0.0,0.77,0.12,1.0,0.0,0.8,0.12,0.41,0.2
0.59,0.5,0.22,0.43,0.47,0.35,0.52,0.29,0.52,0.27,0.47,0.99,0.01,0.91,0.05,0.98,0.01,0.9,0.05,0.36,0.49
0.61,0.71,0.14,0.65,0.35,0.1,0.5,0.46,0.5,0.06,0.35,0.95,0.03,0.96,0.03,0.93,0.03,0.93,0.03,0.56,0.42
0.62,0.81,0.09,0.81,0.19,0.03,0.43,0.57,0.43,0.02,0.19,0.96,0.02,0.97,0.02,0.94,0.02,0.94,0.02,0.69,0.31
0.63,0.84,0.08,0.0,1.0,0.03,0.4,0.59,0.4,0.0,1.0,0.96,0.02,0.0,1.0,0.94,0.02,0.0,1.0,0.29,0.7
0.64,0.84,0.08,0.86,0.14,0.05,0.4,0.59,0.4,0.02,0.14,0.97,0.02,0.93,0.06,0.96,0.02,0.78,0.06,0.72,0.27
0.64,0.83,0.09,0.85,0.15,0.06,0.43,0.56,0.43,0.02,0.15,0.98,0.01,0.88,0.1,0.98,0.01,0.63,0.1,0.71,0.29
0.65,0.8,0.1,0.82,0.17,0.11,0.45,0.52,0.45,0.07,0.17,1.0,0.0,0.99,0.01,1.0,0.0,0.97,0.01,0.67,0.31
0.66,0.78,0.11,0.79,0.21,0.21,0.44,0.5,0.44,0.11,0.21,1.0,0.0,0.94,0.05,1.0,0.0,0.84,0.05,0.65,0.33
0.66,0.75,0.12,0.75,0.24,0.26,0.45,0.47,0.45,0.16,0.24,0.99,0.01,0.99,0.01,0.99,0.01,0.97,0.01,0.61,0.34
