ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.49,0.3,0.31,0.18,0.6,0.19,0.68,0.19,0.68,0.31,0.6,0.79,0.13,0.56,0.21,0.77,0.13,0.71,0.21,0.18,0.64
0.55,0.38,0.31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.87,0.08,0.0,1.0,0.83,0.08,0.0,1.0,0.0,1.0
0.63,0.81,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.01,0.0,1.0,0.98,0.01,0.0,1.0,0.0,1.0
0.65,0.81,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.98,0.01,0.0,1.0,0.97,0.01,0.0,1.0,0.0,1.0
0.66,0.78,0.11,0.0,1.0,0.02,0.54,0.45,0.54,0.0,1.0,0.95,0.03,0.0,1.0,0.92,0.03,0.0,1.0,0.23,0.77
0.66,0.73,0.13,0.75,0.24,0.04,0.59,0.39,0.59,0.03,0.24,0.93,0.04,0.95,0.04,0.88,0.04,0.89,0.04,0.57,0.41
0.67,0.7,0.15,0.71,0.29,0.12,0.58,0.37,0.58,0.04,0.29,0.94,0.04,0.83,0.14,0.88,0.04,0.55,0.14,0.54,0.43
0.68,0.65,0.16,0.63,0.36,0.29,0.51,0.35,0.51,0.06,0.36,0.96,0.03,0.75,0.21,0.91,0.03,0.4,0.21,0.49,0.43
0.67,0.63,0.17,0.61,0.38,0.34,0.49,0.35,0.49,0.11,0.38,0.97,0.02,0.82,0.14,0.93,0.02,0.62,0.14,0.48,0.43
0.67,0.64,0.17,0.62,0.35,0.37,0.48,0.34,0.48,0.16,0.35,0.96,0.03,0.89,0.08,0.91,0.03,0.78,0.08,0.48,0.41
0.67,0.65,0.16,0.63,0.33,0.42,0.44,0.36,0.44,0.21,0.33,0.97,0.02,0.92,0.05,0.92,0.02,0.85,0.05,0.49,0.39
0.67,0.65,0.16,0.64,0.33,0.45,0.42,0.37,0.42,0.22,0.33,0.98,0.02,0.92,0.05,0.94,0.02,0.85,0.05,0.51,0.38
0.67,0.67,0.15,0.66,0.31,0.47,0.4,0.39,0.4,0.26,0.31,0.98,0.02,0.95,0.03,0.95,0.02,0.91,0.03,0.53,0.35
0.68,0.69,0.14,0.68,0.29,0.5,0.36,0.43,0.36,0.27,0.29,1.0,0.0,0.95,0.04,0.99,0.0,0.9,0.04,0.56,0.32
0.68,0.73,0.12,0.73,0.25,0.52,0.34,0.48,0.34,0.3,0.25,0.99,0.01,0.97,0.02,0.98,0.01,0.94,0.02,0.6,0.3
0.68,0.76,0.11,0.78,0.2,0.48,0.35,0.49,0.35,0.33,0.2,1.0,0.0,0.98,0.02,0.99,0.0,0.95,0.02,0.64,0.28
0.69,0.78,0.1,0.8,0.18,0.51,0.32,0.51,0.32,0.35,0.18,0.99,0.0,0.97,0.02,0.99,0.0,0.94,0.02,0.66,0.25
0.69,0.79,0.09,0.81,0.17,0.52,0.31,0.53,0.31,0.37,0.17,0.99,0.01,0.96,0.03,0.98,0.01,0.92,0.03,0.67,0.24
0.69,0.79,0.1,0.81,0.17,0.52,0.31,0.53,0.31,0.38,0.17,0.99,0.0,0.96,0.03,0.98,0.0,0.92,0.03,0.67,0.24
0.69,0.78,0.1,0.79,0.18,0.56,0.29,0.53,0.29,0.37,0.18,0.98,0.01,0.98,0.01,0.96,0.01,0.97,0.01,0.66,0.23
0.69,0.78,0.1,0.8,0.18,0.57,0.29,0.54,0.29,0.39,0.18,0.98,0.01,0.98,0.01,0.96,0.01,0.96,0.01,0.67,0.23
0.69,0.79,0.09,0.81,0.17,0.56,0.29,0.54,0.29,0.39,0.17,0.98,0.01,0.98,0.02,0.96,0.01,0.95,0.02,0.68,0.23
0.69,0.79,0.09,0.81,0.17,0.59,0.27,0.56,0.27,0.4,0.17,0.97,0.02,0.98,0.02,0.94,0.02,0.95,0.02,0.69,0.22
0.69,0.8,0.09,0.81,0.17,0.58,0.27,0.56,0.27,0.4,0.17,0.97,0.02,0.98,0.02,0.94,0.02,0.95,0.02,0.69,0.22
0.69,0.8,0.09,0.82,0.16,0.55,0.29,0.56,0.29,0.38,0.16,0.98,0.01,0.97,0.02,0.96,0.01,0.94,0.02,0.69,0.22
0.69,0.8,0.09,0.83,0.15,0.57,0.27,0.57,0.27,0.41,0.15,0.98,0.02,0.97,0.02,0.95,0.02,0.92,0.02,0.7,0.21
0.69,0.79,0.09,0.82,0.16,0.56,0.29,0.55,0.29,0.41,0.16,0.99,0.01,0.95,0.03,0.97,0.01,0.9,0.03,0.69,0.22
