ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.61,0.6,0.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.63,0.89,0.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,0.04,0.0,1.0,0.9,0.04,0.0,1.0
0.63,0.87,0.07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.94,0.04,0.0,1.0,0.91,0.04,0.0,1.0
0.64,0.84,0.08,0.0,1.0,0.02,0.39,0.6,0.39,0.0,1.0,0.95,0.03,0.0,1.0,0.92,0.03,0.0,1.0
0.65,0.81,0.1,0.81,0.19,0.07,0.45,0.54,0.45,0.05,0.19,0.98,0.01,0.92,0.05,0.97,0.01,0.86,0.05
0.66,0.78,0.11,0.77,0.22,0.16,0.46,0.5,0.46,0.09,0.22,1.0,0.0,0.95,0.03,0.99,0.0,0.9,0.03
0.67,0.78,0.11,0.77,0.22,0.27,0.41,0.51,0.41,0.1,0.22,0.99,0.01,0.87,0.1,0.97,0.01,0.69,0.1
0.67,0.77,0.11,0.75,0.25,0.35,0.38,0.52,0.38,0.11,0.25,0.97,0.02,0.82,0.15,0.94,0.02,0.58,0.15
0.67,0.77,0.11,0.75,0.24,0.37,0.37,0.52,0.37,0.14,0.24,0.97,0.02,0.87,0.1,0.94,0.02,0.71,0.1
0.68,0.78,0.1,0.76,0.21,0.53,0.3,0.55,0.3,0.31,0.21,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01
0.68,0.79,0.09,0.77,0.19,0.72,0.19,0.62,0.19,0.49,0.19,0.93,0.05,0.98,0.01,0.84,0.05,0.96,0.01
0.66,0.89,0.04,0.93,0.05,0.86,0.09,0.77,0.09,0.87,0.05,0.93,0.05,0.82,0.11,0.82,0.05,0.77,0.11
0.65,0.99,0.0,0.94,0.04,0.98,0.01,0.96,0.01,0.9,0.04,0.89,0.08,0.79,0.13,0.73,0.08,0.74,0.13
0.64,0.89,0.04,0.78,0.15,0.92,0.06,0.81,0.06,0.69,0.15,0.9,0.08,0.72,0.18,0.74,0.08,0.66,0.18
0.65,0.93,0.02,0.82,0.12,0.95,0.04,0.88,0.04,0.73,0.12,0.91,0.07,0.73,0.17,0.76,0.07,0.67,0.17
0.67,0.96,0.01,0.99,0.0,1.0,0.0,1.0,0.0,0.99,0.0,0.88,0.09,0.83,0.11,0.72,0.09,0.75,0.11
0.67,0.89,0.04,0.92,0.06,0.85,0.09,0.8,0.09,0.79,0.06,0.91,0.07,0.86,0.09,0.8,0.07,0.79,0.09
0.67,0.84,0.07,0.85,0.13,0.7,0.19,0.66,0.19,0.58,0.13,0.94,0.04,0.9,0.06,0.86,0.04,0.85,0.06
0.68,0.83,0.07,0.84,0.14,0.67,0.21,0.64,0.21,0.54,0.14,0.94,0.04,0.92,0.05,0.87,0.04,0.87,0.05
0.68,0.83,0.07,0.83,0.15,0.65,0.21,0.65,0.21,0.46,0.15,0.94,0.04,0.96,0.03,0.86,0.04,0.93,0.03
0.69,0.82,0.08,0.82,0.16,0.61,0.24,0.62,0.24,0.4,0.16,0.95,0.04,0.99,0.01,0.88,0.04,0.97,0.01
0.68,0.81,0.08,0.8,0.18,0.67,0.21,0.64,0.21,0.42,0.18,0.93,0.05,0.99,0.0,0.85,0.05,0.99,0.0
0.67,0.8,0.08,0.8,0.16,0.7,0.2,0.62,0.2,0.51,0.16,0.94,0.04,0.94,0.04,0.86,0.04,0.91,0.04
0.67,0.81,0.08,0.83,0.13,0.7,0.2,0.62,0.2,0.61,0.13,0.95,0.03,0.88,0.08,0.89,0.03,0.83,0.08
0.67,0.81,0.08,0.82,0.15,0.71,0.2,0.62,0.2,0.57,0.15,0.95,0.04,0.91,0.06,0.88,0.04,0.86,0.06
0.68,0.78,0.09,0.79,0.18,0.68,0.22,0.58,0.22,0.5,0.18,0.96,0.03,0.94,0.04,0.89,0.03,0.91,0.04
0.67,0.77,0.1,0.77,0.19,0.67,0.23,0.56,0.23,0.5,0.19,0.96,0.03,0.93,0.04,0.91,0.03,0.9,0.04
0.69,0.82,0.08,0.82,0.16,0.66,0.22,0.62,0.22,0.45,0.16,0.95,0.04,0.98,0.02,0.88,0.04,0.96,0.02
0.69,0.8,0.09,0.8,0.18,0.66,0.22,0.62,0.22,0.4,0.18,0.94,0.04,0.99,0.01,0.86,0.04,0.97,0.01
0.69,0.81,0.08,0.8,0.18,0.64,0.23,0.62,0.23,0.38,0.18,0.94,0.04,0.98,0.01,0.86,0.04,0.96,0.01
0.69,0.8,0.09,0.8,0.18,0.64,0.23,0.61,0.23,0.37,0.18,0.95,0.04,0.97,0.02,0.87,0.04,0.93,0.02
0.69,0.85,0.07,0.86,0.13,0.65,0.2,0.69,0.2,0.43,0.13,0.93,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.68,0.85,0.07,0.85,0.13,0.59,0.22,0.68,0.22,0.35,0.13,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.69,0.84,0.07,0.85,0.13,0.67,0.2,0.67,0.2,0.45,0.13,0.94,0.04,0.98,0.01,0.86,0.04,0.96,0.01
0.69,0.82,0.08,0.82,0.15,0.66,0.22,0.63,0.22,0.45,0.15,0.95,0.04,0.97,0.02,0.87,0.04,0.95,0.02
0.68,0.85,0.07,0.87,0.11,0.7,0.19,0.67,0.19,0.59,0.11,0.94,0.04,0.9,0.07,0.87,0.04,0.83,0.07
0.68,0.83,0.07,0.85,0.12,0.7,0.2,0.63,0.2,0.63,0.12,0.96,0.03,0.88,0.08,0.9,0.03,0.81,0.08
0.68,0.81,0.07,0.84,0.12,0.73,0.19,0.61,0.19,0.66,0.12,0.97,0.02,0.87,0.09,0.91,0.02,0.81,0.09
0.67,0.81,0.08,0.82,0.14,0.76,0.17,0.64,0.17,0.62,0.14,0.95,0.04,0.9,0.06,0.86,0.04,0.86,0.06
0.68,0.84,0.06,0.85,0.12,0.81,0.13,0.71,0.13,0.66,0.12,0.93,0.05,0.91,0.06,0.82,0.05,0.86,0.06
0.68,0.87,0.05,0.9,0.08,0.85,0.1,0.76,0.1,0.76,0.08,0.93,0.06,0.88,0.08,0.81,0.06,0.81,0.08
0.68,0.84,0.06,0.86,0.1,0.82,0.12,0.7,0.12,0.71,0.1,0.94,0.05,0.88,0.08,0.83,0.05,0.83,0.08
0.67,0.83,0.07,0.87,0.1,0.8,0.15,0.65,0.15,0.74,0.1,0.96,0.03,0.85,0.09,0.88,0.03,0.8,0.09
0.67,0.84,0.06,0.87,0.1,0.81,0.13,0.68,0.13,0.74,0.1,0.94,0.04,0.86,0.09,0.85,0.04,0.81,0.09
0.67,0.86,0.06,0.88,0.09,0.83,0.12,0.73,0.12,0.74,0.09,0.93,0.05,0.87,0.08,0.82,0.05,0.81,0.08
0.68,0.87,0.05,0.91,0.07,0.85,0.11,0.75,0.11,0.79,0.07,0.93,0.05,0.86,0.09,0.82,0.05,0.79,0.09
0.68,0.85,0.06,0.88,0.09,0.8,0.14,0.69,0.14,0.73,0.09,0.95,0.04,0.86,0.09,0.86,0.04,0.8,0.09
0.69,0.86,0.06,0.89,0.08,0.82,0.13,0.71,0.13,0.75,0.08,0.94,0.05,0.87,0.09,0.84,0.05,0.8,0.09
0.68,0.87,0.05,0.91,0.07,0.77,0.15,0.7,0.15,0.75,0.07,0.94,0.04,0.85,0.1,0.86,0.04,0.77,0.1
0.68,0.9,0.04,0.94,0.05,0.8,0.12,0.77,0.12,0.81,0.05,0.93,0.05,0.84,0.11,0.83,0.05,0.74,0.11
