ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.65,0.55,0.22,0.0,1.0,0.02,0.77,0.22,0.77,0.0,1.0,0.88,0.09,0.0,1.0,0.75,0.09,0.0,1.0
0.66,0.71,0.14,0.7,0.29,0.12,0.56,0.4,0.56,0.06,0.29,0.96,0.03,0.92,0.06,0.92,0.03,0.83,0.06
0.68,0.75,0.12,0.74,0.25,0.38,0.39,0.48,0.39,0.19,0.25,0.99,0.0,0.93,0.05,0.99,0.0,0.85,0.05
0.68,0.8,0.08,0.79,0.18,0.67,0.21,0.63,0.21,0.43,0.18,0.94,0.05,0.99,0.01,0.85,0.05,0.98,0.01
0.67,0.83,0.07,0.84,0.13,0.72,0.18,0.67,0.18,0.61,0.13,0.94,0.05,0.89,0.07,0.85,0.05,0.84,0.07
0.67,0.87,0.05,0.9,0.07,0.82,0.12,0.74,0.12,0.79,0.07,0.93,0.05,0.84,0.1,0.84,0.05,0.78,0.1
0.67,0.92,0.03,0.96,0.03,0.88,0.08,0.83,0.08,0.9,0.03,0.91,0.06,0.83,0.11,0.8,0.06,0.75,0.11
0.67,0.93,0.03,0.97,0.02,0.9,0.06,0.86,0.06,0.93,0.02,0.91,0.07,0.82,0.12,0.79,0.07,0.74,0.12
0.67,0.91,0.03,0.94,0.04,0.88,0.07,0.85,0.07,0.86,0.04,0.9,0.07,0.84,0.1,0.78,0.07,0.77,0.1
0.67,0.89,0.04,0.93,0.05,0.85,0.09,0.8,0.09,0.82,0.05,0.92,0.06,0.85,0.1,0.8,0.06,0.78,0.1
0.67,0.9,0.04,0.93,0.05,0.88,0.08,0.82,0.08,0.85,0.05,0.91,0.07,0.85,0.1,0.79,0.07,0.78,0.1
0.67,0.9,0.04,0.94,0.05,0.88,0.08,0.83,0.08,0.85,0.05,0.91,0.07,0.85,0.1,0.79,0.07,0.78,0.1
0.67,0.87,0.05,0.9,0.07,0.83,0.11,0.75,0.11,0.78,0.07,0.93,0.06,0.86,0.09,0.82,0.06,0.8,0.09
0.67,0.86,0.06,0.88,0.09,0.79,0.13,0.72,0.13,0.71,0.09,0.93,0.05,0.87,0.08,0.83,0.05,0.81,0.08
0.67,0.84,0.07,0.85,0.12,0.76,0.15,0.69,0.15,0.65,0.12,0.93,0.05,0.89,0.07,0.84,0.05,0.84,0.07
0.67,0.88,0.05,0.9,0.08,0.79,0.13,0.74,0.13,0.74,0.08,0.93,0.05,0.86,0.09,0.83,0.05,0.79,0.09
0.67,0.85,0.06,0.85,0.12,0.76,0.15,0.72,0.15,0.61,0.12,0.92,0.06,0.92,0.05,0.82,0.06,0.87,0.05
0.68,0.82,0.08,0.81,0.16,0.74,0.17,0.68,0.17,0.5,0.16,0.92,0.06,0.98,0.01,0.82,0.06,0.96,0.01
0.68,0.84,0.07,0.83,0.14,0.76,0.15,0.71,0.15,0.53,0.14,0.92,0.06,0.97,0.02,0.81,0.06,0.94,0.02
0.68,0.87,0.06,0.86,0.12,0.78,0.13,0.76,0.13,0.56,0.12,0.9,0.07,0.96,0.03,0.79,0.07,0.92,0.03
0.68,0.85,0.06,0.85,0.13,0.73,0.16,0.71,0.16,0.54,0.13,0.92,0.06,0.95,0.03,0.82,0.06,0.91,0.03
0.67,0.89,0.05,0.91,0.07,0.83,0.1,0.79,0.1,0.74,0.07,0.91,0.07,0.88,0.08,0.8,0.07,0.81,0.08
0.67,0.88,0.05,0.9,0.08,0.83,0.1,0.78,0.1,0.74,0.08,0.91,0.07,0.88,0.08,0.8,0.07,0.81,0.08
0.67,0.89,0.05,0.9,0.08,0.83,0.1,0.79,0.1,0.73,0.08,0.91,0.07,0.88,0.08,0.79,0.07,0.82,0.08
0.68,0.87,0.06,0.86,0.12,0.79,0.13,0.76,0.13,0.57,0.12,0.91,0.07,0.95,0.03,0.79,0.07,0.92,0.03
0.68,0.86,0.06,0.85,0.13,0.75,0.15,0.73,0.15,0.54,0.13,0.91,0.06,0.95,0.03,0.81,0.06,0.92,0.03
0.68,0.84,0.07,0.83,0.15,0.73,0.17,0.7,0.17,0.49,0.15,0.92,0.06,0.98,0.02,0.81,0.06,0.96,0.02
0.69,0.86,0.06,0.86,0.12,0.74,0.15,0.73,0.15,0.52,0.12,0.92,0.06,0.97,0.02,0.82,0.06,0.93,0.02
0.68,0.83,0.07,0.82,0.16,0.73,0.17,0.7,0.17,0.47,0.16,0.92,0.06,0.99,0.0,0.81,0.06,0.99,0.0
0.68,0.82,0.08,0.8,0.18,0.69,0.19,0.66,0.19,0.41,0.18,0.93,0.05,0.98,0.01,0.83,0.05,0.96,0.01
0.68,0.81,0.08,0.79,0.18,0.71,0.19,0.66,0.19,0.44,0.18,0.92,0.06,0.99,0.01,0.83,0.06,0.98,0.01
0.69,0.85,0.06,0.85,0.14,0.75,0.15,0.73,0.15,0.48,0.14,0.91,0.06,1.0,0.0,0.81,0.06,0.99,0.0
0.69,0.85,0.07,0.84,0.14,0.72,0.17,0.71,0.17,0.45,0.14,0.92,0.06,1.0,0.0,0.82,0.06,0.99,0.0
0.68,0.87,0.05,0.88,0.1,0.81,0.12,0.76,0.12,0.66,0.1,0.92,0.06,0.91,0.06,0.8,0.06,0.85,0.06
