ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.5,0.78,0.08,0.76,0.14,0.57,0.26,0.61,0.26,0.76,0.14,0.9,0.06,0.64,0.17,0.87,0.06,0.75,0.17
0.57,0.72,0.13,0.62,0.35,0.24,0.4,0.54,0.4,0.21,0.35,0.88,0.08,0.84,0.08,0.82,0.08,0.86,0.08
0.65,0.79,0.1,0.77,0.22,0.34,0.37,0.54,0.37,0.25,0.22,0.96,0.03,0.94,0.04,0.93,0.03,0.9,0.04
0.65,0.86,0.06,0.87,0.11,0.68,0.18,0.71,0.18,0.62,0.11,0.92,0.05,0.86,0.09,0.85,0.05,0.8,0.09
0.66,0.87,0.05,0.89,0.08,0.71,0.17,0.71,0.17,0.71,0.08,0.93,0.05,0.83,0.11,0.86,0.05,0.77,0.11
0.66,0.88,0.05,0.91,0.06,0.81,0.12,0.75,0.12,0.81,0.06,0.93,0.05,0.82,0.11,0.84,0.05,0.77,0.11
0.66,0.91,0.04,0.96,0.03,0.84,0.1,0.79,0.1,0.9,0.03,0.93,0.05,0.8,0.13,0.83,0.05,0.74,0.13
0.67,0.91,0.03,0.96,0.03,0.88,0.08,0.82,0.08,0.91,0.03,0.92,0.06,0.82,0.12,0.81,0.06,0.75,0.12
0.67,0.91,0.04,0.96,0.03,0.85,0.09,0.79,0.09,0.91,0.03,0.93,0.05,0.81,0.12,0.83,0.05,0.74,0.12
0.66,0.91,0.04,0.96,0.03,0.86,0.09,0.79,0.09,0.92,0.03,0.93,0.05,0.8,0.13,0.83,0.05,0.74,0.13
0.66,0.9,0.04,0.96,0.03,0.86,0.09,0.79,0.09,0.91,0.03,0.93,0.05,0.8,0.13,0.83,0.05,0.74,0.13
0.66,0.9,0.04,0.94,0.04,0.87,0.08,0.81,0.08,0.87,0.04,0.92,0.06,0.83,0.11,0.81,0.06,0.76,0.11
0.66,0.88,0.04,0.92,0.06,0.84,0.11,0.76,0.11,0.83,0.06,0.93,0.05,0.83,0.11,0.83,0.05,0.77,0.11
0.66,0.88,0.05,0.91,0.07,0.83,0.1,0.78,0.1,0.79,0.07,0.92,0.06,0.85,0.1,0.81,0.06,0.79,0.1
0.67,0.86,0.05,0.9,0.08,0.79,0.14,0.71,0.14,0.76,0.08,0.94,0.05,0.84,0.1,0.85,0.05,0.78,0.1
0.66,0.89,0.04,0.92,0.06,0.83,0.1,0.78,0.1,0.8,0.06,0.92,0.06,0.84,0.1,0.81,0.06,0.78,0.1
0.67,0.87,0.05,0.89,0.08,0.82,0.11,0.77,0.11,0.74,0.08,0.91,0.06,0.87,0.08,0.8,0.06,0.81,0.08
0.67,0.86,0.06,0.87,0.1,0.79,0.13,0.72,0.13,0.69,0.1,0.92,0.06,0.88,0.08,0.82,0.06,0.83,0.08
0.67,0.84,0.06,0.86,0.11,0.78,0.15,0.7,0.15,0.67,0.11,0.93,0.05,0.88,0.07,0.84,0.05,0.83,0.07
0.67,0.86,0.06,0.87,0.1,0.8,0.12,0.75,0.12,0.68,0.1,0.92,0.06,0.89,0.07,0.81,0.06,0.84,0.07
0.67,0.85,0.06,0.86,0.11,0.78,0.14,0.72,0.14,0.65,0.11,0.92,0.06,0.9,0.06,0.82,0.06,0.85,0.06
0.67,0.86,0.06,0.87,0.1,0.8,0.12,0.75,0.12,0.69,0.1,0.92,0.06,0.89,0.07,0.81,0.06,0.83,0.07
0.67,0.87,0.05,0.89,0.08,0.83,0.11,0.77,0.11,0.74,0.08,0.92,0.06,0.87,0.08,0.8,0.06,0.81,0.08
0.67,0.87,0.05,0.9,0.07,0.78,0.14,0.73,0.14,0.75,0.07,0.93,0.05,0.85,0.1,0.84,0.05,0.78,0.1
0.67,0.87,0.05,0.9,0.08,0.77,0.14,0.74,0.14,0.7,0.08,0.93,0.05,0.87,0.09,0.83,0.05,0.8,0.09
0.68,0.86,0.06,0.88,0.1,0.77,0.14,0.73,0.14,0.65,0.1,0.92,0.06,0.9,0.07,0.82,0.06,0.84,0.07
0.68,0.86,0.06,0.87,0.1,0.76,0.15,0.72,0.15,0.64,0.1,0.92,0.06,0.9,0.07,0.83,0.06,0.84,0.07
0.68,0.86,0.06,0.85,0.12,0.75,0.15,0.73,0.15,0.55,0.12,0.92,0.06,0.94,0.04,0.81,0.06,0.9,0.04
0.68,0.84,0.07,0.84,0.14,0.73,0.17,0.7,0.17,0.53,0.14,0.92,0.06,0.95,0.03,0.82,0.06,0.92,0.03
0.68,0.83,0.07,0.82,0.15,0.71,0.18,0.69,0.18,0.48,0.15,0.92,0.06,0.98,0.01,0.83,0.06,0.97,0.01
