ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.63,0.94,0.02,0.99,0.01,0.77,0.12,0.81,0.12,0.97,0.01,0.92,0.05,0.71,0.18,0.86,0.05,0.66,0.18
0.66,0.8,0.09,0.79,0.19,0.48,0.3,0.58,0.3,0.32,0.19,0.95,0.03,0.98,0.01,0.9,0.03,0.97,0.01
0.67,0.77,0.11,0.75,0.22,0.46,0.34,0.52,0.34,0.27,0.22,0.97,0.02,0.97,0.02,0.94,0.02,0.95,0.02
0.66,0.79,0.09,0.79,0.17,0.59,0.27,0.57,0.27,0.48,0.17,0.96,0.03,0.9,0.06,0.92,0.03,0.86,0.06
0.67,0.77,0.1,0.77,0.2,0.58,0.28,0.55,0.28,0.41,0.2,0.96,0.03,0.96,0.03,0.92,0.03,0.93,0.03
0.67,0.81,0.08,0.84,0.13,0.68,0.22,0.59,0.22,0.63,0.13,0.97,0.02,0.85,0.09,0.93,0.02,0.8,0.09
0.66,0.86,0.06,0.89,0.08,0.75,0.16,0.7,0.16,0.74,0.08,0.94,0.04,0.83,0.11,0.87,0.04,0.77,0.11
0.67,0.88,0.05,0.92,0.06,0.79,0.14,0.72,0.14,0.81,0.06,0.94,0.04,0.82,0.12,0.86,0.04,0.75,0.12
0.67,0.86,0.06,0.88,0.09,0.77,0.15,0.71,0.15,0.69,0.09,0.93,0.05,0.87,0.08,0.84,0.05,0.81,0.08
0.68,0.87,0.06,0.89,0.09,0.78,0.14,0.73,0.14,0.69,0.09,0.93,0.05,0.88,0.08,0.83,0.05,0.81,0.08
0.67,0.89,0.05,0.92,0.06,0.83,0.11,0.77,0.11,0.8,0.06,0.92,0.06,0.84,0.1,0.82,0.06,0.78,0.1
0.67,0.9,0.04,0.93,0.05,0.86,0.09,0.8,0.09,0.83,0.05,0.92,0.06,0.85,0.1,0.8,0.06,0.78,0.1
0.67,0.87,0.05,0.89,0.08,0.83,0.11,0.75,0.11,0.76,0.08,0.92,0.06,0.86,0.09,0.82,0.06,0.8,0.09
0.68,0.85,0.06,0.87,0.1,0.78,0.14,0.71,0.14,0.68,0.1,0.93,0.05,0.89,0.07,0.83,0.05,0.83,0.07
0.67,0.83,0.07,0.85,0.12,0.74,0.17,0.67,0.17,0.63,0.12,0.94,0.04,0.89,0.07,0.86,0.04,0.84,0.07
0.68,0.87,0.05,0.9,0.08,0.77,0.14,0.73,0.14,0.71,0.08,0.93,0.05,0.87,0.09,0.84,0.05,0.8,0.09
0.68,0.85,0.06,0.85,0.13,0.75,0.16,0.71,0.16,0.57,0.13,0.92,0.06,0.93,0.04,0.82,0.06,0.89,0.04
0.68,0.82,0.08,0.81,0.16,0.71,0.18,0.66,0.18,0.47,0.16,0.93,0.05,0.99,0.01,0.83,0.05,0.97,0.01
0.68,0.83,0.07,0.82,0.15,0.73,0.17,0.7,0.17,0.49,0.15,0.92,0.06,0.98,0.01,0.81,0.06,0.96,0.01
0.68,0.88,0.05,0.88,0.1,0.81,0.11,0.78,0.11,0.63,0.1,0.9,0.07,0.93,0.05,0.79,0.07,0.88,0.05
0.68,0.87,0.06,0.86,0.12,0.81,0.12,0.78,0.12,0.59,0.12,0.9,0.07,0.95,0.03,0.78,0.07,0.91,0.03
0.67,0.88,0.05,0.89,0.08,0.83,0.1,0.79,0.1,0.71,0.08,0.91,0.07,0.89,0.07,0.79,0.07,0.83,0.07
