ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.61,0.9,0.04,0.78,0.18,0.88,0.06,0.9,0.06,0.49,0.18,0.9,0.07,0.63,0.25,0.82,0.07,0.57,0.25
0.64,0.9,0.05,0.0,1.0,0.02,0.3,0.7,0.3,0.0,1.0,0.94,0.04,0.0,1.0,0.9,0.04,0.0,1.0
0.63,0.84,0.08,0.0,1.0,0.03,0.38,0.61,0.38,0.0,1.0,0.94,0.04,0.0,1.0,0.91,0.04,0.0,1.0
0.64,0.82,0.09,0.81,0.19,0.07,0.43,0.56,0.43,0.07,0.19,0.97,0.02,0.83,0.11,0.95,0.02,0.74,0.11
0.66,0.78,0.11,0.78,0.21,0.11,0.47,0.5,0.47,0.06,0.21,1.0,0.0,0.97,0.02,1.0,0.0,0.94,0.02
0.66,0.76,0.12,0.74,0.26,0.24,0.44,0.49,0.44,0.09,0.26,0.99,0.01,0.85,0.11,0.97,0.01,0.68,0.11
0.67,0.75,0.12,0.72,0.27,0.29,0.43,0.48,0.43,0.11,0.27,0.99,0.01,0.86,0.11,0.97,0.01,0.7,0.11
0.67,0.71,0.13,0.68,0.29,0.5,0.34,0.47,0.34,0.23,0.29,0.97,0.02,0.89,0.07,0.94,0.02,0.81,0.07
0.68,0.74,0.11,0.73,0.23,0.59,0.29,0.51,0.29,0.38,0.23,0.97,0.02,1.0,0.0,0.94,0.02,0.99,0.0
0.67,0.8,0.08,0.79,0.17,0.73,0.18,0.63,0.18,0.52,0.17,0.94,0.05,0.96,0.03,0.84,0.05,0.93,0.03
0.66,0.91,0.04,0.95,0.04,0.87,0.08,0.82,0.08,0.88,0.04,0.92,0.06,0.82,0.11,0.8,0.06,0.76,0.11
0.66,1.0,0.0,0.94,0.04,0.98,0.01,0.97,0.01,0.88,0.04,0.89,0.09,0.79,0.14,0.73,0.09,0.72,0.14
0.65,0.98,0.01,0.9,0.07,0.96,0.03,0.93,0.03,0.81,0.07,0.89,0.09,0.77,0.15,0.74,0.09,0.7,0.15
0.66,0.99,0.0,0.96,0.03,0.97,0.02,0.95,0.02,0.89,0.03,0.87,0.09,0.8,0.13,0.72,0.09,0.73,0.13
0.67,0.93,0.03,0.97,0.02,0.93,0.04,0.9,0.04,0.92,0.02,0.9,0.08,0.84,0.11,0.76,0.08,0.76,0.11
0.67,0.92,0.03,0.93,0.06,0.92,0.05,0.9,0.05,0.8,0.06,0.88,0.09,0.89,0.07,0.74,0.09,0.82,0.07
0.67,0.87,0.05,0.87,0.1,0.84,0.1,0.8,0.1,0.65,0.1,0.9,0.08,0.93,0.05,0.77,0.08,0.88,0.05
0.68,0.85,0.06,0.83,0.14,0.82,0.11,0.77,0.11,0.56,0.14,0.9,0.08,0.97,0.02,0.77,0.08,0.95,0.02
0.68,0.84,0.07,0.83,0.14,0.79,0.13,0.73,0.13,0.54,0.14,0.91,0.07,0.97,0.02,0.79,0.07,0.95,0.02
0.68,0.88,0.05,0.88,0.1,0.8,0.12,0.78,0.12,0.6,0.1,0.9,0.07,0.94,0.04,0.79,0.07,0.9,0.04
0.68,0.88,0.05,0.88,0.11,0.8,0.12,0.78,0.12,0.58,0.11,0.9,0.07,0.95,0.03,0.79,0.07,0.91,0.03
0.68,0.89,0.04,0.9,0.08,0.81,0.1,0.81,0.1,0.64,0.08,0.9,0.07,0.93,0.05,0.78,0.07,0.87,0.05
0.68,0.89,0.05,0.9,0.09,0.79,0.12,0.79,0.12,0.62,0.09,0.91,0.07,0.93,0.05,0.8,0.07,0.87,0.05
0.68,0.88,0.05,0.89,0.09,0.79,0.12,0.78,0.12,0.62,0.09,0.91,0.07,0.93,0.05,0.8,0.07,0.87,0.05
0.69,0.88,0.05,0.89,0.09,0.78,0.13,0.76,0.13,0.62,0.09,0.91,0.06,0.93,0.05,0.81,0.06,0.87,0.05
0.68,0.85,0.06,0.84,0.13,0.77,0.13,0.75,0.13,0.52,0.13,0.91,0.07,0.98,0.01,0.79,0.07,0.96,0.01
0.68,0.84,0.07,0.84,0.14,0.75,0.15,0.71,0.15,0.52,0.14,0.92,0.06,0.97,0.02,0.81,0.06,0.94,0.02
0.69,0.86,0.06,0.85,0.13,0.75,0.15,0.73,0.15,0.51,0.13,0.91,0.06,0.97,0.02,0.81,0.06,0.95,0.02
0.68,0.83,0.07,0.83,0.15,0.72,0.17,0.69,0.17,0.49,0.15,0.92,0.06,0.97,0.02,0.82,0.06,0.95,0.02
0.68,0.82,0.08,0.81,0.17,0.71,0.18,0.67,0.18,0.45,0.17,0.92,0.06,1.0,0.0,0.83,0.06,1.0,0.0
0.68,0.81,0.08,0.8,0.17,0.69,0.2,0.65,0.2,0.44,0.17,0.93,0.05,1.0,0.0,0.84,0.05,0.99,0.0
0.69,0.84,0.07,0.84,0.14,0.7,0.18,0.69,0.18,0.47,0.14,0.93,0.05,0.98,0.01,0.83,0.05,0.96,0.01
0.69,0.84,0.07,0.84,0.14,0.67,0.2,0.67,0.2,0.42,0.14,0.93,0.05,1.0,0.0,0.85,0.05,1.0,0.0
0.69,0.85,0.06,0.84,0.14,0.78,0.14,0.74,0.14,0.52,0.14,0.91,0.07,0.98,0.01,0.79,0.07,0.96,0.01
0.68,0.84,0.07,0.84,0.13,0.75,0.16,0.69,0.16,0.55,0.13,0.93,0.05,0.95,0.03,0.83,0.05,0.91,0.03
0.68,0.85,0.06,0.86,0.12,0.77,0.14,0.72,0.14,0.6,0.12,0.92,0.06,0.93,0.05,0.82,0.06,0.88,0.05
0.68,0.85,0.06,0.85,0.12,0.78,0.14,0.72,0.14,0.61,0.12,0.92,0.06,0.92,0.05,0.82,0.06,0.88,0.05
0.68,0.83,0.07,0.83,0.14,0.75,0.17,0.67,0.17,0.57,0.14,0.94,0.05,0.93,0.04,0.84,0.05,0.89,0.04
0.68,0.81,0.08,0.8,0.17,0.73,0.18,0.65,0.18,0.5,0.17,0.93,0.05,0.97,0.02,0.84,0.05,0.95,0.02
0.68,0.81,0.08,0.8,0.17,0.73,0.18,0.65,0.18,0.49,0.17,0.93,0.05,0.97,0.02,0.83,0.05,0.96,0.02
0.68,0.84,0.07,0.84,0.14,0.75,0.15,0.71,0.15,0.5,0.14,0.92,0.06,0.98,0.01,0.81,0.06,0.96,0.01
0.69,0.82,0.07,0.81,0.16,0.73,0.17,0.68,0.17,0.46,0.16,0.92,0.06,1.0,0.0,0.82,0.06,1.0,0.0
0.69,0.81,0.08,0.81,0.16,0.69,0.2,0.64,0.2,0.47,0.16,0.94,0.05,0.98,0.02,0.85,0.05,0.96,0.02
0.69,0.83,0.07,0.82,0.15,0.71,0.18,0.68,0.18,0.45,0.15,0.93,0.05,1.0,0.0,0.83,0.05,0.99,0.0
0.68,0.85,0.06,0.85,0.12,0.76,0.15,0.7,0.15,0.59,0.12,0.93,0.05,0.93,0.05,0.83,0.05,0.88,0.05
0.67,0.87,0.05,0.91,0.07,0.81,0.13,0.72,0.13,0.8,0.07,0.94,0.05,0.83,0.11,0.85,0.05,0.77,0.11
0.67,0.87,0.05,0.93,0.05,0.82,0.13,0.71,0.13,0.85,0.05,0.95,0.04,0.81,0.12,0.87,0.04,0.75,0.12
0.66,0.88,0.04,0.94,0.05,0.84,0.11,0.74,0.11,0.87,0.05,0.94,0.04,0.81,0.12,0.86,0.04,0.75,0.12
0.66,0.88,0.04,0.93,0.05,0.83,0.11,0.74,0.11,0.86,0.05,0.94,0.05,0.81,0.12,0.85,0.05,0.75,0.12
0.67,0.88,0.05,0.91,0.07,0.84,0.11,0.76,0.11,0.79,0.07,0.92,0.06,0.85,0.09,0.82,0.06,0.79,0.09
