ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.65,0.8,0.1,0.78,0.22,0.13,0.43,0.54,0.43,0.05,0.22,0.97,0.02,0.86,0.11,0.94,0.02,0.68,0.11
0.66,0.71,0.14,0.69,0.3,0.2,0.5,0.42,0.5,0.09,0.3,0.99,0.01,0.88,0.09,0.98,0.01,0.77,0.09
0.66,0.7,0.14,0.7,0.28,0.28,0.49,0.4,0.49,0.2,0.28,0.97,0.02,0.94,0.04,0.93,0.02,0.91,0.04
0.67,0.76,0.1,0.77,0.2,0.52,0.32,0.51,0.32,0.42,0.2,0.99,0.01,0.91,0.06,0.97,0.01,0.86,0.06
0.67,0.77,0.1,0.78,0.19,0.55,0.31,0.52,0.31,0.46,0.19,0.99,0.01,0.9,0.07,0.97,0.01,0.85,0.07
0.67,0.81,0.08,0.82,0.15,0.69,0.21,0.61,0.21,0.58,0.15,0.96,0.03,0.89,0.07,0.89,0.03,0.84,0.07
0.67,0.86,0.06,0.89,0.09,0.74,0.17,0.68,0.17,0.71,0.09,0.94,0.04,0.84,0.1,0.87,0.04,0.78,0.1
0.67,0.86,0.06,0.89,0.08,0.77,0.15,0.71,0.15,0.73,0.08,0.93,0.05,0.85,0.1,0.85,0.05,0.79,0.1
0.67,0.86,0.06,0.88,0.09,0.77,0.14,0.72,0.14,0.69,0.09,0.93,0.05,0.88,0.08,0.83,0.05,0.81,0.08
0.67,0.86,0.06,0.88,0.1,0.76,0.15,0.72,0.15,0.68,0.1,0.93,0.05,0.88,0.08,0.84,0.05,0.81,0.08
0.67,0.88,0.05,0.9,0.08,0.82,0.11,0.77,0.11,0.75,0.08,0.92,0.06,0.87,0.09,0.81,0.06,0.8,0.09
0.67,0.89,0.04,0.92,0.06,0.83,0.1,0.78,0.1,0.79,0.06,0.92,0.06,0.85,0.1,0.81,0.06,0.78,0.1
0.67,0.86,0.06,0.87,0.1,0.81,0.13,0.73,0.13,0.71,0.1,0.92,0.06,0.88,0.08,0.82,0.06,0.82,0.08
0.67,0.84,0.06,0.85,0.12,0.76,0.15,0.7,0.15,0.63,0.12,0.93,0.05,0.9,0.07,0.83,0.05,0.85,0.07
0.68,0.84,0.07,0.86,0.11,0.75,0.17,0.67,0.17,0.65,0.11,0.94,0.04,0.88,0.08,0.86,0.04,0.82,0.08
0.67,0.87,0.05,0.89,0.09,0.8,0.12,0.76,0.12,0.67,0.09,0.91,0.06,0.9,0.07,0.81,0.06,0.83,0.07
0.68,0.85,0.06,0.85,0.12,0.78,0.14,0.73,0.14,0.58,0.12,0.92,0.06,0.95,0.03,0.8,0.06,0.91,0.03
0.68,0.83,0.07,0.83,0.15,0.76,0.15,0.7,0.15,0.52,0.15,0.92,0.06,0.97,0.02,0.81,0.06,0.95,0.02
0.68,0.84,0.07,0.84,0.13,0.76,0.15,0.71,0.15,0.54,0.13,0.92,0.06,0.96,0.03,0.82,0.06,0.92,0.03
0.68,0.87,0.05,0.86,0.11,0.82,0.11,0.79,0.11,0.58,0.11,0.9,0.08,0.96,0.03,0.77,0.08,0.93,0.03
0.68,0.86,0.06,0.85,0.12,0.79,0.13,0.76,0.13,0.56,0.12,0.91,0.07,0.96,0.02,0.79,0.07,0.93,0.02
0.68,0.87,0.05,0.86,0.11,0.82,0.11,0.79,0.11,0.6,0.11,0.9,0.07,0.95,0.03,0.77,0.07,0.91,0.03
0.68,0.86,0.06,0.86,0.12,0.79,0.13,0.74,0.13,0.6,0.12,0.91,0.06,0.94,0.04,0.8,0.06,0.89,0.04
0.68,0.87,0.06,0.86,0.11,0.8,0.12,0.77,0.12,0.6,0.11,0.91,0.07,0.94,0.04,0.79,0.07,0.9,0.04
0.68,0.87,0.06,0.86,0.12,0.8,0.12,0.78,0.12,0.55,0.12,0.9,0.08,0.97,0.02,0.78,0.08,0.95,0.02
0.68,0.86,0.06,0.85,0.13,0.77,0.14,0.74,0.14,0.52,0.13,0.91,0.07,0.98,0.01,0.79,0.07,0.96,0.01
