ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.61,0.76,0.12,0.69,0.3,0.31,0.38,0.55,0.38,0.15,0.3,0.97,0.02,0.87,0.09,0.94,0.02,0.79,0.09,0.62,0.34
0.63,0.81,0.09,0.77,0.22,0.28,0.34,0.6,0.34,0.11,0.22,0.97,0.02,0.82,0.14,0.96,0.02,0.63,0.14,0.69,0.28
0.64,0.8,0.09,0.75,0.24,0.41,0.31,0.61,0.31,0.16,0.24,0.96,0.02,0.83,0.13,0.94,0.02,0.66,0.13,0.68,0.28
0.64,0.82,0.09,0.77,0.22,0.43,0.29,0.63,0.29,0.16,0.22,0.96,0.03,0.82,0.14,0.93,0.03,0.63,0.14,0.7,0.26
0.64,0.83,0.08,0.79,0.2,0.43,0.28,0.64,0.28,0.17,0.2,0.96,0.02,0.84,0.12,0.94,0.02,0.66,0.12,0.72,0.24
0.65,0.81,0.09,0.76,0.23,0.47,0.28,0.63,0.28,0.16,0.23,0.96,0.03,0.8,0.16,0.92,0.03,0.57,0.16,0.7,0.26
0.65,0.82,0.09,0.77,0.22,0.5,0.26,0.65,0.26,0.17,0.22,0.95,0.03,0.81,0.15,0.91,0.03,0.59,0.15,0.71,0.24
0.65,0.79,0.09,0.75,0.23,0.52,0.28,0.61,0.28,0.24,0.23,0.96,0.02,0.86,0.1,0.93,0.02,0.73,0.1,0.68,0.26
0.65,0.8,0.09,0.74,0.23,0.64,0.22,0.65,0.22,0.3,0.23,0.94,0.04,0.86,0.1,0.88,0.04,0.75,0.1,0.7,0.23
0.65,0.81,0.08,0.75,0.23,0.68,0.19,0.69,0.19,0.3,0.23,0.92,0.05,0.85,0.11,0.85,0.05,0.72,0.11,0.72,0.21
0.65,0.81,0.08,0.76,0.21,0.68,0.19,0.68,0.19,0.37,0.21,0.93,0.05,0.9,0.07,0.87,0.05,0.82,0.07,0.72,0.2
0.65,0.82,0.08,0.76,0.21,0.73,0.16,0.72,0.16,0.38,0.21,0.92,0.06,0.89,0.08,0.84,0.06,0.8,0.08,0.74,0.18
0.65,0.83,0.07,0.77,0.2,0.73,0.16,0.73,0.16,0.38,0.2,0.92,0.06,0.89,0.08,0.84,0.06,0.81,0.08,0.75,0.18
0.65,0.82,0.08,0.77,0.2,0.72,0.16,0.72,0.16,0.38,0.2,0.92,0.06,0.89,0.07,0.85,0.06,0.81,0.07,0.74,0.18
0.66,0.83,0.07,0.77,0.2,0.78,0.13,0.76,0.13,0.4,0.2,0.91,0.07,0.88,0.08,0.82,0.07,0.79,0.08,0.77,0.17
0.66,0.85,0.06,0.79,0.18,0.82,0.1,0.8,0.1,0.47,0.18,0.9,0.07,0.91,0.06,0.8,0.07,0.85,0.06,0.8,0.14
0.66,0.85,0.06,0.79,0.18,0.82,0.1,0.8,0.1,0.46,0.18,0.9,0.07,0.91,0.06,0.8,0.07,0.84,0.06,0.8,0.14
0.65,0.85,0.06,0.79,0.17,0.81,0.11,0.79,0.11,0.48,0.17,0.91,0.07,0.92,0.05,0.81,0.07,0.87,0.05,0.79,0.14
0.65,0.84,0.07,0.78,0.18,0.8,0.12,0.78,0.12,0.45,0.18,0.91,0.07,0.91,0.06,0.81,0.07,0.84,0.06,0.78,0.15
0.65,0.86,0.06,0.82,0.15,0.82,0.11,0.79,0.11,0.53,0.15,0.91,0.06,0.96,0.03,0.82,0.06,0.92,0.03,0.8,0.13
0.65,0.86,0.06,0.82,0.16,0.8,0.11,0.79,0.11,0.47,0.16,0.91,0.06,0.93,0.05,0.82,0.06,0.88,0.05,0.8,0.14
0.65,0.86,0.06,0.82,0.16,0.81,0.11,0.8,0.11,0.49,0.16,0.91,0.07,0.94,0.04,0.82,0.07,0.89,0.04,0.81,0.14
0.66,0.87,0.05,0.83,0.15,0.86,0.08,0.84,0.08,0.53,0.15,0.9,0.07,0.94,0.04,0.8,0.07,0.89,0.04,0.83,0.11
0.66,0.86,0.06,0.81,0.16,0.83,0.1,0.82,0.1,0.49,0.16,0.9,0.07,0.93,0.05,0.8,0.07,0.87,0.05,0.81,0.13
0.66,0.86,0.06,0.82,0.15,0.82,0.1,0.8,0.1,0.51,0.15,0.91,0.06,0.94,0.04,0.82,0.06,0.89,0.04,0.81,0.12
0.66,0.87,0.06,0.82,0.15,0.83,0.1,0.81,0.1,0.51,0.15,0.91,0.07,0.94,0.04,0.81,0.07,0.9,0.04,0.81,0.12
0.66,0.86,0.06,0.83,0.14,0.81,0.11,0.78,0.11,0.57,0.14,0.92,0.05,0.99,0.01,0.84,0.05,0.98,0.01,0.8,0.12
0.66,0.87,0.05,0.84,0.13,0.83,0.1,0.81,0.1,0.57,0.13,0.91,0.06,0.98,0.02,0.83,0.06,0.96,0.02,0.82,0.12
0.66,0.87,0.05,0.83,0.14,0.84,0.09,0.82,0.09,0.54,0.14,0.91,0.07,0.96,0.03,0.81,0.07,0.92,0.03,0.82,0.12
0.66,0.87,0.05,0.83,0.14,0.82,0.1,0.8,0.1,0.54,0.14,0.91,0.06,0.96,0.02,0.83,0.06,0.94,0.02,0.81,0.12
0.66,0.86,0.06,0.82,0.15,0.81,0.12,0.78,0.12,0.52,0.15,0.92,0.06,0.96,0.03,0.84,0.06,0.92,0.03,0.8,0.14
0.66,0.85,0.06,0.8,0.16,0.79,0.13,0.76,0.13,0.51,0.16,0.92,0.06,0.96,0.03,0.84,0.06,0.93,0.03,0.78,0.15
0.66,0.85,0.06,0.82,0.15,0.8,0.12,0.77,0.12,0.52,0.15,0.92,0.06,0.96,0.03,0.84,0.06,0.93,0.03,0.79,0.14
0.66,0.85,0.06,0.81,0.17,0.78,0.13,0.77,0.13,0.46,0.17,0.92,0.06,0.93,0.05,0.84,0.06,0.88,0.05,0.79,0.15
0.66,0.84,0.07,0.8,0.17,0.74,0.15,0.73,0.15,0.45,0.17,0.93,0.05,0.94,0.04,0.86,0.05,0.89,0.04,0.77,0.16
0.66,0.84,0.07,0.8,0.17,0.77,0.14,0.75,0.14,0.48,0.17,0.92,0.05,0.94,0.04,0.85,0.05,0.9,0.04,0.78,0.16
0.66,0.86,0.06,0.83,0.14,0.8,0.12,0.78,0.12,0.55,0.14,0.92,0.05,0.98,0.02,0.84,0.05,0.96,0.02,0.8,0.13
0.66,0.87,0.05,0.84,0.14,0.82,0.1,0.81,0.1,0.52,0.14,0.92,0.06,0.96,0.03,0.83,0.06,0.92,0.03,0.82,0.12
0.66,0.87,0.06,0.83,0.14,0.81,0.11,0.8,0.11,0.52,0.14,0.92,0.06,0.95,0.03,0.83,0.06,0.91,0.03,0.81,0.12
