ACC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,TNR_ratio,TNR_diff,FPR_ratio,FPR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff,EQO_ratio,EQO_diff
0.64,0.91,0.04,0.89,0.09,0.79,0.1,0.85,0.1,0.58,0.09,0.91,0.06,1.0,0.0,0.84,0.06,1.0,0.0,0.87,0.1
0.61,0.91,0.04,0.91,0.09,0.23,0.22,0.77,0.22,0.18,0.09,0.95,0.03,0.97,0.02,0.92,0.03,0.94,0.02,0.84,0.15
0.61,0.92,0.04,0.92,0.08,0.16,0.21,0.78,0.21,0.09,0.08,0.94,0.04,0.92,0.06,0.92,0.04,0.79,0.06,0.85,0.14
0.6,0.92,0.04,0.91,0.09,0.12,0.21,0.78,0.21,0.04,0.09,0.94,0.04,0.85,0.13,0.91,0.04,0.57,0.13,0.84,0.15
0.6,0.92,0.04,0.92,0.08,0.1,0.21,0.78,0.21,0.05,0.08,0.94,0.04,0.89,0.09,0.91,0.04,0.7,0.09,0.85,0.14
0.6,0.92,0.04,0.92,0.08,0.1,0.21,0.78,0.21,0.05,0.08,0.94,0.04,0.89,0.09,0.91,0.04,0.7,0.09,0.85,0.14
0.6,0.92,0.04,0.92,0.08,0.1,0.22,0.78,0.22,0.05,0.08,0.94,0.04,0.9,0.08,0.92,0.04,0.71,0.08,0.85,0.15
0.6,0.92,0.04,0.92,0.08,0.1,0.22,0.77,0.22,0.04,0.08,0.94,0.03,0.9,0.08,0.92,0.03,0.71,0.08,0.84,0.15
0.6,0.91,0.04,0.91,0.09,0.09,0.23,0.77,0.23,0.04,0.09,0.95,0.03,0.9,0.08,0.92,0.03,0.71,0.08,0.84,0.16
0.61,0.92,0.04,0.91,0.09,0.12,0.22,0.77,0.22,0.04,0.09,0.94,0.03,0.86,0.12,0.92,0.03,0.59,0.12,0.84,0.15
0.61,0.92,0.04,0.92,0.08,0.14,0.22,0.77,0.22,0.08,0.08,0.94,0.03,0.95,0.03,0.92,0.03,0.88,0.03,0.84,0.15
0.61,0.91,0.04,0.92,0.08,0.14,0.23,0.77,0.23,0.08,0.08,0.95,0.03,0.96,0.03,0.92,0.03,0.88,0.03,0.84,0.15
0.61,0.91,0.04,0.92,0.08,0.13,0.23,0.76,0.23,0.08,0.08,0.95,0.03,0.96,0.03,0.92,0.03,0.89,0.03,0.84,0.15
0.61,0.91,0.04,0.91,0.09,0.13,0.23,0.76,0.23,0.08,0.09,0.95,0.03,0.95,0.04,0.92,0.03,0.86,0.04,0.83,0.16
0.61,0.91,0.04,0.91,0.09,0.17,0.23,0.76,0.23,0.08,0.09,0.95,0.03,0.9,0.08,0.92,0.03,0.71,0.08,0.83,0.16
